"","user_id","month","postcovid","trumpid","hoaxid","climateid","tweets","meandist","maxdist","state"
"271",11770332,"2020-04-01",TRUE,0,0,0,4,64157.1607819925,192471.482345978,"California"
"272",11849362,"2020-06-01",FALSE,0,0,0,2,6162.90644819455,6162.90644819455,NA
"273",11933482,"2018-08-01",TRUE,0,0,0,2,218760.078460337,218760.078460337,"California"
"274",11933482,"2018-09-01",TRUE,0,0,0,2,0,0,"California"
"275",11933482,"2019-04-01",TRUE,0,0,0,3,487935.728941592,731903.593412387,"California"
"276",11993622,"2019-02-01",TRUE,0,0,0,12,101160.80192973,236716.444110967,"Kentucky"
"277",11993622,"2019-03-01",TRUE,0,0,0,7,1880507.85897593,4100442.47404108,"Kentucky"
"278",11993622,"2019-04-01",TRUE,0,0,0,15,1266679.40265938,2964623.60510358,"Kentucky"
"279",11993622,"2019-05-01",TRUE,0,0,0,9,163449.380917633,368023.780073349,"Kentucky"
"280",11993622,"2019-06-01",TRUE,0,0,0,4,233240.874755584,368023.780073349,"Kentucky"
"281",11993622,"2019-07-01",TRUE,0,0,0,12,64658.9994744244,183239.456299154,"Kentucky"
"282",11993622,"2019-08-01",TRUE,0,0,0,9,1346428.13852269,2674406.78246904,"Kentucky"
"283",11993622,"2019-11-01",TRUE,0,0,0,7,1138.59527370137,2238.63857302937,"Kentucky"
"284",11993622,"2020-01-01",TRUE,0,0,0,6,909.613265622289,2728.83979686687,"Kentucky"
"285",11993622,"2020-02-01",TRUE,0,0,0,8,566572.755518387,1280972.65642757,"Kentucky"
"286",11993622,"2020-03-01",TRUE,0,0,0,3,541680.455796289,800389.95425705,"Kentucky"
"287",11993622,"2020-04-01",FALSE,0,0,0,2,0,0,"Kentucky"
"288",11993622,"2020-05-01",FALSE,0,0,0,6,0,0,"Kentucky"
"289",11993622,"2020-06-01",FALSE,0,0,0,3,0,0,"Kentucky"
"290",11993622,"2020-07-01",FALSE,0,0,0,6,746.212857676455,2238.63857302937,"Kentucky"
"291",12209202,"2020-01-01",TRUE,0,0,0,5,8199.9036623538,13666.506103923,"New York"
"292",12209202,"2020-02-01",TRUE,0,0,0,4,9663.77186800354,14854.0569939462,"New York"
"293",12209202,"2020-03-01",TRUE,0,0,0,3,0,0,"New York"
"294",12209202,"2020-05-01",FALSE,0,0,0,9,386.239244634139,993.186629059213,"New York"
"295",12209202,"2020-06-01",FALSE,0,0,0,5,8239.59981081758,13461.8444646478,"New York"
"296",12209202,"2020-07-01",FALSE,0,0,0,3,5162.96820227204,7744.45230340806,"New York"
"297",12530262,"2017-01-01",TRUE,0,0,0,2,0,0,"Louisiana"
"298",12530262,"2017-02-01",TRUE,0,0,0,4,2291.37937675231,3519.48870939737,"Louisiana"
"299",12530262,"2017-03-01",TRUE,0,0,0,8,24776.8347028982,94738.6922949897,"Louisiana"
