"","month","iso_code","date","location","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million","total_tests","total_tests_per_thousand","total_vaccinations","total_boosters","total_vaccinations_per_hundred","total_boosters_per_hundred","population","population_density","continent","cs","L1vax","vax","lndeaths","deaths","lnvax","period"
"138","2021-02","GEO",2021-02-28,"Georgia",270758,3510,68033.529,881.96,0,0,0,0,0,0,3979773,65.032,"Asia",NA,0,0,6.78327989946463,881.96,0,1
"139","2021-08","GEO",2021-08-31,"Georgia",549811,7408,138151.347,1861.413,8e+06,2010.165,1210746,0,30.42,0,3979773,65.032,"Asia",NA,12.1,30.42,7.52962823775331,1861.413,3.44744463282748,2
"140","2021-02","GGY",2021-02-28,"Guernsey",0,0,0,0,0,0,0,0,0,0,63385,NA,"Europe",NA,0,0,0,0,0,1
"141","2021-11","GGY",2021-11-22,"Guernsey",0,0,0,0,0,0,104131,0,164.28,0,63385,NA,"Europe",NA,NA,164.28,0,0,5.10764100537133,2
"142","2021-02","GHA",2021-02-28,"Ghana",84023,607,2647.884,19.129,910673,28.699,0,0,0,0,31732128,126.719,"Africa",2930,0,0,3.0021615613189,19.129,0,1
"143","2021-05","GHA",2021-05-31,"Ghana",93898,785,2959.083,24.738,NA,NA,1228216,0,3.87,0,31732128,126.719,"Africa",5237,0,3.87,3.24796849907147,24.738,1.5830939370945,2
"144","2021-02","GIB",2021-02-28,"Gibraltar",0,0,0,0,0,0,36808,0,109.25,0,33691,3457.1,"Europe",NA,39.43,109.25,0,0,4.70275051432696,1
"145","2021-11","GIB",2021-11-24,"Gibraltar",0,0,0,0,0,0,96771,16046,287.23,47.63,33691,3457.1,"Europe",NA,NA,287.23,0,0,5.66375877252688,2
"146","2021-02","GIN",2021-02-28,"Guinea",15992,89,1184.835,6.594,0,0,0,0,0,0,13497237,51.755,"Africa",NA,0,0,2.02735846180961,6.594,0,1
"147","2021-10","GIN",2021-10-31,"Guinea",30653,385,2271.057,28.524,0,0,2247181,0,16.65,0,13497237,51.755,"Africa",NA,13.38,16.65,3.38520349190781,28.524,2.87073578337931,2
"148","2021-02","GMB",2021-02-28,"Gambia",4712,150,1894.7,60.315,0,0,0,0,0,0,2486937,207.566,"Africa",866,0,0,4.11602451121399,60.315,0,1
"149","2021-10","GMB",2021-10-31,"Gambia",9965,340,4006.937,136.714,118928,47.821,265620,0,10.68,0,2486937,207.566,"Africa",2774,NA,10.68,4.92517907086428,136.714,2.45787797740008,2
"150","2021-02","GNB",2021-02-28,"Guinea-Bissau",3262,48,1618.465,23.816,0,0,0,0,0,0,2015490,66.191,"Africa",NA,0,0,3.21148860643418,23.816,0,1
"151","2021-10","GNB",2021-10-31,"Guinea-Bissau",6134,141,3043.429,69.958,0,0,139369,0,6.91,0,2015490,66.191,"Africa",NA,0,6.91,4.26208815271123,69.958,2.06812778177956,2
"152","2021-02","GNQ",2021-02-28,"Equatorial Guinea",6005,91,4141.691,62.763,0,0,0,0,0,0,1449891,45.194,"Africa",NA,0,0,4.15517308481799,62.763,0,1
"153","2021-09","GNQ",2021-09-30,"Equatorial Guinea",12362,147,8526.158,101.387,223075,153.856,397083,0,27.39,0,1449891,45.194,"Africa",NA,NA,27.39,4.62875975142118,101.387,3.34603697048488,2
"154","2021-11","GRC",2021-11-27,"Greece",920683,17861,88776.922,1722.248,NA,NA,14132796,1241427,136.28,11.97,10370747,83.479,"Europe",NA,122.37,136.28,7.45196616116738,1722.248,4.92202263573965,1
"155","2021-02","GRD",2021-02-28,"Grenada",148,1,1309.561,8.848,0,0,0,0,0,0,113015,317.132,"North America",NA,0,0,2.28726838888215,8.848,0,1
"156","2021-11","GRD",2021-11-27,"Grenada",5888,200,52099.279,1769.677,0,0,0,0,0,0,113015,317.132,"North America",NA,0,0,7.47911723831451,1769.677,0,2
"157","2021-02","GRL",2021-02-28,"Greenland",0,0,0,0,0,0,0,0,0,0,56868,0.137,"North America",NA,0,0,0,0,0,1
"158","2021-11","GRL",2021-11-25,"Greenland",0,0,0,0,0,0,77655,0,136.55,0,56868,0.137,"North America",NA,NA,136.55,0,0,4.92398748737058,2
"159","2021-02","GTM",2021-02-28,"Guatemala",174542,6393,9564.014,350.304,904782,49.577,0,0,0,0,18249868,157.834,"North America",NA,0,0,5.86165194548649,350.304,0,1
"160","2021-10","GTM",2021-10-31,"Guatemala",601572,15094,32963.088,827.074,2910582,159.485,8596046,0,47.1,0,18249868,157.834,"North America",NA,38.23,47.1,6.7191025223725,827.074,3.87328217711172,2
"161","2021-02","GUY",2021-02-28,"Guyana",8585,195,10862.565,246.733,0,0,0,0,0,0,790329,3.952,"South America",984,0,0,5.51235155329778,246.733,0,1
"162","2021-08","GUY",2021-08-31,"Guyana",25548,622,32325.778,787.014,0,0,474491,0,60.04,0,790329,3.952,"South America",3532,NA,60.04,6.66951585619752,787.014,4.1115293869762,2
"163","2021-02","HKG",2021-02-28,"Hong Kong",11005,199,1457.076,26.348,9148459,1211.267,20701,0,0.27,0,7552800,7039.714,"Asia",NA,0,0.27,3.30864340005155,26.348,0.2390169004705,1
"164","2021-11","HKG",2021-11-27,"Hong Kong",12424,213,1644.953,28.201,NA,NA,9394395,0,124.38,0,7552800,7039.714,"Asia",NA,119.74,124.38,3.37420295526318,28.201,4.83134912584582,2
"165","2021-02","HND",2021-02-28,"Honduras",170304,4151,16923.79,412.501,0,0,2684,0,0.03,0,10062994,82.805,"North America",22828,0,0.03,6.02465993284051,412.501,0.0295588022415444,1
"166","2021-05","HND",2021-05-31,"Honduras",238227,6353,23673.571,631.323,0,0,317257,0,3.15,0,10062994,82.805,"North America",39067,NA,3.15,6.44940033954139,631.323,1.42310833424261,2
"167","2021-02","HRV",2021-02-28,"Croatia",242973,5526,59528.03,1353.862,1344652,329.438,0,0,0,0,4081657,73.726,"Europe",NA,0,0,7.21145488310879,1353.862,0,1
"168","2021-10","HRV",2021-10-31,"Croatia",470348,9220,115234.573,2258.887,NA,NA,3616491,0,88.6,0,4081657,73.726,"Europe",NA,84.2,88.6,7.72307009101629,2258.887,4.49535531998088,2
"169","2021-02","HTI",2021-02-28,"Haiti",12430,250,1076.966,21.661,0,0,0,0,0,0,11541683,398.448,"North America",NA,0,0,3.12064538525279,21.661,0,1
"170","2021-10","HTI",2021-10-31,"Haiti",23960,671,2075.954,58.137,0,0,135597,0,1.17,0,11541683,398.448,"North America",NA,NA,1.17,4.0798567860494,58.137,0.774727167552368,2
"171","2021-02","HUN",2021-02-28,"Hungary",428599,14974,44487.419,1554.261,3209506,333.138,936938,0,9.73,0,9634162,108.043,"Europe",47023,3.1,9.73,7.34939865618799,1554.261,2.37304355664261,1
"172","2021-10","HUN",2021-10-31,"Hungary",863419,30729,89620.561,3189.587,NA,NA,12744317,1221000,132.28,12.67,9634162,108.043,"Europe",276028,NA,132.28,8.06796019138984,3189.587,4.89245217841853,2
"173","2021-02","IDN",2021-02-28,"Indonesia",1334634,36166,4829.3,130.865,0,0,2690163,0,0.97,0,276361788,145.725,"Asia",147821,0.19,0.97,4.88177867197125,130.865,0.678033542749897,1
"174","2021-11","IDN",2021-11-27,"Indonesia",4255672,143807,15398.916,520.358,NA,NA,232869968,0,84.26,0,276361788,145.725,"Asia",999562,69.97,84.26,6.25643694589585,520.358,4.44570541133706,2
"175","2021-02","IMN",2021-02-28,"Isle of Man",0,0,0,0,0,0,21452,0,25.12,0,85410,147.872,"Europe",NA,0,25.12,0,0,3.26270130440823,1
"176","2021-11","IMN",2021-11-26,"Isle of Man",0,0,0,0,0,0,133094,0,155.83,0,85410,147.872,"Europe",NA,NA,155.83,0,0,5.05516241614633,2
"177","2021-02","IND",2021-02-28,"India",11112241,157157,7974.859,112.786,216231106,155.181,14301266,0,1.03,0,1393409033,450.419,"Asia",NA,0.27,1.03,4.7343194912772,112.786,0.708035793053696,1
"178","2021-11","IND",2021-11-27,"India",34572523,468554,24811.468,336.265,NA,NA,1212493046,0,87.02,0,1393409033,450.419,"Asia",NA,76.26,87.02,5.82086897148944,336.265,4.47756406138295,2
"179","2021-02","IRL",2021-02-28,"Ireland",219592,4319,44069.081,866.764,3536698,709.766,466827,0,9.37,0,4982904,69.874,"Europe",NA,4.13,9.37,6.7659197882908,866.764,2.33891702224144,1
"180","2021-09","IRL",2021-09-30,"Ireland",389932,5249,78253.966,1053.402,7461509,1497.422,7242423,5798,145.35,0.12,4982904,69.874,"Europe",NA,138.04,145.35,6.9607290605598,1053.402,4.9860010131379,2
"181","2021-02","IRN",2021-02-28,"Iran",1631169,60073,19183.733,706.502,NA,NA,0,0,0,0,85028760,49.831,"Asia",348454,0,0,6.56174045636852,706.502,0,1
"182","2021-04","IRN",2021-04-30,"Iran",2499077,71758,29390.961,843.926,NA,NA,1068123,0,1.26,0,85028760,49.831,"Asia",482877,0,1.26,6.73924904955785,843.926,0.815364813284194,2
"183","2021-02","IRQ",2021-02-28,"Iraq",695489,13406,16889.266,325.552,6846243,166.254,0,0,0,0,41179351,88.125,"Asia",NA,0,0,5.78858920096626,325.552,0,1
"184","2021-11","IRQ",2021-11-27,"Iraq",2079084,23772,50488.508,577.28,NA,NA,0,0,0,0,41179351,88.125,"Asia",NA,0,0,6.36005818044024,577.28,0,2
"185","2021-02","ISL",2021-02-28,"Iceland",6049,29,17617.078,84.459,278100,809.937,0,0,0,0,343360,3.404,"Europe",NA,0,0,4.44803672876665,84.459,0,1
"186","2021-09","ISL",2021-09-30,"Iceland",11801,33,34369.175,96.109,637370,1856.273,554603,50626,161.52,14.74,343360,3.404,"Europe",NA,153.61,161.52,4.57583405895258,96.109,5.09080107111953,2
"187","2021-02","ISR",2021-02-28,"Israel",775807,5752,83500.915,619.094,12944036,1393.18,8128247,0,87.49,0,9291000,402.606,"Asia",NA,53.39,87.49,6.42987107945029,619.094,4.48288955127926,1
"188","2021-11","ISR",2021-11-27,"Israel",1341881,8184,144428.049,880.852,NA,NA,16148161,4069085,173.8,43.8,9291000,402.606,"Asia",NA,171.52,173.8,6.78202424147321,880.852,5.16364246322143,2
"189","2021-02","ITA",2021-02-28,"Italy",2925265,97699,48457.637,1618.405,40132887,664.81,4429753,0,7.34,0,60367471,205.859,"Europe",NA,3.38,7.34,7.38981407681054,1618.405,2.12106321637066,1
"190","2021-11","ITA",2021-11-27,"Italy",4994891,133627,82741.432,2213.56,NA,NA,95412569,5791668,158.05,9.59,60367471,205.859,"Europe",NA,148.88,158.05,7.70280901714839,2213.56,5.06921861819515,2
"191","2021-02","JAM",2021-02-28,"Jamaica",23263,422,7823.54,141.922,NA,NA,0,0,0,0,2973462,266.879,"North America",1703,0,0,4.96229902690001,141.922,0,1
"192","2021-11","JAM",2021-11-27,"Jamaica",91122,2385,30645.086,802.095,NA,NA,1100168,0,37,0,2973462,266.879,"North America",14298,30.94,37,6.6884730133003,802.095,3.63758615972639,2
"193","2021-11","JEY",2021-11-21,"Jersey",0,0,0,0,0,0,183066,0,181.12,0,101073,NA,"Europe",NA,170.89,181.12,0,0,5.20466581046658,1
"194","2021-11","JOR",2021-11-27,"Jordan",939293,11515,91468.594,1121.334,NA,NA,7836747,0,76.31,0,10269022,109.285,"Asia",105169,72.81,76.31,7.02316572449338,1121.334,4.34782331333238,1
"195","2021-02","JPN",2021-02-28,"Japan",432636,7897,3432.235,62.649,7734523,61.36,0,0,0,0,126050796,347.778,"Asia",NA,0,0,4.15338361396091,62.649,0,1
"196","2021-10","JPN",2021-10-31,"Japan",1722343,18264,13663.88,144.894,25317162,200.849,189319619,0,150.19,0,126050796,347.778,"Asia",NA,130.79,150.19,4.98288033062555,144.894,5.01853732399211,2
"197","2021-02","KAZ",2021-02-28,"Kazakhstan",262715,3389,13830.776,178.416,7581855,399.151,0,0,0,0,18994958,6.681,"Asia",18962,0,0,5.18970713182399,178.416,0,1
"198","2021-11","KAZ",2021-11-27,"Kazakhstan",1052622,17765,55415.864,935.248,NA,NA,16746560,0,88.16,0,18994958,6.681,"Asia",118997,83.09,88.16,6.84188039864757,935.248,4.49043250851767,2
"199","2021-02","KEN",2021-02-28,"Kenya",105973,1856,1927.283,33.754,NA,NA,0,0,0,0,54985702,87.324,"Africa",9598,0,0,3.54829467330006,33.754,0,1
"200","2021-10","KEN",2021-10-31,"Kenya",253310,5281,4606.834,96.043,NA,NA,5321880,0,9.68,0,54985702,87.324,"Africa",40342,6.84,9.68,4.5751541792445,96.043,2.36837283353205,2
"201","2021-02","KGZ",2021-02-28,"Kyrgyzstan",86251,1466,13012.445,221.171,0,0,0,0,0,0,6628347,32.333,"Asia",NA,0,0,5.40344735563666,221.171,0,1
"202","2021-11","KGZ",2021-11-27,"Kyrgyzstan",183207,2740,27639.923,413.376,0,0,1991733,0,30.05,0,6628347,32.333,"Asia",NA,26.27,30.05,6.02677377421022,413.376,3.43559880837949,2
"203","2021-02","KHM",2021-02-28,"Cambodia",820,0,48.388,0,0,0,69777,0,0.41,0,16946446,90.672,"Asia",NA,0,0.41,0,0,0.343589704390077,1
"204","2021-10","KHM",2021-10-31,"Cambodia",118522,2788,6993.915,164.518,NA,NA,27582895,1860725,162.77,10.98,16946446,90.672,"Asia",NA,143.23,162.77,5.10907995023234,164.518,5.09846300446178,2
"205","2021-11","KIR",2021-11-27,"Kiribati",2,0,16.476,0,0,0,0,0,0,0,121388,143.701,"Oceania",NA,0,0,0,0,0,1
"206","2021-02","KNA",2021-02-28,"Saint Kitts and Nevis",41,0,765.697,0,0,0,0,0,0,0,53546,212.865,"North America",NA,0,0,0,0,0,1
"207","2021-07","KNA",2021-07-31,"Saint Kitts and Nevis",593,3,11074.59,56.027,0,0,43640,0,81.5,0,53546,212.865,"North America",NA,78.16,81.5,4.04352483989213,56.027,4.41279829334063,2
"208","2021-02","KOR",2021-02-28,"South Korea",90031,1605,1754.813,31.283,6576117,128.176,35514,0,0.07,0,51305184,527.967,"Asia",NA,0,0.07,3.47454077588637,31.283,0.0676586484738149,1
"209","2021-10","KOR",2021-10-31,"South Korea",366386,2858,7141.306,55.706,NA,NA,78496140,84864,153,0.17,51305184,527.967,"Asia",NA,124.25,153,4.03788002524097,55.706,5.03695260241363,2
"210","2021-02","KWT",2021-02-28,"Kuwait",190852,1083,44091.409,250.199,1784499,412.262,0,0,0,0,4328553,232.128,"Asia",NA,0,0,5.5262454536944,250.199,0,1
"211","2021-11","KWT",2021-11-27,"Kuwait",413266,2465,95474.4,569.474,NA,NA,0,0,0,0,4328553,232.128,"Asia",NA,0,0,6.34646759420576,569.474,0,2
"212","2021-02","LAO",2021-02-28,"Laos",45,0,6.098,0,0,0,0,0,0,0,7379358,29.715,"Asia",NA,0,0,0,0,0,1
"213","2021-08","LAO",2021-08-31,"Laos",15015,14,2034.73,1.897,NA,NA,4238543,0,57.44,0,7379358,29.715,"Asia",NA,27.79,57.44,1.06367571878721,1.897,4.0680005868825,2
"214","2021-02","LBN",2021-02-28,"Lebanon",375050,4692,55405.767,693.145,0,0,40593,0,0.6,0,6769151,594.561,"Asia",NA,0,0.6,6.54268087240077,693.145,0.470003629245736,1
"215","2021-11","LBN",2021-11-27,"Lebanon",666768,8701,98500.979,1285.39,0,0,3569293,0,52.73,0,6769151,594.561,"Asia",NA,NA,52.73,7.15959512476265,1285.39,3.98397150474073,2
"216","2021-02","LBR",2021-02-28,"Liberia",2010,85,388.015,16.409,0,0,0,0,0,0,5180208,49.127,"Africa",NA,0,0,2.85698731387658,16.409,0,1
"217","2021-10","LBR",2021-10-31,"Liberia",5812,287,1121.963,55.403,0,0,438430,0,8.46,0,5180208,49.127,"Africa",NA,NA,8.46,4.03252234857876,55.403,2.24707238306379,2
"218","2021-02","LBY",2021-02-28,"Libya",133338,2179,19161.784,313.14,0,0,0,0,0,0,6958538,3.623,"Africa",NA,0,0,5.74983874641489,313.14,0,1
"219","2021-10","LBY",2021-10-31,"Libya",357338,5099,51352.454,732.769,0,0,1988280,0,28.57,0,6958538,3.623,"Africa",NA,0,28.57,6.59819426518525,732.769,3.38676033386439,2
"220","2021-02","LCA",2021-02-28,"Saint Lucia",3390,35,18383.848,189.804,0,0,0,0,0,0,184401,293.187,"North America",NA,0,0,5.25124672315502,189.804,0,1
"221","2021-09","LCA",2021-09-30,"Saint Lucia",11459,201,62141.745,1090.016,0,0,78510,0,42.58,0,184401,293.187,"North America",NA,NA,42.58,6.99486465117008,1090.016,3.77459832951647,2
"222","2021-02","LIE",2021-02-28,"Liechtenstein",2648,55,69221.519,1437.758,28324,740.419,2601,0,6.8,0,38254,237.012,"Europe",NA,2.2,6.8,7.27153552040291,1437.758,2.05412373369555,1
"223","2021-10","LIE",2021-10-31,"Liechtenstein",3662,61,95728.551,1594.604,73189,1913.238,48727,0,127.38,0,38254,237.012,"Europe",NA,122.5,127.38,7.37500762692207,1594.604,4.85499461588363,2
"224","2021-02","LKA",2021-02-28,"Sri Lanka",83094,464,3865.322,21.584,2112747,98.28,466350,0,2.17,0,21497306,341.955,"Asia",NA,0.28,2.17,3.11724169095119,21.584,1.15373158788919,1
"225","2021-09","LKA",2021-09-30,"Sri Lanka",517377,12906,24067.062,600.354,5281658,245.689,26233218,0,122.03,0,21497306,341.955,"Asia",NA,93.63,122.03,6.39918377943484,600.354,4.81242822807208,2
"226","2021-02","LSO",2021-02-28,"Lesotho",10491,292,4859.043,135.244,0,0,0,0,0,0,2159067,73.562,"Africa",NA,0,0,4.91444739587646,135.244,0,1
"227","2021-11","LSO",2021-11-27,"Lesotho",21755,662,10076.112,306.614,0,0,0,0,0,0,2159067,73.562,"Africa",NA,0,0,5.72884575024987,306.614,0,2
"228","2021-02","LTU",2021-02-28,"Lithuania",199145,3244,74035.397,1206.01,2128510,791.308,240807,4,8.95,0,2689862,45.135,"Europe",NA,3.52,8.95,7.09590150606735,1206.01,2.2975725511705,1
"229","2021-11","LTU",2021-11-27,"Lithuania",466608,6672,173469.122,2480.425,NA,NA,3670008,278076,136.44,10.34,2689862,45.135,"Europe",NA,126.22,136.44,7.8165882709157,2480.425,4.92318745823595,2
"230","2021-02","LUX",2021-02-28,"Luxembourg",55110,637,86812.83,1003.444,2122099,3342.867,0,0,0,0,634814,231.447,"Europe",NA,0,0,6.91218943357203,1003.444,0,1
"231","2021-09","LUX",2021-09-30,"Luxembourg",78219,835,123215.619,1315.346,3523486,5550.423,790314,3668,124.5,0.58,634814,231.447,"Europe",NA,120.32,124.5,7.18261499526153,1315.346,4.83230575857184,2
"232","2021-02","LVA",2021-02-28,"Latvia",86186,1618,46164.46,866.662,1447910,775.555,63850,0,3.42,0,1866934,31.212,"Europe",NA,1.3,3.42,6.76580223790246,866.662,1.48613969608961,1
"233","2021-10","LVA",2021-10-31,"Latvia",219139,3253,117379.082,1742.429,4904866,2627.231,1948345,0,104.36,0,1866934,31.212,"Europe",NA,87.72,104.36,7.46360914260226,1742.429,4.65738305743503,2
"234","2021-02","MAC",2021-02-28,"Macao",0,0,0,0,0,0,14426,0,2.19,0,658391,20546.766,"Asia",NA,NA,2.19,0,0,1.16002091679675,1
"235","2021-11","MAC",2021-11-26,"Macao",0,0,0,0,0,0,906441,0,137.68,0,658391,20546.766,"Asia",NA,NA,137.68,0,0,4.93216912081682,2
"236","2021-10","MAR",2021-10-31,"Morocco",946145,14668,25335.397,392.772,9152681,245.086,47633925,0,127.55,0,37344787,80.08,"Africa",NA,NA,127.55,5.97577206159488,392.772,4.8563179337119,1
"237","2021-02","MCO",2021-02-28,"Monaco",1956,24,49493.927,607.287,0,0,0,0,0,0,39520,19347.5,"Europe",NA,0,0,6.41064681006427,607.287,0,1
"238","2021-11","MCO",2021-11-27,"Monaco",3705,36,93750,910.931,0,0,0,0,0,0,39520,19347.5,"Europe",NA,0,0,6.81556432931739,910.931,0,2
"239","2021-02","MDA",2021-02-28,"Moldova",185453,3949,46086.443,981.356,0,0,0,0,0,0,4024025,123.655,"Europe",18514,0,0,6.88995376811624,981.356,0,1
"240","2021-10","MDA",2021-10-31,"Moldova",337768,7790,83937.848,1935.873,NA,NA,1520548,0,37.79,0,4024025,123.655,"Europe",68810,34.83,37.79,7.56883009595032,1935.873,3.65816248145188,2
"241","2021-02","MDG",2021-02-28,"Madagascar",19831,297,697.603,10.448,NA,NA,0,0,0,0,28427333,43.951,"Africa",NA,0,0,2.43781504225415,10.448,0,1
"242","2021-05","MDG",2021-05-31,"Madagascar",41342,839,1454.305,29.514,203657,7.164,36640,0,0.13,0,28427333,43.951,"Africa",NA,0,0.13,3.41818559469101,29.514,0.122217632724249,2
"243","2021-02","MDV",2021-02-28,"Maldives",19793,62,36409.624,114.05,517988,952.849,111415,0,20.5,0,543620,1454.433,"Asia",NA,0,20.5,4.74536681648137,114.05,3.06805293513362,1
"244","2021-10","MDV",2021-10-31,"Maldives",87638,243,161211.876,447.003,1633047,3004.023,752341,0,138.39,0,543620,1454.433,"Asia",NA,134.62,138.39,6.10479992882114,447.003,4.9372757597418,2
"245","2021-02","MEX",2021-02-28,"Mexico",2086938,185715,16021.054,1425.701,5221181,40.082,2455095,0,1.88,0,130262220,66.444,"North America",NA,0.52,1.88,7.26312006503873,1425.701,1.05779029414785,1
"246","2021-11","MEX",2021-11-27,"Mexico",3879836,293614,29784.814,2254.023,NA,NA,132097392,0,101.41,0,130262220,66.444,"North America",NA,96.99,101.41,7.7209154514413,2254.023,4.62898436408735,2
"247","2021-02","MHL",2021-02-28,"Marshall Islands",4,0,67.094,0,0,0,0,0,0,0,59618,295.15,"Oceania",NA,0,0,0,0,0,1
"248","2021-11","MHL",2021-11-27,"Marshall Islands",4,0,67.094,0,0,0,0,0,0,0,59618,295.15,"Oceania",NA,0,0,0,0,0,2
"249","2021-02","MKD",2021-02-28,"North Macedonia",102787,3137,49353.687,1506.246,523385,251.306,0,0,0,0,2082661,82.6,"Europe",NA,0,0,7.31803942352622,1506.246,0,1
"250","2021-09","MKD",2021-09-30,"North Macedonia",191408,6668,91905.5,3201.673,NA,NA,1513785,181,72.69,0.01,2082661,82.6,"Europe",NA,60.19,72.69,8.07174105260849,3201.673,4.29986710477891,2
"251","2021-02","MLI",2021-02-28,"Mali",8376,353,401.616,16.926,0,0,0,0,0,0,20855724,15.196,"Africa",1846,0,0,2.88625217293517,16.926,0,1
"252","2021-05","MLI",2021-05-31,"Mali",14267,517,684.081,24.789,0,0,127042,0,0.61,0,20855724,15.196,"Africa",3232,0,0.61,3.24994804442261,24.789,0.476234178996372,2
"253","2021-02","MLT",2021-02-28,"Malta",22482,315,43561.325,610.347,698239,1352.914,79624,0,15.43,0,516100,1454.037,"Europe",NA,5.38,15.43,6.41566471940551,610.347,2.79910893204918,1
"254","2021-10","MLT",2021-10-31,"Malta",37653,461,72956.791,893.238,1343062,2602.329,879909,52915,170.49,10.25,516100,1454.037,"Europe",NA,NA,170.49,6.79597195898283,893.238,5.14452495586806,2
"255","2021-02","MMR",2021-02-28,"Myanmar",141896,3199,2589.059,58.37,2490989,45.451,0,0,0,0,54806014,81.721,"Asia",12531,0,0,4.08378904828258,58.37,0,1
"256","2021-10","MMR",2021-10-31,"Myanmar",500073,18697,9124.418,341.149,NA,NA,20299011,0,37.04,0,54806014,81.721,"Asia",86652,NA,37.04,5.83524631469951,341.149,3.63863823767719,2
"257","2021-02","MNE",2021-02-28,"Montenegro",75834,1003,120744.971,1597.004,0,0,0,0,0,0,628051,46.28,"Europe",3637,0,0,7.376510629452,1597.004,0,1
"258","2021-11","MNE",2021-11-27,"Montenegro",156608,2283,249355.546,3635.055,0,0,527034,0,83.92,0,628051,46.28,"Europe",19266,79.73,83.92,8.19865458169562,3635.055,4.44170963683506,2
"259","2021-02","MNG",2021-02-28,"Mongolia",2952,2,886.678,0.601,1784899,536.121,0,0,0,0,3329282,1.98,"Asia",NA,0,0,0.470628434014578,0.601,0,1
"260","2021-11","MNG",2021-11-27,"Mongolia",380945,1990,114422.569,597.726,NA,NA,4409480,0,132.45,0,3329282,1.98,"Asia",NA,132.02,132.45,6.39480406441445,597.726,4.89372687585053,2
"261","2021-02","MOZ",2021-02-28,"Mozambique",59350,641,1845.285,19.93,423338,13.162,0,0,0,0,32163045,37.728,"Africa",NA,0,0,3.04118353645791,19.93,0,1
"262","2021-10","MOZ",2021-10-31,"Mozambique",151292,1930,4703.908,60.007,NA,NA,5871057,0,18.25,0,32163045,37.728,"Africa",NA,NA,18.25,4.11098861168792,60.007,2.95751106073379,2
"263","2021-02","MRT",2021-02-28,"Mauritania",17207,441,3603.477,92.354,NA,NA,0,0,0,0,4775110,4.289,"Africa",2181,0,0,4.53639871856088,92.354,0,1
"264","2021-06","MRT",2021-06-30,"Mauritania",20808,489,4357.596,102.406,NA,NA,161082,0,3.37,0,4775110,4.289,"Africa",4037,0.78,3.37,4.63866298747013,102.406,1.4747630091075,2
"265","2021-02","MSR",2021-02-28,"Montserrat",0,0,0,0,0,0,0,0,0,0,4981,NA,"North America",NA,NA,0,0,0,0,1
"266","2021-11","MSR",2021-11-12,"Montserrat",0,0,0,0,0,0,2949,0,59.2,0,4981,NA,"North America",NA,NA,59.2,0,0,4.09767235231478,2
"267","2021-02","MUS",2021-02-28,"Mauritius",610,10,479.022,7.853,0,0,0,0,0,0,1273428,622.962,"Africa",115,0,0,2.18075638462891,7.853,0,1
"268","2021-09","MUS",2021-09-30,"Mauritius",15695,84,12325,65.964,0,0,1655555,0,130.01,0,1273428,622.962,"Africa",314,NA,130.01,4.20415516155354,65.964,4.87527365616558,2
"269","2021-02","MWI",2021-02-28,"Malawi",31945,1044,1625.892,53.136,NA,NA,0,0,0,0,19647681,197.519,"Africa",NA,0,0,3.99149939892992,53.136,0,1
"270","2021-10","MWI",2021-10-31,"Malawi",61796,2301,3145.206,117.113,NA,NA,1238209,0,6.3,0,19647681,197.519,"Africa",NA,NA,6.3,4.77164179335198,117.113,1.98787434815435,2
"271","2021-02","MYS",2021-02-28,"Malaysia",300752,1135,9175.928,34.629,8560111,261.169,18677,0,0.06,0,32776195,96.254,"Asia",NA,0,0.06,3.57315991298756,34.629,0.0582689081239758,1
"272","2021-11","MYS",2021-11-27,"Malaysia",2619577,30280,79923.158,923.841,NA,NA,53108874,2155435,162.03,6.58,32776195,96.254,"Asia",NA,154.03,162.03,6.82962183084543,923.841,5.09393423295156,2
"273","2021-02","NAM",2021-02-28,"Namibia",38845,424,15013.466,163.875,302912,117.074,0,0,0,0,2587344,3.078,"Africa",NA,0,0,5.10518761103748,163.875,0,1
"274","2021-09","NAM",2021-09-30,"Namibia",127589,3511,49312.732,1356.99,NA,NA,428989,0,16.58,0,2587344,3.078,"Africa",NA,NA,16.58,7.21376094432128,1356.99,2.86676189225703,2
"275","2021-02","NCL",2021-02-28,"New Caledonia",0,0,0,0,0,0,0,0,0,0,288217,15.342,"Oceania",NA,NA,0,0,0,0,1
"276","2021-11","NCL",2021-11-22,"New Caledonia",0,0,0,0,0,0,347129,0,120.44,0,288217,15.342,"Oceania",NA,NA,120.44,0,0,4.79942031364732,2
"277","2021-02","NER",2021-02-28,"Niger",4740,172,188.613,6.844,0,0,0,0,0,0,25130810,16.955,"Africa",949,0,0,2.0597489083341,6.844,0,1
"278","2021-11","NER",2021-11-27,"Niger",6958,254,276.871,10.107,0,0,0,0,0,0,25130810,16.955,"Africa",2773,0,0,2.40757554018498,10.107,0,2
"279","2021-02","NGA",2021-02-28,"Nigeria",155657,1907,736.313,9.021,NA,NA,0,0,0,0,211400704,209.588,"Africa",NA,0,0,2.30468289107619,9.021,0,1
"280","2021-10","NGA",2021-10-31,"Nigeria",211961,2896,1002.65,13.699,3340313,15.801,8772539,0,4.15,0,211400704,209.588,"Africa",NA,3.19,4.15,2.68777946425985,13.699,1.63899671467564,2
