"","month","iso_code","date","location","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million","total_tests","total_tests_per_thousand","total_vaccinations","total_boosters","total_vaccinations_per_hundred","total_boosters_per_hundred","population","population_density","continent"
"208","2021-03","AUT","2021-03-31","Austria",546229,9339,60403.036,1032.724,23451521,2593.314,1725676,73,19.08,0,9043072,106.749,"Europe"
"209","2021-04","AUT","2021-04-30","Austria",618870,10205,68435.815,1128.488,31892904,3526.778,3220079,111,35.61,0,9043072,106.749,"Europe"
"210","2021-05","AUT","2021-05-31","Austria",644815,10603,71304.862,1172.5,41776209,4619.692,5225235,141,57.78,0,9043072,106.749,"Europe"
"211","2021-06","AUT","2021-06-30","Austria",650412,10702,71923.789,1183.447,55096277,6092.65,7850517,267,86.81,0,9043072,106.749,"Europe"
"212","2021-07","AUT","2021-07-31","Austria",659056,10737,72879.659,1187.318,66567305,7361.138,9770251,1032,108.04,0.01,9043072,106.749,"Europe"
"213","2021-08","AUT","2021-08-31","Austria",688305,10772,76114.068,1191.188,76518104,8461.517,10511305,3446,116.24,0.04,9043072,106.749,"Europe"
"214","2021-09","AUT","2021-09-30","Austria",743095,11009,82172.85,1217.396,87184819,9641.062,10951742,70628,121.11,0.78,9043072,106.749,"Europe"
"215","2020-03","AZE","2020-03-31","Azerbaijan",298,5,29.149,0.489,0,0,0,0,0,0,10223344,119.309,"Asia"
"216","2020-04","AZE","2020-04-30","Azerbaijan",1804,24,176.459,2.348,0,0,0,0,0,0,10223344,119.309,"Asia"
"217","2020-05","AZE","2020-05-31","Azerbaijan",5494,63,537.398,6.162,0,0,0,0,0,0,10223344,119.309,"Asia"
"218","2020-06","AZE","2020-06-30","Azerbaijan",17524,213,1714.116,20.835,0,0,0,0,0,0,10223344,119.309,"Asia"
"219","2020-07","AZE","2020-07-31","Azerbaijan",31878,448,3118.158,43.821,0,0,0,0,0,0,10223344,119.309,"Asia"
"220","2020-08","AZE","2020-08-31","Azerbaijan",36435,534,3563.902,52.233,0,0,0,0,0,0,10223344,119.309,"Asia"
"221","2020-09","AZE","2020-09-30","Azerbaijan",40229,591,3935.014,57.809,0,0,0,0,0,0,10223344,119.309,"Asia"
"222","2020-10","AZE","2020-10-31","Azerbaijan",55269,730,5406.157,71.405,0,0,0,0,0,0,10223344,119.309,"Asia"
"223","2020-11","AZE","2020-11-30","Azerbaijan",121176,1392,11852.873,136.159,0,0,0,0,0,0,10223344,119.309,"Asia"
"224","2020-12","AZE","2020-12-31","Azerbaijan",218700,2641,21392.218,258.33,0,0,0,0,0,0,10223344,119.309,"Asia"
"225","2021-01","AZE","2021-01-31","Azerbaijan",230219,3132,22518.953,306.358,0,0,0,0,0,0,10223344,119.309,"Asia"
"226","2021-02","AZE","2021-02-28","Azerbaijan",234537,3220,22941.319,314.965,0,0,0,0,0,0,10223344,119.309,"Asia"
"227","2021-03","AZE","2021-03-31","Azerbaijan",261713,3567,25599.549,348.907,0,0,0,0,0,0,10223344,119.309,"Asia"
"228","2021-04","AZE","2021-04-30","Azerbaijan",319109,4517,31213.759,441.832,3229867,315.931,1488218,0,14.56,0,10223344,119.309,"Asia"
"229","2021-05","AZE","2021-05-31","Azerbaijan",333956,4913,32666.024,480.567,3509174,343.251,2253216,0,22.04,0,10223344,119.309,"Asia"
"230","2021-06","AZE","2021-06-30","Azerbaijan",336047,4974,32870.556,486.534,3749303,366.739,3511219,0,34.35,0,10223344,119.309,"Asia"
"231","2021-07","AZE","2021-07-31","Azerbaijan",343849,5023,33633.711,491.327,NA,NA,4972362,0,48.64,0,10223344,119.309,"Asia"
"232","2021-08","AZE","2021-08-31","Azerbaijan",424891,5636,41560.863,551.287,4461937,436.446,6805740,0,66.57,0,10223344,119.309,"Asia"
"233","2021-09","AZE","2021-09-30","Azerbaijan",483902,6525,47333.045,638.245,NA,NA,8554628,0,83.68,0,10223344,119.309,"Asia"
"234","2020-03","BDI","2020-03-31","Burundi",2,0,0.163,0,0,0,0,0,0,0,12255429,423.062,"Africa"
"235","2020-04","BDI","2020-04-30","Burundi",11,1,0.898,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"236","2020-05","BDI","2020-05-31","Burundi",63,1,5.141,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"237","2020-06","BDI","2020-06-30","Burundi",170,1,13.871,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"238","2020-07","BDI","2020-07-31","Burundi",387,1,31.578,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"239","2020-08","BDI","2020-08-31","Burundi",445,1,36.31,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"240","2020-09","BDI","2020-09-30","Burundi",508,1,41.451,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"241","2020-10","BDI","2020-10-31","Burundi",585,1,47.734,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"242","2020-11","BDI","2020-11-30","Burundi",688,1,56.138,0.082,0,0,0,0,0,0,12255429,423.062,"Africa"
"243","2020-12","BDI","2020-12-31","Burundi",818,2,66.746,0.163,0,0,0,0,0,0,12255429,423.062,"Africa"
"244","2021-01","BDI","2021-01-31","Burundi",1632,2,133.165,0.163,0,0,0,0,0,0,12255429,423.062,"Africa"
"245","2021-02","BDI","2021-02-28","Burundi",2209,3,180.247,0.245,0,0,0,0,0,0,12255429,423.062,"Africa"
"246","2021-03","BDI","2021-03-31","Burundi",2810,6,229.286,0.49,0,0,0,0,0,0,12255429,423.062,"Africa"
"247","2021-04","BDI","2021-04-30","Burundi",3995,6,325.978,0.49,0,0,0,0,0,0,12255429,423.062,"Africa"
"248","2021-05","BDI","2021-05-31","Burundi",4790,6,390.847,0.49,0,0,0,0,0,0,12255429,423.062,"Africa"
"249","2021-06","BDI","2021-06-30","Burundi",5452,8,444.864,0.653,0,0,0,0,0,0,12255429,423.062,"Africa"
"250","2021-07","BDI","2021-07-31","Burundi",7080,9,577.703,0.734,0,0,0,0,0,0,12255429,423.062,"Africa"
"251","2021-08","BDI","2021-08-31","Burundi",11994,38,978.668,3.101,0,0,0,0,0,0,12255429,423.062,"Africa"
"252","2021-09","BDI","2021-09-30","Burundi",17728,38,1446.543,3.101,0,0,0,0,0,0,12255429,423.062,"Africa"
"253","2020-02","BEL","2020-02-29","Belgium",1,0,0.086,0,0,0,0,0,0,0,11632334,375.564,"Europe"
"254","2020-03","BEL","2020-03-31","Belgium",12775,705,1098.232,60.607,69152,5.945,0,0,0,0,11632334,375.564,"Europe"
"255","2020-04","BEL","2020-04-30","Belgium",48519,7594,4171.046,652.835,407235,35.009,0,0,0,0,11632334,375.564,"Europe"
"256","2020-05","BEL","2020-05-31","Belgium",58381,9467,5018.855,813.852,900575,77.42,0,0,0,0,11632334,375.564,"Europe"
"257","2020-06","BEL","2020-06-30","Belgium",61427,9747,5280.712,837.923,1274263,109.545,0,0,0,0,11632334,375.564,"Europe"
"258","2020-07","BEL","2020-07-31","Belgium",68751,9841,5910.336,846.004,1708906,146.91,0,0,0,0,11632334,375.564,"Europe"
"259","2020-08","BEL","2020-08-31","Belgium",85236,9895,7327.506,850.646,2311534,198.716,0,0,0,0,11632334,375.564,"Europe"
"260","2020-09","BEL","2020-09-30","Belgium",118452,10016,10182.995,861.048,3296394,283.382,0,0,0,0,11632334,375.564,"Europe"
"261","2020-10","BEL","2020-10-31","Belgium",429229,11625,36899.645,999.37,5020416,431.591,0,0,0,0,11632334,375.564,"Europe"
"262","2020-11","BEL","2020-11-30","Belgium",577345,16645,49632.774,1430.925,5932910,510.036,0,0,0,0,11632334,375.564,"Europe"
"263","2020-12","BEL","2020-12-31","Belgium",646496,19528,55577.496,1678.769,6966831,598.919,922,0,0.01,0,11632334,375.564,"Europe"
"264","2021-01","BEL","2021-01-31","Belgium",710153,21092,61049.915,1813.222,8298203,713.374,343941,0,2.96,0,11632334,375.564,"Europe"
"265","2021-02","BEL","2021-02-28","Belgium",771511,22077,66324.695,1897.899,9500604,816.741,874481,0,7.52,0,11632334,375.564,"Europe"
"266","2021-03","BEL","2021-03-31","Belgium",882453,23016,75862.075,1978.623,11260379,968.024,1997492,0,17.17,0,11632334,375.564,"Europe"
"267","2021-04","BEL","2021-04-30","Belgium",990229,24230,85127.284,2082.987,12615942,1084.558,3973422,0,34.16,0,11632334,375.564,"Europe"
"268","2021-05","BEL","2021-05-31","Belgium",1062001,24955,91297.327,2145.313,14055585,1208.32,6890264,0,59.23,0,11632334,375.564,"Europe"
"269","2021-06","BEL","2021-06-30","Belgium",1085131,25173,93285.75,2164.054,15363396,1320.749,11060608,0,95.09,0,11632334,375.564,"Europe"
"270","2021-07","BEL","2021-07-31","Belgium",1124715,25241,96688.678,2169.9,17318353,1488.812,14665222,0,126.07,0,11632334,375.564,"Europe"
"271","2021-08","BEL","2021-08-31","Belgium",1184664,25380,101842.33,2181.849,18741763,1611.178,16261139,0,139.79,0,11632334,375.564,"Europe"
"272","2021-09","BEL","2021-09-30","Belgium",1244954,25602,107025.297,2200.934,20091746,1727.233,16663582,138740,143.25,1.19,11632334,375.564,"Europe"
"273","2020-03","BEN","2020-03-31","Benin",9,0,0.723,0,0,0,0,0,0,0,12451031,99.11,"Africa"
"274","2020-04","BEN","2020-04-30","Benin",64,1,5.14,0.08,0,0,0,0,0,0,12451031,99.11,"Africa"
"275","2020-05","BEN","2020-05-31","Benin",232,3,18.633,0.241,0,0,0,0,0,0,12451031,99.11,"Africa"
"276","2020-06","BEN","2020-06-30","Benin",1199,21,96.297,1.687,0,0,0,0,0,0,12451031,99.11,"Africa"
"277","2020-07","BEN","2020-07-31","Benin",1805,36,144.968,2.891,0,0,0,0,0,0,12451031,99.11,"Africa"
"278","2020-08","BEN","2020-08-31","Benin",2145,40,172.275,3.213,0,0,0,0,0,0,12451031,99.11,"Africa"
"279","2020-09","BEN","2020-09-30","Benin",2357,41,189.302,3.293,0,0,0,0,0,0,12451031,99.11,"Africa"
"280","2020-10","BEN","2020-10-31","Benin",2643,41,212.272,3.293,0,0,0,0,0,0,12451031,99.11,"Africa"
"281","2020-11","BEN","2020-11-30","Benin",3015,43,242.149,3.454,0,0,0,0,0,0,12451031,99.11,"Africa"
"282","2020-12","BEN","2020-12-31","Benin",3251,44,261.103,3.534,0,0,0,0,0,0,12451031,99.11,"Africa"
"283","2021-01","BEN","2021-01-31","Benin",3893,52,312.665,4.176,0,0,0,0,0,0,12451031,99.11,"Africa"
"284","2021-02","BEN","2021-02-28","Benin",5434,70,436.43,5.622,0,0,0,0,0,0,12451031,99.11,"Africa"
"285","2021-03","BEN","2021-03-31","Benin",7100,90,570.234,7.228,0,0,0,0,0,0,12451031,99.11,"Africa"
"286","2021-04","BEN","2021-04-30","Benin",7821,99,628.141,7.951,0,0,0,0,0,0,12451031,99.11,"Africa"
"287","2021-05","BEN","2021-05-31","Benin",8058,101,647.175,8.112,0,0,0,0,0,0,12451031,99.11,"Africa"
"288","2021-06","BEN","2021-06-30","Benin",8199,104,658.5,8.353,0,0,0,0,0,0,12451031,99.11,"Africa"
"289","2021-07","BEN","2021-07-31","Benin",8394,108,674.161,8.674,0,0,0,0,0,0,12451031,99.11,"Africa"
"290","2021-08","BEN","2021-08-31","Benin",13366,128,1073.485,10.28,0,0,0,0,0,0,12451031,99.11,"Africa"
"291","2021-09","BEN","2021-09-30","Benin",23890,159,1918.717,12.77,0,0,0,0,0,0,12451031,99.11,"Africa"
"292","2021-04","BES","2021-04-30","Bonaire Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,26445,NA,"North America"
"293","2021-05","BES","2021-05-31","Bonaire Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,26445,NA,"North America"
"294","2021-06","BES","2021-06-30","Bonaire Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,26445,NA,"North America"
"295","2021-07","BES","2021-07-31","Bonaire Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,26445,NA,"North America"
"296","2021-08","BES","2021-08-31","Bonaire Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,26445,NA,"North America"
"297","2021-09","BES","2021-09-01","Bonaire Sint Eustatius and Saba",0,0,0,0,0,0,35845,0,135.55,0,26445,NA,"North America"
"298","2020-03","BFA","2020-03-31","Burkina Faso",261,14,12.141,0.651,0,0,0,0,0,0,21497097,70.151,"Africa"
"299","2020-04","BFA","2020-04-30","Burkina Faso",645,43,30.004,2,0,0,0,0,0,0,21497097,70.151,"Africa"
"300","2020-05","BFA","2020-05-31","Burkina Faso",847,53,39.401,2.465,0,0,0,0,0,0,21497097,70.151,"Africa"
"301","2020-06","BFA","2020-06-30","Burkina Faso",962,53,44.75,2.465,0,0,0,0,0,0,21497097,70.151,"Africa"
"302","2020-07","BFA","2020-07-31","Burkina Faso",1106,53,51.449,2.465,0,0,0,0,0,0,21497097,70.151,"Africa"
"303","2020-08","BFA","2020-08-31","Burkina Faso",1368,55,63.636,2.558,0,0,0,0,0,0,21497097,70.151,"Africa"
"304","2020-09","BFA","2020-09-30","Burkina Faso",2056,58,95.641,2.698,0,0,0,0,0,0,21497097,70.151,"Africa"
"305","2020-10","BFA","2020-10-31","Burkina Faso",2500,67,116.295,3.117,0,0,0,0,0,0,21497097,70.151,"Africa"
"306","2020-11","BFA","2020-11-30","Burkina Faso",2886,68,134.251,3.163,0,0,0,0,0,0,21497097,70.151,"Africa"
"307","2020-12","BFA","2020-12-31","Burkina Faso",6707,85,311.996,3.954,0,0,0,0,0,0,21497097,70.151,"Africa"
"308","2021-01","BFA","2021-01-31","Burkina Faso",10682,120,496.904,5.582,0,0,0,0,0,0,21497097,70.151,"Africa"
"309","2021-02","BFA","2021-02-28","Burkina Faso",11982,142,557.378,6.606,0,0,0,0,0,0,21497097,70.151,"Africa"
"310","2021-03","BFA","2021-03-31","Burkina Faso",12717,146,591.568,6.792,0,0,0,0,0,0,21497097,70.151,"Africa"
"311","2021-04","BFA","2021-04-30","Burkina Faso",13310,157,619.153,7.303,0,0,0,0,0,0,21497097,70.151,"Africa"
"312","2021-05","BFA","2021-05-31","Burkina Faso",13434,166,624.922,7.722,0,0,0,0,0,0,21497097,70.151,"Africa"
"313","2021-06","BFA","2021-06-30","Burkina Faso",13479,168,627.015,7.815,0,0,0,0,0,0,21497097,70.151,"Africa"
"314","2021-07","BFA","2021-07-31","Burkina Faso",13573,169,631.388,7.862,0,0,0,0,0,0,21497097,70.151,"Africa"
"315","2021-08","BFA","2021-08-31","Burkina Faso",13777,171,640.877,7.955,0,0,108799,0,0.51,0,21497097,70.151,"Africa"
"316","2021-09","BFA","2021-09-30","Burkina Faso",14243,184,662.555,8.559,0,0,NA,0,NA,0,21497097,70.151,"Africa"
"317","2020-03","BGD","2020-03-31","Bangladesh",51,5,0.307,0.03,1759,0.011,0,0,0,0,166303494,1265.036,"Asia"
"318","2020-04","BGD","2020-04-30","Bangladesh",7667,168,46.102,1.01,70239,0.422,0,0,0,0,166303494,1265.036,"Asia"
"319","2020-05","BGD","2020-05-31","Bangladesh",47153,650,283.536,3.909,308993,1.858,0,0,0,0,166303494,1265.036,"Asia"
"320","2020-06","BGD","2020-06-30","Bangladesh",145483,1847,874.804,11.106,769423,4.627,0,0,0,0,166303494,1265.036,"Asia"
"321","2020-07","BGD","2020-07-31","Bangladesh",237661,3111,1429.08,18.707,1179772,7.094,0,0,0,0,166303494,1265.036,"Asia"
"322","2020-08","BGD","2020-08-31","Bangladesh",312996,4281,1882.077,25.742,1553166,9.339,0,0,0,0,166303494,1265.036,"Asia"
"323","2020-09","BGD","2020-09-30","Bangladesh",363479,5251,2185.637,31.575,1950618,11.729,0,0,0,0,166303494,1265.036,"Asia"
"324","2020-10","BGD","2020-10-31","Bangladesh",407684,5923,2451.446,35.616,2336465,14.049,0,0,0,0,166303494,1265.036,"Asia"
"325","2020-11","BGD","2020-11-30","Bangladesh",464932,6644,2795.684,39.951,2770528,16.659,0,0,0,0,166303494,1265.036,"Asia"
"326","2020-12","BGD","2020-12-31","Bangladesh",513510,7559,3087.788,45.453,3224409,19.389,0,0,0,0,166303494,1265.036,"Asia"
"327","2021-01","BGD","2021-01-31","Bangladesh",535139,8127,3217.846,48.868,3649062,21.942,0,0,0,0,166303494,1265.036,"Asia"
"328","2021-02","BGD","2021-02-28","Bangladesh",546216,8408,3284.453,50.558,4041098,24.3,3110525,0,1.87,0,166303494,1265.036,"Asia"
"329","2021-03","BGD","2021-03-31","Bangladesh",611295,9046,3675.78,54.395,4670142,28.082,5370431,0,3.23,0,166303494,1265.036,"Asia"
"330","2021-04","BGD","2021-04-30","Bangladesh",759132,11450,4564.739,68.85,5465301,32.863,NA,0,NA,0,166303494,1265.036,"Asia"
"331","2021-05","BGD","2021-05-31","Bangladesh",800540,12619,4813.729,75.879,5937629,35.704,9991671,0,6.01,0,166303494,1265.036,"Asia"
"332","2021-06","BGD","2021-06-30","Bangladesh",913258,14503,5491.514,87.208,6606015,39.723,10103015,0,6.08,0,166303494,1265.036,"Asia"
"333","2021-07","BGD","2021-07-31","Bangladesh",1249484,20685,7513.276,124.381,NA,NA,12849265,0,7.73,0,166303494,1265.036,"Asia"
"334","2021-08","BGD","2021-08-31","Bangladesh",1500618,26195,9023.37,157.513,8913764,53.599,26471819,0,15.92,0,166303494,1265.036,"Asia"
"335","2021-09","BGD","2021-09-30","Bangladesh",1555911,27510,9355.853,165.42,9707922,58.375,NA,0,NA,0,166303494,1265.036,"Asia"
"336","2020-03","BGR","2020-03-31","Bulgaria",399,8,57.854,1.16,0,0,0,0,0,0,6896655,65.18,"Europe"
"337","2020-04","BGR","2020-04-30","Bulgaria",1506,66,218.367,9.57,0,0,0,0,0,0,6896655,65.18,"Europe"
"338","2020-05","BGR","2020-05-31","Bulgaria",2513,140,364.38,20.3,81348,11.795,0,0,0,0,6896655,65.18,"Europe"
"339","2020-06","BGR","2020-06-30","Bulgaria",4989,230,723.394,33.35,138130,20.029,0,0,0,0,6896655,65.18,"Europe"
"340","2020-07","BGR","2020-07-31","Bulgaria",11690,383,1695.025,55.534,267045,38.721,0,0,0,0,6896655,65.18,"Europe"
"341","2020-08","BGR","2020-08-31","Bulgaria",16266,629,2358.535,91.204,NA,NA,0,0,0,0,6896655,65.18,"Europe"
"342","2020-09","BGR","2020-09-30","Bulgaria",20833,825,3020.74,119.623,524349,76.029,0,0,0,0,6896655,65.18,"Europe"
"343","2020-10","BGR","2020-10-31","Bulgaria",52844,1279,7662.265,185.452,714700,103.63,0,0,0,0,6896655,65.18,"Europe"
"344","2020-11","BGR","2020-11-30","Bulgaria",145300,4035,21068.185,585.066,966426,140.13,0,0,0,0,6896655,65.18,"Europe"
"345","2020-12","BGR","2020-12-31","Bulgaria",202266,7576,29328.131,1098.504,1149545,166.682,0,0,0,0,6896655,65.18,"Europe"
"346","2021-01","BGR","2021-01-31","Bulgaria",218748,9045,31717.985,1311.505,1389599,201.489,41125,0,0.6,0,6896655,65.18,"Europe"
"347","2021-02","BGR","2021-02-28","Bulgaria",247038,10191,35819.974,1477.673,1662699,241.088,212445,0,3.08,0,6896655,65.18,"Europe"
"348","2021-03","BGR","2021-03-31","Bulgaria",342633,13197,49681.041,1913.536,2098426,304.267,472443,0,6.85,0,6896655,65.18,"Europe"
"349","2021-04","BGR","2021-04-30","Bulgaria",404380,16399,58634.222,2377.819,2509499,363.872,815463,0,11.82,0,6896655,65.18,"Europe"
"350","2021-05","BGR","2021-05-31","Bulgaria",418577,17700,60692.756,2566.462,2820959,409.033,1365923,0,19.81,0,6896655,65.18,"Europe"
"351","2021-06","BGR","2021-06-30","Bulgaria",421829,18061,61164.289,2618.806,3179320,460.994,1761277,0,25.54,0,6896655,65.18,"Europe"
"352","2021-07","BGR","2021-07-31","Bulgaria",425054,18213,61631.907,2640.845,NA,NA,2028136,0,29.41,0,6896655,65.18,"Europe"
"353","2021-08","BGR","2021-08-31","Bulgaria",455742,18896,66081.6,2739.879,NA,NA,2312605,0,33.53,0,6896655,65.18,"Europe"
"354","2021-09","BGR","2021-09-30","Bulgaria",502162,20882,72812.4,3027.845,NA,NA,2539650,0,36.82,0,6896655,65.18,"Europe"
"355","2020-02","BHR","2020-02-29","Bahrain",41,0,23.451,0,0,0,0,0,0,0,1748295,1935.907,"Asia"
"356","2020-03","BHR","2020-03-31","Bahrain",567,4,324.316,2.288,0,0,0,0,0,0,1748295,1935.907,"Asia"
"357","2020-04","BHR","2020-04-30","Bahrain",3040,8,1738.837,4.576,129694,74.183,0,0,0,0,1748295,1935.907,"Asia"
"358","2020-05","BHR","2020-05-31","Bahrain",11398,19,6519.495,10.868,316807,181.209,0,0,0,0,1748295,1935.907,"Asia"
"359","2020-06","BHR","2020-06-30","Bahrain",26758,87,15305.197,49.763,545125,311.804,0,0,0,0,1748295,1935.907,"Asia"
"360","2020-07","BHR","2020-07-31","Bahrain",40982,147,23441.124,84.082,830998,475.319,0,0,0,0,1748295,1935.907,"Asia"
"361","2020-08","BHR","2020-08-31","Bahrain",51972,190,29727.249,108.677,NA,NA,0,0,0,0,1748295,1935.907,"Asia"
"362","2020-09","BHR","2020-09-30","Bahrain",70864,251,40533.205,143.568,1429432,817.615,0,0,0,0,1748295,1935.907,"Asia"
"363","2020-10","BHR","2020-10-31","Bahrain",81645,321,46699.785,183.607,1741755,996.259,0,0,0,0,1748295,1935.907,"Asia"
"364","2020-11","BHR","2020-11-30","Bahrain",86956,341,49737.601,195.047,2043740,1168.99,0,0,0,0,1748295,1935.907,"Asia"
"365","2020-12","BHR","2020-12-31","Bahrain",92675,352,53008.789,201.339,2355313,1347.206,58643,0,3.35,0,1748295,1935.907,"Asia"
"366","2021-01","BHR","2021-01-31","Bahrain",103057,375,58947.146,214.495,2701085,1544.982,NA,0,NA,0,1748295,1935.907,"Asia"
"367","2021-02","BHR","2021-02-28","Bahrain",122394,449,70007.636,256.822,3077307,1760.176,NA,0,NA,0,1748295,1935.907,"Asia"
"368","2021-03","BHR","2021-03-31","Bahrain",144445,521,82620.496,298.005,3563881,2038.489,766317,0,43.83,0,1748295,1935.907,"Asia"
"369","2021-04","BHR","2021-04-30","Bahrain",176934,646,101203.744,369.503,4079066,2333.168,1235170,0,70.65,0,1748295,1935.907,"Asia"
"370","2021-05","BHR","2021-05-31","Bahrain",240531,980,137580.328,560.546,4626181,2646.11,1732728,0,99.11,0,1748295,1935.907,"Asia"
"371","2021-06","BHR","2021-06-30","Bahrain",265827,1352,152049.282,773.325,5026404,2875.032,2122296,0,121.39,0,1748295,1935.907,"Asia"
"372","2021-07","BHR","2021-07-31","Bahrain",269186,1384,153970.583,791.628,NA,NA,2305354,0,131.86,0,1748295,1935.907,"Asia"
"373","2021-08","BHR","2021-08-31","Bahrain",272540,1388,155889.023,793.916,5933836,3394.07,2489109,0,142.37,0,1748295,1935.907,"Asia"
"374","2021-09","BHR","2021-09-30","Bahrain",275057,1389,157328.712,794.488,NA,NA,2590143,0,148.15,0,1748295,1935.907,"Asia"
"375","2020-03","BHS","2020-03-31","Bahamas",14,0,35.272,0,0,0,0,0,0,0,396914,39.497,"North America"
"376","2020-04","BHS","2020-04-30","Bahamas",81,11,204.074,27.714,0,0,0,0,0,0,396914,39.497,"North America"
"377","2020-05","BHS","2020-05-31","Bahamas",102,11,256.983,27.714,0,0,0,0,0,0,396914,39.497,"North America"
"378","2020-06","BHS","2020-06-30","Bahamas",104,11,262.021,27.714,0,0,0,0,0,0,396914,39.497,"North America"
"379","2020-07","BHS","2020-07-31","Bahamas",574,14,1446.157,35.272,0,0,0,0,0,0,396914,39.497,"North America"
"380","2020-08","BHS","2020-08-31","Bahamas",2217,50,5585.593,125.972,0,0,0,0,0,0,396914,39.497,"North America"
"381","2020-09","BHS","2020-09-30","Bahamas",4123,96,10387.641,241.866,0,0,0,0,0,0,396914,39.497,"North America"
"382","2020-10","BHS","2020-10-31","Bahamas",6714,144,16915.503,362.799,0,0,0,0,0,0,396914,39.497,"North America"
