"","sic","year","emp","vship","matcost","vadd","energy","cap"
"69",2077,58,14.6000003814697,389.299987792969,238.5,151.600006103516,9,1100.30004882812
"70",2077,93,8.19999980926514,1875.40002441406,1089.09997558594,815.400024414062,123,1171.80004882812
"71",2079,58,12.5,1239.09997558594,1016.5,221.5,10.3999996185303,1082.69995117188
"72",2079,93,8.19999980926514,5022.7001953125,3616.69995117188,1404.09997558594,64.5999984741211,1487
"73",2082,58,71.6999969482422,1982.69995117188,870.400024414062,1116.69995117188,21,7727.60009765625
"74",2082,93,35.2999992370605,16656.30078125,7125.2998046875,9543.2001953125,235.699996948242,10355.7998046875
"75",2083,58,2.40000009536743,195.300003051758,138,55.0999984741211,5.30000019073486,303
"76",2083,93,1.29999995231628,576.400024414062,399,184.199996948242,38.5,466.5
"77",2084,58,5.90000009536743,264,160.399993896484,114.199996948242,2.40000009536743,870
"78",2084,93,14.1000003814697,4514.10009765625,2520.39990234375,2118.60009765625,44.5999984741211,1575.80004882812
"79",2085,58,20.5,941.299987792969,482.799987792969,458.200012207031,9,1013.70001220703
"80",2085,93,7,3568.80004882812,1472.09997558594,2112.89990234375,23.7000007629395,1088.09997558594
"81",2086,58,97.0999984741211,1558.30004882812,698.299987792969,862.5,14.1999998092651,6727.2001953125
"82",2086,93,78.5999984741211,25997.599609375,15779.599609375,10228.400390625,179.699996948242,9879.5
"83",2087,58,9.30000019073486,477.100006103516,224.899993896484,249.399993896484,2.29999995231628,562.400024414062
"84",2087,93,10.6999998092651,7248.7001953125,1710.90002441406,5497.2998046875,31.8999996185303,1057.19995117188
"85",2091,58,17.1000003814697,388.600006103516,258.100006103516,130.600006103516,2.20000004768372,31.1000003814697
"86",2091,93,7.19999980926514,1043.90002441406,655.700012207031,388.200012207031,19.2999992370605,505.600006103516
"87",2092,58,17.6000003814697,310.100006103516,226.899993896484,83.5,2,34.0999984741211
"88",2092,93,40.0999984741211,6700.5,4290.7998046875,2390.80004882812,109,1209.90002441406
"89",2095,58,18.7999992370605,2038.90002441406,1571.59997558594,461.299987792969,1.79999995231628,4146.7998046875
"90",2095,93,10.3999996185303,5535.7001953125,2587.80004882812,2969.60009765625,58.2999992370605,2866.30004882812
"91",2096,58,18.2999992370605,479.899993896484,218.699996948242,240.5,4.69999980926514,127.900001525879
"92",2096,93,35.0999984741211,7734.60009765625,3406.69995117188,4335,96.5,2347.5
"93",2097,58,14.6000003814697,149.600006103516,42.0999984741211,107.5,11.1999998092651,65.1999969482422
"94",2097,93,4.80000019073486,394.399993896484,113.800003051758,278.200012207031,18.1000003814697,340.799987792969
"95",2098,58,5.30000019073486,143.699996948242,86.0999984741211,55.4000015258789,1.5,44.4000015258789
"96",2098,93,5.80000019073486,1518.30004882812,598.599975585938,915.599975585938,26.2000007629395,602.099975585938
"97",2099,58,32.7000007629395,960.099975585938,611.200012207031,376.700012207031,12.6000003814697,213.600006103516
"98",2099,93,61.9000015258789,13497.2001953125,6516.2998046875,7024.2001953125,163.100006103516,3365.19995117188
"99",2111,58,33.7999992370605,2160,1102.19995117188,1058.59997558594,4.30000019073486,1022.40002441406
"100",2111,93,24.7000007629395,23266.30078125,4634.2001953125,18652.099609375,75.5999984741211,6117.2998046875
"101",2121,58,29.3999996185303,355,172.899993896484,183.100006103516,1.5,225.899993896484
"102",2121,93,2.70000004768372,293.700012207031,104.300003051758,190.199996948242,4,120.199996948242
"103",2131,58,6.30000019073486,175.800003051758,89.5999984741211,86.1999969482422,0.800000011920929,104.699996948242
"104",2131,93,3.09999990463257,1636.30004882812,365.100006103516,1273.80004882812,6.30000019073486,283.399993896484
"105",2141,58,14.8999996185303,1176.69995117188,1086.59997558594,85.5999984741211,2.70000004768372,339.899993896484
"106",2141,93,6.09999990463257,3186.89990234375,2476.69995117188,716.200012207031,32.5,953.799987792969
"107",2211,58,243.399993896484,2748.60009765625,1622.80004882812,1078.59997558594,55.7999992370605,5242.7998046875
"108",2211,93,55,5989.7998046875,3462.5,2539.89990234375,227.699996948242,3944.19995117188
"109",2221,58,81.6999969482422,1225.5,741.900024414062,468.600006103516,18,2039.09997558594
"110",2221,93,85.8000030517578,9144.900390625,5059.89990234375,4136.60009765625,356.100006103516,5660
"111",2231,58,56,929,576.599975585938,336.600006103516,16,1987.40002441406
"112",2231,93,13.8000001907349,1681.19995117188,971.099975585938,707.799987792969,39.9000015258789,639.799987792969
"113",2241,58,24.6000003814697,301.5,157.899993896484,142.600006103516,3.5,319.899993896484
"114",2241,93,16.8999996185303,1353,614.599975585938,748.5,31.7000007629395,523.799987792969
"115",2251,58,50.7000007629395,625.900024414062,321.700012207031,306.600006103516,4.5,1240.40002441406
"116",2251,93,21.7999992370605,1624.19995117188,851.099975585938,789.799987792969,39.9000015258789,888.099975585938
"117",2252,58,47.2000007629395,402.399993896484,219,180,5.30000019073486,554.099975585938
"118",2252,93,38.0999984741211,2643.10009765625,1397.5,1260.69995117188,54.0999984741211,659.799987792969
"119",2253,58,60.5999984741211,813.599975585938,473.100006103516,339.899993896484,4.59999990463257,768.299987792969
"120",2253,93,52.7999992370605,4957.5,2224.5,2821.39990234375,61.0999984741211,1246.69995117188
"121",2254,58,29.2000007629395,310.799987792969,166.699996948242,145.600006103516,2,436.399993896484
"122",2254,93,16.6000003814697,1162.40002441406,529.200012207031,678.5,19.6000003814697,457.5
"123",2257,58,14.1000003814697,372.799987792969,257.200012207031,112.800003051758,3.79999995231628,390.399993896484
"124",2257,93,41.0999984741211,5205.89990234375,3236.60009765625,1975.5,151.800003051758,1666.59997558594
"125",2258,58,11,177.699996948242,105.599998474121,68.8000030517578,2.20000004768372,141.5
"126",2258,93,19.5,2319.69995117188,1350.5,979.799987792969,68.8000030517578,819.099975585938
"127",2259,58,3.20000004768372,30.1000003814697,15.6999998092651,14.5,0.200000002980232,4.40000009536743
"128",2259,93,3,230.699996948242,114.199996948242,116.800003051758,3.09999990463257,59.7000007629395
"129",2261,58,49.2000007629395,686.200012207031,399.100006103516,289.100006103516,22.3999996185303,1547.69995117188
"130",2261,93,15.1999998092651,2783.60009765625,1952.59997558594,828.5,105.099998474121,954.700012207031
"131",2262,58,16.2000007629395,210.699996948242,95.3000030517578,114.800003051758,10.1999998092651,340.200012207031
"132",2262,93,25.2000007629395,3628.89990234375,2003.59997558594,1625.40002441406,151.600006103516,1223
"133",2269,58,7.80000019073486,158,105.699996948242,52,3.40000009536743,190.100006103516
"134",2269,93,10.1999998092651,1169.09997558594,720,448,53,380.700012207031
"135",2273,58,33.7000007629395,707.599975585938,436.100006103516,260.399993896484,6.80000019073486,1288.80004882812
"136",2273,93,50.5999984741211,10234.2001953125,6662.60009765625,3689.10009765625,164.199996948242,2633.89990234375
"137",2281,58,83.8000030517578,1129,743.599975585938,383.399993896484,18.3999996185303,2187.19995117188
"138",2281,93,65.5999984741211,7618.10009765625,4878.5,2750.60009765625,332,4243.2001953125
"139",2282,58,11.8999996185303,174.600006103516,106.300003051758,67.5999984741211,3.09999990463257,324.700012207031
"140",2282,93,17.2000007629395,3076.5,2187.5,900.200012207031,85.4000015258789,1278.30004882812
"141",2284,58,11.5,178.199996948242,113.599998474121,64.8000030517578,2.90000009536743,186
"142",2284,93,6.5,865.900024414062,530.799987792969,338,26.7000007629395,297.399993896484
"143",2295,58,10.1999998092651,246.600006103516,146.199996948242,100.400001525879,3.59999990463257,591.799987792969
"144",2295,93,9.89999961853027,1773.30004882812,1088.80004882812,696,41.4000015258789,842
"145",2296,58,12.1999998092651,375.799987792969,300.799987792969,69.8000030517578,3.70000004768372,412.5
"146",2296,93,5.30000019073486,838,577.200012207031,263.899993896484,32.5,393
"147",2297,58,5.80000019073486,99.0999984741211,52.7000007629395,44.7999992370605,2.29999995231628,200.899993896484
"148",2297,93,16.1000003814697,2954.69995117188,1641.5,1329.69995117188,118.699996948242,1332.30004882812
"149",2298,58,9.60000038146973,141.600006103516,75.8000030517578,65.0999984741211,1.79999995231628,109.199996948242
"150",2298,93,6.80000019073486,682.400024414062,348.899993896484,333.299987792969,13.8999996185303,249.300003051758
"151",2299,58,24.5,451.600006103516,261.299987792969,184.899993896484,6.69999980926514,353.899993896484
"152",2299,93,17.1000003814697,2017.90002441406,1009.5,1024.5,58.2000007629395,902.5
"153",2311,58,119.800003051758,1269.5,638,629.599975585938,4.69999980926514,354.700012207031
"154",2311,93,41.2000007629395,2463.30004882812,955.599975585938,1524.59997558594,32,564.599975585938
"155",2321,58,100.199996948242,925.400024414062,514.700012207031,408,3.20000004768372,301.5
"156",2321,93,72.6999969482422,5011.7001953125,2580.39990234375,2411.80004882812,38.7000007629395,795.299987792969
"157",2322,58,14.6999998092651,147.199996948242,93.1999969482422,56.7999992370605,0.600000023841858,23.3999996185303
"158",2322,93,11.3000001907349,581.099975585938,313.5,263.399993896484,5.69999980926514,129.699996948242
"159",2323,58,7.69999980926514,102.400001525879,53.2000007629395,48.9000015258789,0.300000011920929,3.70000004768372
"160",2323,93,6.30000019073486,619.299987792969,304,311.5,3.40000009536743,56.5999984741211
"161",2325,58,120.900001525879,1245,711.5,531.799987792969,3.40000009536743,361.200012207031
"162",2325,93,78.5,7054.7998046875,3229.30004882812,3905.19995117188,53.9000015258789,1247
"163",2326,58,45.2000007629395,326.100006103516,199.300003051758,128.899993896484,0.600000023841858,57
"164",2326,93,30,1670.09997558594,762.799987792969,919.900024414062,17.6000003814697,229.800003051758
"165",2329,58,36.7000007629395,415.399993896484,240.399993896484,176,1.39999997615814,107
"166",2329,93,49.0999984741211,2834.5,1212.5,1638.30004882812,36.2000007629395,408.600006103516
"167",2331,58,47.5,454.100006103516,253.199996948242,200.199996948242,1.39999997615814,129.600006103516
"168",2331,93,52.9000015258789,4011.69995117188,2031.90002441406,1969.09997558594,38.0999984741211,522.200012207031
"169",2335,58,184.699996948242,2043.40002441406,1072.69995117188,971,7,289.600006103516
"170",2335,93,87.0999984741211,5602.2998046875,2661,2959,128.800003051758,912.099975585938
"171",2337,58,84.0999984741211,1233.19995117188,717.5,514.900024414062,4.19999980926514,193
"172",2337,93,49.5999984741211,4508.7001953125,2534.89990234375,1993.09997558594,29.2000007629395,554.299987792969
"173",2339,58,44.0999984741211,509.600006103516,282.700012207031,229.399993896484,1.60000002384186,109.300003051758
"174",2339,93,133.5,8583.599609375,4257.2001953125,4420.60009765625,170.899993896484,800
"175",2341,58,73.5,814.700012207031,467.399993896484,347.700012207031,2.70000004768372,337.700012207031
"176",2341,93,38,2154.5,965.5,1205.40002441406,27.2999992370605,467.700012207031
"177",2342,58,37.7999992370605,467.5,220.899993896484,248.5,1.5,199.899993896484
"178",2342,93,14.1000003814697,1788.59997558594,882.599975585938,900,7.59999990463257,184.800003051758
"179",2353,58,35.5,361,159.899993896484,200.399993896484,2.90000009536743,262.5
"180",2353,93,19.7000007629395,1054.59997558594,465.200012207031,597.400024414062,11.6999998092651,161.100006103516
"181",2361,58,36.0999984741211,355.399993896484,188.399993896484,167.100006103516,1.20000004768372,103.099998474121
"182",2361,93,23.1000003814697,1566.5,810.299987792969,710,15.1999998092651,191.100006103516
"183",2369,58,44.7000007629395,487.899993896484,273.100006103516,214.300003051758,1.60000002384186,181.100006103516
"184",2369,93,26.1000003814697,1654.69995117188,681.900024414062,974.5,29.6000003814697,245.699996948242
"185",2371,58,9.39999961853027,281.299987792969,187,95.4000015258789,1.20000004768372,181.300003051758
"186",2371,93,0.800000011920929,153.800003051758,94.0999984741211,58.9000015258789,2.20000004768372,18.3999996185303
"187",2381,58,13.8999996185303,118.699996948242,64.3000030517578,53.9000015258789,0.5,29.5
"188",2381,93,4.30000019073486,293.899993896484,155.399993896484,153.800003051758,2.90000009536743,55.0999984741211
"189",2384,58,10.6000003814697,132.699996948242,76.1999969482422,56.4000015258789,0.400000005960464,57.4000015258789
"190",2384,93,5.59999990463257,406.299987792969,216.800003051758,194.899993896484,3.90000009536743,66.3000030517578
"191",2385,58,13.1999998092651,146.199996948242,73.9000015258789,73.0999984741211,0.699999988079071,52.7999992370605
"192",2385,93,3.40000009536743,196.600006103516,66.6999969482422,131.800003051758,2.5,81.4000015258789
"193",2386,58,4.59999990463257,65.6999969482422,38.4000015258789,27.7999992370605,0.200000002980232,22.1000003814697
"194",2386,93,2.59999990463257,224.100006103516,138.199996948242,86.6999969482422,1.20000004768372,28.7000007629395
"195",2387,58,10.1999998092651,99.0999984741211,46.2000007629395,53.7000007629395,0.5,61.0999984741211
"196",2387,93,7.59999990463257,642.299987792969,317.100006103516,323.5,3.5,65
"197",2389,58,7.5,94.9000015258789,53.2000007629395,41.2999992370605,0.400000005960464,31.2000007629395
"198",2389,93,10.3000001907349,668.5,315.799987792969,360.799987792969,4.5,62.2999992370605
"199",2391,58,16.3999996185303,217,130.899993896484,87.3000030517578,0.600000023841858,136
"200",2391,93,20.7000007629395,1248.90002441406,662.099975585938,581.400024414062,17.5,225
"201",2392,58,36.7999992370605,616.200012207031,399.5,218.300003051758,2.70000004768372,396.600006103516
"202",2392,93,51.4000015258789,5904.89990234375,3269.80004882812,2668.69995117188,53.2000007629395,818.099975585938
"203",2393,58,9.10000038146973,204.399993896484,153.800003051758,51.5999984741211,0.699999988079071,58.7999992370605
"204",2393,93,11.5,723.200012207031,400.899993896484,317.600006103516,7.19999980926514,135
"205",2394,58,9.89999961853027,131.300003051758,78,53.7000007629395,0.699999988079071,78.5
"206",2394,93,14.5,1302.40002441406,732.5,567.200012207031,28.7000007629395,234.199996948242
"207",2395,58,8.19999980926514,71.8000030517578,27.7000007629395,26.8999996185303,0.400000005960464,59.5
"208",2395,93,14.6000003814697,732.599975585938,355.100006103516,362.399993896484,13.6000003814697,134.300003051758
"209",2396,58,26.1000003814697,665.900024414062,444.700012207031,155.199996948242,2.70000004768372,268
"210",2396,93,60.0999984741211,6627.2001953125,3677.89990234375,2974.10009765625,83.1999969482422,1193.19995117188
"211",2397,58,5.69999980926514,75.5,31.2999992370605,44.2999992370605,0.5,177.699996948242
"212",2397,93,5.59999990463257,293.200012207031,114.400001525879,179.399993896484,5,128.699996948242
"213",2399,58,17.8999996185303,247.100006103516,146.5,98.0999984741211,1.10000002384186,134.100006103516
"214",2399,93,33.5,3431.80004882812,1963.5,1498.30004882812,30.3999996185303,721.099975585938
"215",2411,58,71.6999969482422,868.299987792969,475.600006103516,390.399993896484,18.7000007629395,2582.10009765625
"216",2411,93,86.1999969482422,15976.400390625,10121.2998046875,5904.39990234375,211.399993896484,4250.10009765625
"217",2421,58,245.899993896484,2917.30004882812,1711.69995117188,1195.80004882812,60,7205
"218",2421,93,141.600006103516,24459.80078125,15937.7001953125,8878.5,530.599975585938,7098
"219",2426,58,28,298,168.699996948242,128.800003051758,3.40000009536743,454.399993896484
"220",2426,93,31.3999996185303,2529.39990234375,1374.80004882812,1172.09997558594,59.9000015258789,574.599975585938
"221",2429,58,7.19999980926514,89.4000015258789,56.2000007629395,36.0999984741211,1,80.0999984741211
"222",2429,93,2,181.699996948242,108.5,73.3000030517578,2.79999995231628,89.4000015258789
"223",2431,58,51.2999992370605,868.299987792969,528.900024414062,341.299987792969,6.59999990463257,461.600006103516
"224",2431,93,89.0999984741211,10861.7998046875,6433.5,4467.5,114.400001525879,1858
"225",2434,58,28.5,376.799987792969,206.300003051758,171.199996948242,3.20000004768372,243.300003051758
"226",2434,93,66.0999984741211,5397.10009765625,2573.10009765625,2846.89990234375,66.1999969482422,956.200012207031
"227",2435,58,15.8000001907349,236.100006103516,134.5,104.199996948242,3.09999990463257,219.5
"228",2435,93,19.7999992370605,2537.19995117188,1646.5,930.400024414062,45,616.400024414062
"229",2436,58,43.5,648,369,285.899993896484,8.39999961853027,593.200012207031
"230",2436,93,30.7000007629395,6035.39990234375,3630.5,2442.10009765625,168.399993896484,1912.09997558594
"231",2439,58,3.90000009536743,92.0999984741211,57.5,34.9000015258789,0.400000005960464,34.5999984741211
"232",2439,93,25.6000003814697,3094.30004882812,1885.90002441406,1237.30004882812,31.5,434.299987792969
"233",2441,58,19,211.399993896484,118.599998474121,92.3000030517578,2.70000004768372,207.800003051758
"234",2441,93,5.19999980926514,399.399993896484,240.399993896484,155.600006103516,6.30000019073486,195.300003051758
"235",2448,58,6.5,75.1999969482422,35.0999984741211,38.7999992370605,0.899999976158142,147.100006103516
"236",2448,93,30.1000003814697,2480.89990234375,1373.69995117188,1115.69995117188,43.7999992370605,510.799987792969
"237",2449,58,19.2999992370605,198.399993896484,113.5,84.1999969482422,1.79999995231628,187
"238",2449,93,5.69999980926514,375.200012207031,200.699996948242,173.699996948242,6.59999990463257,139
"239",2451,58,13,320.899993896484,231.100006103516,88.9000015258789,1.20000004768372,190
"240",2451,93,42.4000015258789,5786.39990234375,3715,2081.89990234375,27.3999996185303,1012.20001220703
"241",2452,58,9.69999980926514,230.199996948242,143.899993896484,87.4000015258789,1,97.6999969482422
"242",2452,93,19.5,2327.10009765625,1414.19995117188,913.099975585938,13.5,633.299987792969
"243",2491,58,10.8999996185303,203,127.900001525879,72.5,3.90000009536743,179.100006103516
"244",2491,93,11.3000001907349,3095.19995117188,2483.89990234375,697,41,556.700012207031
"245",2493,58,23.6000003814697,382.200012207031,172.300003051758,214.899993896484,15.3999996185303,611.099975585938
"246",2493,93,23.5,4669.2998046875,2258.19995117188,2414.10009765625,282.5,1901.09997558594
"247",2499,58,30.2000007629395,297.700012207031,135.100006103516,158.300003051758,3.40000009536743,520.900024414062
"248",2499,93,55,4065.80004882812,2017.90002441406,2078.19995117188,65.4000015258789,1034.09997558594
"249",2511,58,96.8000030517578,1065.59997558594,522.400024414062,544.5,10.1999998092651,1092
"250",2511,93,119,9267.2001953125,4529.10009765625,4847.7998046875,153.300003051758,2786.69995117188
"251",2512,58,64.8000030517578,840,375.100006103516,413.799987792969,4.90000009536743,555
"252",2512,93,81.5,6689.89990234375,3515.5,3195.19995117188,46.7999992370605,1228.30004882812
"253",2514,58,30.2999992370605,496.100006103516,274.700012207031,218.699996948242,5,340
"254",2514,93,22.1000003814697,2141.10009765625,1078,1080.59997558594,27.7000007629395,584.099975585938
"255",2515,58,31.7000007629395,572.200012207031,322,248.800003051758,3.09999990463257,402.899993896484
"256",2515,93,23.2999992370605,3000.5,1513.69995117188,1481.19995117188,17,567.400024414062
"257",2517,58,11,121.099998474121,59.4000015258789,61.9000015258789,1.20000004768372,127.5
"258",2517,93,4,314.600006103516,163.100006103516,151.899993896484,4.40000009536743,180.899993896484
"259",2519,58,2.20000004768372,30.6000003814697,14.5,16.2000007629395,0.200000002980232,26.2999992370605
"260",2519,93,5.09999990463257,492.600006103516,256.399993896484,237.399993896484,11.6000003814697,208.800003051758
"261",2521,58,5.80000019073486,68.4000015258789,29.5,38.4000015258789,0.699999988079071,69.4000015258789
"262",2521,93,23,1929.09997558594,844,1079,35.9000015258789,582.099975585938
"263",2522,58,17.5,286,109.699996948242,173.699996948242,2.70000004768372,486.899993896484
"264",2522,93,46.5,6336,2664.19995117188,3672.60009765625,78.0999984741211,2552.10009765625
"265",2531,58,16,208.399993896484,98,112.900001525879,2.20000004768372,164.600006103516
"266",2531,93,32.4000015258789,5017.7998046875,3222.39990234375,1797.30004882812,34.9000015258789,637.200012207031
"267",2541,58,23.7999992370605,389.600006103516,172.600006103516,215.300003051758,2.5,117.5
"268",2541,93,40.7999992370605,3375.39990234375,1481.59997558594,1904.90002441406,35.9000015258789,770.099975585938
"269",2542,58,37.7000007629395,538.900024414062,338.299987792969,301.200012207031,2.5,283.600006103516
"270",2542,93,37.5,3701.19995117188,1699.09997558594,2019.19995117188,55.4000015258789,904
"271",2591,58,11.3000001907349,189.600006103516,104.400001525879,84.9000015258789,1.39999997615814,176.5
"272",2591,93,18.7999992370605,1914.69995117188,959.5,957.900024414062,13.8000001907349,397.200012207031
"273",2599,58,8,110.400001525879,50.5999984741211,60.2000007629395,1.10000002384186,147.300003051758
"274",2599,93,28.2999992370605,2636.69995117188,1081.59997558594,1569.40002441406,26,493.100006103516
"275",2611,58,14.1999998092651,428,231,196,25.2999992370605,2414.30004882812
"276",2611,93,14.1999998092651,4282.10009765625,2487.80004882812,1711.09997558594,287.299987792969,8419.900390625
"277",2621,58,137.300003051758,3403.80004882812,1808.5,1599.40002441406,179.5,9976.099609375
"278",2621,93,126.199996948242,32102.599609375,17717.099609375,14511.7001953125,2922.60009765625,38976.8984375
"279",2631,58,57.0999984741211,1690.90002441406,855.200012207031,840.099975585938,109.199996948242,3715.80004882812
"280",2631,93,53.2999992370605,16164.7998046875,8657,7525.7001953125,1579.69995117188,18948.19921875
"281",2652,58,23.5,219.199996948242,95.0999984741211,124.900001525879,1.79999995231628,189.800003051758
"282",2652,93,6.69999980926514,430.299987792969,207.100006103516,218.199996948242,6.80000019073486,254.5
"283",2653,58,70.8000030517578,1635.69995117188,1042.09997558594,596.900024414062,13.3000001907349,1618.59997558594
"284",2653,93,114.199996948242,20623.30078125,13510.2998046875,7143,326.299987792969,6045.2001953125
"285",2655,58,11,165.600006103516,86,79.5,1.79999995231628,269.200012207031
"286",2655,93,11.6999998092651,2004.09997558594,1187.69995117188,815.299987792969,28.7000007629395,680.200012207031
"287",2656,58,20.8999996185303,492.299987792969,273.399993896484,221.100006103516,3.5,934.099975585938
