"","nuts2","year","emp","country","gva","k","regionid"
"1","at11",2000,536.2,"at",11956,3826,1
"2","at11",2001,539,"at",12384,7254.10009765625,1
"3","at11",2002,544.8,"at",12982,9844.9853515625,1
"4","at11",2003,551.4,"at",13310,12175.2373046875,1
"5","at11",2004,554.3,"at",14005,14573.9521484375,1
"6","at11",2005,559.4,"at",14205,16436.859375,1
"7","at11",2006,568.9,"at",14763,18399.330078125,1
"8","at11",2007,579.1,"at",15594,20238.4296875,1
"9","at11",2008,585.5,"at",16002,21867.666015625,1
"10","at11",2009,586,"at",16083,23053.515625,1
"11","at11",2010,590.3,"at",16758,24185.48828125,1
"12","at11",2011,611.4,"at",17494,25462.6640625,1
"13","at11",2012,619.2,"at",18346,27104.263671875,1
"14","at12",2000,3356.4,"at",85036,24439,2
"15","at12",2001,3364.7,"at",86610,44513.1484375,2
"16","at12",2002,3373.3,"at",88461,60127.17578125,2
"17","at12",2003,3392.5,"at",90822,75174.1015625,2
"18","at12",2004,3413.6,"at",96044,88963.984375,2
"19","at12",2005,3448,"at",99048,101368.390625,2
"20","at12",2006,3509.3,"at",105229,111971.1328125,2
"21","at12",2007,3575.8,"at",113007,124039.4609375,2
"22","at12",2008,3664.5,"at",117169,137792.546875,2
"23","at12",2009,3634.5,"at",113953,148258.671875,2
"24","at12",2010,3646.9,"at",117088,155607.875,2
"25","at12",2011,3711.2,"at",122720,165432.6875,2
"26","at12",2012,3759.3,"at",125825,173801.78125,2
"27","at13",2000,4948.6,"at",149761,44817,3
"28","at13",2001,4976,"at",155718,80456.453125,3
"29","at13",2002,4964.9,"at",161322,111858.984375,3
"30","at13",2003,4950.1,"at",162207,141444.140625,3
"31","at13",2004,4916.2,"at",166860,168073.515625,3
"32","at13",2005,4950.7,"at",173992,189831.484375,3
"33","at13",2006,5057.1,"at",184288,210374.765625,3
"34","at13",2007,5155.1,"at",191585,230059.546875,3
"35","at13",2008,5267.4,"at",198787,248263.609375,3
"36","at13",2009,5256.9,"at",197193,260746.0625,3
"37","at13",2010,5312.1,"at",201979,270986.15625,3
"38","at13",2011,5401,"at",208783,283469.21875,3
"39","at13",2012,5496.1,"at",211977,294071.84375,3
"40","at21",2000,1275.7,"at",31224,8843,4
"41","at21",2001,1286.4,"at",31803,17247.55078125,4
"42","at21",2002,1294,"at",32888,23179.41796875,4
"43","at21",2003,1299.2,"at",33669,27918.505859375,4
"44","at21",2004,1309.3,"at",35062,32682.73046875,4
"45","at21",2005,1326.3,"at",36616,37871.3203125,4
"46","at21",2006,1358.7,"at",38471,42477.62109375,4
"47","at21",2007,1382,"at",41171,47642.9765625,4
"48","at21",2008,1406.6,"at",42224,51895.53125,4
"49","at21",2009,1384.2,"at",40633,53194.203125,4
"50","at21",2010,1389.6,"at",41879,54769.07421875,4
"51","at21",2011,1410.1,"at",44396,57695.71484375,4
"52","at21",2012,1414.8,"at",44623,60523.359375,4
"53","at22",2000,2873.2,"at",68877,20481,5
"54","at22",2001,2895.9,"at",71557,38692.8515625,5
"55","at22",2002,2884.4,"at",72474,52697.921875,5
"56","at22",2003,2906.1,"at",74619,64239.234375,5
"57","at22",2004,2955.1,"at",78907,74932.3515625,5
"58","at22",2005,3001.7,"at",82798,83054.5,5
"59","at22",2006,3033.5,"at",87062,90524.328125,5
"60","at22",2007,3098.5,"at",93227,99160.6796875,5
"61","at22",2008,3172.9,"at",95675,108716.578125,5
"62","at22",2009,3134.3,"at",93080,115347.09375,5
"63","at22",2010,3175.2,"at",95812,121560.03125,5
"64","at22",2011,3237.1,"at",100792,128938.0234375,5
"65","at22",2012,3260.9,"at",104296,135602.3125,5
"66","at31",2000,3525.2,"at",89889,23891,6
"67","at31",2001,3584.8,"at",93399,44407.3515625,6
"68","at31",2002,3579.8,"at",95294,62332.25,6
"69","at31",2003,3613.6,"at",98205,79144.4140625,6
"70","at31",2004,3637,"at",101910,92585.75,6
"71","at31",2005,3706.2,"at",108354,104155.890625,6
"72","at31",2006,3766.9,"at",114362,115280.5078125,6
"73","at31",2007,3849.5,"at",121245,127358.4296875,6
"74","at31",2008,3941.5,"at",126983,139082.671875,6
"75","at31",2009,3905,"at",122556,148287.265625,6
"76","at31",2010,3924.8,"at",126941,154965.171875,6
"77","at31",2011,4001.8,"at",134382,162498.390625,6
"78","at31",2012,4054.1,"at",137838,172171.625,6
"79","at32",2000,1462.3,"at",38640,11295,7
"80","at32",2001,1470.2,"at",39798,21493.75,7
"81","at32",2002,1475.6,"at",40943,29438.6875,7
"82","at32",2003,1484.8,"at",41982,36596.8828125,7
"83","at32",2004,1499.3,"at",44188,43337.3515625,7
"84","at32",2005,1528.7,"at",46074,50076.75,7
"85","at32",2006,1553.2,"at",49328,56319.23828125,7
"86","at32",2007,1582.5,"at",53177,62142.3515625,7
"87","at32",2008,1626.2,"at",54391,67586,7
"88","at32",2009,1610.7,"at",53015,71171.1015625,7
"89","at32",2010,1629.6,"at",55944,74308.4375,7
"90","at32",2011,1660.2,"at",58810,78084.171875,7
"91","at32",2012,1683.6,"at",60868,82036.546875,7
"92","at33",2000,1756.1,"at",45909,14466,8
"93","at33",2001,1784,"at",47931,26388.099609375,8
"94","at33",2002,1787.5,"at",49582,36839.8828125,8
"95","at33",2003,1814.4,"at",51158,46688.8984375,8
"96","at33",2004,1825.1,"at",53112,53939.5625,8
"97","at33",2005,1856.3,"at",56570,62371.62890625,8
"98","at33",2006,1895.4,"at",60157,70175.8828125,8
"99","at33",2007,1930.9,"at",63322,77804.5,8
"100","at33",2008,1975.2,"at",64337,85114.828125,8
"101","at33",2009,1964.2,"at",64044,89667.6015625,8
"102","at33",2010,1998.7,"at",65602,93725.4609375,8
"103","at33",2011,2038,"at",69053,98962.640625,8
"104","at33",2012,2070.4,"at",72149,103938.2421875,8
"105","at34",2000,890.3,"at",24387,6287,9
"106","at34",2001,899.4,"at",25439,12162.9501953125,9
"107","at34",2002,897.2,"at",26416,16699.5078125,9
"108","at34",2003,905.1,"at",26671,20746.58203125,9
"109","at34",2004,909.6,"at",27974,24569.59375,9
"110","at34",2005,920.2,"at",29289,27988.154296875,9
"111","at34",2006,937.4,"at",30919,30983.931640625,9
"112","at34",2007,961.8,"at",33080,34024.34375,9
"113","at34",2008,977,"at",34411,36741.69140625,9
"114","at34",2009,977.4,"at",33542,38906.4375,9
"115","at34",2010,986.3,"at",34646,40699.47265625,9
"116","at34",2011,1003.9,"at",36609,42439.55078125,9
"117","at34",2012,1014.6,"at",37399,44827.6171875,9
"118","be10",2000,3713.4,"be",142050,25188.69921875,11
"119","be10",2001,3713.4,"be",142050,46599.09375,11
"120","be10",2002,3713.4,"be",142050,64797.9296875,11
"121","be10",2003,3713.4,"be",142050,80266.9375,11
"122","be10",2004,3680.5,"be",148873.8,97678.3984375,11
"123","be10",2005,3731.8,"be",156485.4,113922.234375,11
"124","be10",2006,3684.3,"be",159835.8,130019.1015625,11
"125","be10",2007,3747.1,"be",166663.6,144971.234375,11
"126","be10",2008,3786.1,"be",169709,158523.046875,11
"127","be10",2009,3790.9,"be",170427.4,167890.484375,11
"128","be10",2010,3805.4,"be",177728.1,175322.90625,11
"129","be10",2011,3870.9,"be",186188,182595.765625,11
"130","be10",2012,3862.7,"be",189233.9,189010.40625,11
"131","be21",2000,3835.6,"be",138209.3,33748.8984375,12
"132","be21",2001,3835.6,"be",138209.3,62435.4609375,12
"133","be21",2002,3835.6,"be",138209.3,86819.0390625,12
"134","be21",2003,3835.6,"be",138209.3,107545.078125,12
"135","be21",2004,3887.4,"be",147202.9,129986.1171875,12
"136","be21",2005,3959.9,"be",156309.7,153906.59375,12
"137","be21",2006,4028.7,"be",161867.8,173088.796875,12
"138","be21",2007,4097.3,"be",171459.1,195020.28125,12
"139","be21",2008,4172.6,"be",176447.6,216776.734375,12
"140","be21",2009,4171.3,"be",170894.2,230246.53125,12
"141","be21",2010,4185.2,"be",179223.5,240088.859375,12
"142","be21",2011,4223.6,"be",186853.4,252565.53125,12
"143","be21",2012,4242.2,"be",191640.4,263309.40625,12
"144","be22",2000,1603.2,"be",47594.5,12032.2998046875,13
"145","be22",2001,1603.2,"be",47594.5,22259.75390625,13
"146","be22",2002,1603.2,"be",47594.5,30953.08984375,13
"147","be22",2003,1603.2,"be",47594.5,38342.42578125,13
"148","be22",2004,1606.8,"be",49045.8,45799.66015625,13
"149","be22",2005,1620.7,"be",49996.6,52513.61328125,13
"150","be22",2006,1656.1,"be",53334,61193.0703125,13
"151","be22",2007,1692.6,"be",56775.7,68874.0078125,13
"152","be22",2008,1719.4,"be",58816.9,75372.8046875,13
"153","be22",2009,1703.1,"be",55791.9,79717.1875,13
"154","be22",2010,1726.2,"be",58386.9,83592.0078125,13
"155","be22",2011,1760.7,"be",61728.8,87907.90625,13
"156","be22",2012,1757.4,"be",62992.1,92577.71875,13
"157","be23",2000,2675.2,"be",85219.4,22997.099609375,14
"158","be23",2001,2675.2,"be",85219.4,42544.6328125,14
"159","be23",2002,2675.2,"be",85219.4,59160.0390625,14
"160","be23",2003,2675.2,"be",85219.4,73283.1328125,14
"161","be23",2004,2726,"be",90008.4,85541.859375,14
"162","be23",2005,2764.4,"be",93315.7,97186.8828125,14
"163","be23",2006,2805.7,"be",97987.7,110290.25,14
"164","be23",2007,2856.6,"be",104626.5,123556.9140625,14
"165","be23",2008,2917.5,"be",106791.4,135818.171875,14
"166","be23",2009,2916.8,"be",107292.4,145194.75,14
"167","be23",2010,2936.2,"be",111592,154161.734375,14
"168","be23",2011,2989.3,"be",116360.2,163774.96875,14
"169","be23",2012,3004.3,"be",118823.8,173105.421875,14
"170","be24",2000,2109.7,"be",75716.3,17689.19921875,15
"171","be24",2001,2109.7,"be",75716.3,32725.01953125,15
"172","be24",2002,2109.7,"be",75716.3,45505.46484375,15
"173","be24",2003,2109.7,"be",75716.3,56368.84375,15
"174","be24",2004,2152,"be",80212.5,67390.8203125,15
"175","be24",2005,2189.7,"be",83760.5,78422.8984375,15
"176","be24",2006,2226.8,"be",89369.5,87356.265625,15
"177","be24",2007,2274.1,"be",94309.3,97659.0234375,15
"178","be24",2008,2331.9,"be",96812,108184.3671875,15
"179","be24",2009,2315,"be",98072,114554.109375,15
"180","be24",2010,2323.5,"be",100465.5,121477.796875,15
"181","be24",2011,2347,"be",103899.8,129371.4296875,15
"182","be24",2012,2377.5,"be",108628.2,137044.921875,15
"183","be25",2000,2472.3,"be",75174.1,19735.69921875,16
"184","be25",2001,2472.3,"be",75174.1,36511.04296875,16
"185","be25",2002,2472.3,"be",75174.1,50770.0859375,16
"186","be25",2003,2472.3,"be",75174.1,62890.2734375,16
"187","be25",2004,2497.4,"be",78623,75541.4296875,16
"188","be25",2005,2530.4,"be",81256.7,88371.015625,16
"189","be25",2006,2571.1,"be",86466.3,100126.359375,16
"190","be25",2007,2608.5,"be",91888.3,112255.40625,16
"191","be25",2008,2651.6,"be",92893.2,124544.4921875,16
"192","be25",2009,2626.5,"be",91279.9,132260.015625,16
"193","be25",2010,2631.8,"be",95019.4,140843.109375,16
"194","be25",2011,2661,"be",98699.6,149011.046875,16
"195","be25",2012,2672.5,"be",101002.6,157330.59375,16
"196","be31",2000,650.7,"be",25675,6491.7001953125,17
"197","be31",2001,650.7,"be",25675,12009.6455078125,17
"198","be31",2002,650.7,"be",25675,16699.8984375,17
"199","be31",2003,650.7,"be",25675,20686.61328125,17
"200","be31",2004,667.3,"be",27977.4,24497.521484375,17
"201","be31",2005,684.7,"be",29406.5,29302.693359375,17
"202","be31",2006,706.1,"be",30967,33405.7890625,17
"203","be31",2007,731,"be",32984.2,38536.421875,17
"204","be31",2008,762.5,"be",35691,42706.16015625,17
"205","be31",2009,764.1,"be",34808.9,46041.8359375,17
"206","be31",2010,778.1,"be",40012.3,48527.0625,17
"207","be31",2011,800.3,"be",37610,52519.203125,17
"208","be31",2012,807.7,"be",38005.9,56480.921875,17
"209","be32",2000,2090.5,"be",60449.8,12155.599609375,18
"210","be32",2001,2090.5,"be",60449.8,22487.859375,18
"211","be32",2002,2090.5,"be",60449.8,31270.279296875,18
"212","be32",2003,2090.5,"be",60449.8,38735.3359375,18
"213","be32",2004,2124.7,"be",62952.3,45653.8359375,18
"214","be32",2005,2169.2,"be",65232.9,52142.16015625,18
"215","be32",2006,2194.9,"be",67931.1,58993.4375,18
"216","be32",2007,2224.9,"be",71116.1,65924.421875,18
"217","be32",2008,2274.4,"be",74380.5,74372.359375,18
"218","be32",2009,2260.6,"be",71335,79983.703125,18
"219","be32",2010,2267.4,"be",74021.3,85146.9453125,18
"220","be32",2011,2293.8,"be",77740.8,90600.5,18
"221","be32",2012,2295.5,"be",78481.6,95693.5234375,18
"222","be33",2000,1864.6,"be",53257.3,10643.400390625,19
"223","be33",2001,1864.6,"be",53257.3,19690.291015625,19
"224","be33",2002,1864.6,"be",53257.3,27380.1484375,19
"225","be33",2003,1864.6,"be",53257.3,33916.52734375,19
"226","be33",2004,1898.3,"be",55977.8,40057.44921875,19
"227","be33",2005,1919.9,"be",58109.3,46191.53125,19
"228","be33",2006,1938.3,"be",61009.3,52252.90234375,19
"229","be33",2007,1959.3,"be",64119.5,59035.56640625,19
"230","be33",2008,1988.1,"be",66595.9,66727.4296875,19
"231","be33",2009,1974.9,"be",65451.9,71897.3125,19
"232","be33",2010,1991.5,"be",67461.1,76787.6171875,19
"233","be33",2011,2012.9,"be",70931,83109.9765625,19
"234","be33",2012,2013.6,"be",71885.1,88310.8828125,19
"235","be34",2000,434.5,"be",12341.8,3157.69995117188,20
"236","be34",2001,434.5,"be",12341.8,5841.7451171875,20
"237","be34",2002,434.5,"be",12341.8,8123.18310546875,20
"238","be34",2003,434.5,"be",12341.8,10062.4052734375,20
"239","be34",2004,445.2,"be",12832.9,12075.14453125,20
"240","be34",2005,453.1,"be",13409.7,14146.47265625,20
"241","be34",2006,457.7,"be",14306.4,16137.7021484375,20
"242","be34",2007,462.6,"be",14679.1,18619.046875,20
"243","be34",2008,465.7,"be",15036.8,20663.490234375,20
"244","be34",2009,465.3,"be",14832.7,21973.166015625,20
"245","be34",2010,473.9,"be",15327.7,23523.291015625,20
"246","be34",2011,484,"be",15945.4,25170.998046875,20
"247","be34",2012,482.6,"be",15913.8,26043.6484375,20
"248","be35",2000,773.1,"be",22316.6,5174.2001953125,21
"249","be35",2001,773.1,"be",22316.6,9572.2705078125,21
"250","be35",2002,773.1,"be",22316.6,13310.6298828125,21
"251","be35",2003,773.1,"be",22316.6,16488.236328125,21
"252","be35",2004,785.8,"be",23402.2,19957.30078125,21
"253","be35",2005,799.7,"be",24342.2,23338.40625,21
"254","be35",2006,808.6,"be",25793.2,27000.845703125,21
"255","be35",2007,816.4,"be",26873.5,31027.119140625,21
"256","be35",2008,830.1,"be",28079.7,34781.3515625,21
"257","be35",2009,835.1,"be",27938.3,37570.94921875,21
"258","be35",2010,858,"be",29313.6,39820.70703125,21
"259","be35",2011,869.2,"be",30104,42265.19921875,21
"260","be35",2012,868.5,"be",30543.8,45296.3203125,21
"261","bg31",2000,1650.72,"bg",3819.78,838.47998046875,23
"262","bg31",2001,1626.24,"bg",4182.5,1384.15795898438,23
"263","bg31",2002,1602.34,"bg",4481.73,1671.38427734375,23
"264","bg31",2003,1718.55,"bg",4485.15,2032.99658203125,23
"265","bg31",2004,1742.55,"bg",4731.64,2444.33715820312,23
"266","bg31",2005,1696.09,"bg",5203.95,3038.82666015625,23
"267","bg31",2006,1712.67,"bg",5333.92,3454.2626953125,23
"268","bg31",2007,1746.39,"bg",6249.79,4032.0732421875,23
"269","bg31",2008,1691,"bg",6744.88,4825.7822265625,23
"270","bg31",2009,1604.58,"bg",6736.22,5269.43505859375,23
"271","bg31",2010,1459.42,"bg",6527.72,5755.98974609375,23
"272","bg31",2011,1430.96,"bg",7002.58,5942.12109375,23
"273","bg31",2012,1419.04,"bg",6917.67,6079.1328125,23
"274","bg32",2000,1834.21,"bg",3596.09,413.549987792969,24
"275","bg32",2001,1775.14,"bg",4021.12,1074.86743164062,24
"276","bg32",2002,1821.04,"bg",4587.95,1469.96728515625,24
"277","bg32",2003,1872.87,"bg",4554.88,1944.39221191406,24
"278","bg32",2004,1936.65,"bg",4849.31,2429.6533203125,24
"279","bg32",2005,2016.89,"bg",5452.73,3030.28540039062,24
"280","bg32",2006,2008.77,"bg",5779,3663.99267578125,24
"281","bg32",2007,2007.85,"bg",6756.31,4565.2939453125,24
"282","bg32",2008,2008.33,"bg",7379.82,5777.02978515625,24
"283","bg32",2009,1865.73,"bg",7485.46,6228.51513671875,24
"284","bg32",2010,1776.35,"bg",7360.51,6401.98779296875,24
"285","bg32",2011,1729.66,"bg",7982.99,6844.69970703125,24
"286","bg32",2012,1701.89,"bg",8199.4,7309.57470703125,24
"287","bg33",2000,1827.74,"bg",4110.26,1121.15002441406,25
"288","bg33",2001,1793.67,"bg",4419.62,2715.34741210938,25
"289","bg33",2002,1782.24,"bg",4935.07,3166.33520507812,25
"290","bg33",2003,1897.21,"bg",5164.43,3772.71484375,25
"291","bg33",2004,1963.52,"bg",5662.56,4487.927734375,25
"292","bg33",2005,2061.77,"bg",6334.17,5705.90869140625,25
"293","bg33",2006,2100.32,"bg",7250.39,7086.8623046875,25
"294","bg33",2007,2149.56,"bg",8635.67,8931.533203125,25
"295","bg33",2008,2165.84,"bg",9759.44,10919.4931640625,25
"296","bg33",2009,2126.55,"bg",9692.45,12325.5087890625,25
"297","bg33",2010,2038.15,"bg",9623.65,12578.982421875,25
"298","bg33",2011,1983.12,"bg",10528.43,13095.544921875,25
"299","bg33",2012,1959.04,"bg",10818.58,13410.9931640625,25
"300","bg34",2000,2233.1,"bg",5160.46,835.640014648438,26
"301","bg34",2001,2167.68,"bg",5166.82,2207.22412109375,26
"302","bg34",2002,2217.04,"bg",5519.22,2975.9306640625,26
"303","bg34",2003,2252.18,"bg",5953.54,3683.27099609375,26
"304","bg34",2004,2385.21,"bg",6536.74,4854.8701171875,26
"305","bg34",2005,2311.13,"bg",7580.12,6208.76953125,26
"306","bg34",2006,2400.6,"bg",8001.5,8035.8740234375,26
"307","bg34",2007,2419.56,"bg",9022.48,9855.9326171875,26
"308","bg34",2008,2464.69,"bg",10205.13,12413.79296875,26
"309","bg34",2009,2357.46,"bg",10544.83,14324.57421875,26
"310","bg34",2010,2272.31,"bg",10593.22,14832.498046875,26
"311","bg34",2011,2235.17,"bg",11469.76,15225.8037109375,26
"312","bg34",2012,2184.17,"bg",11791.39,15953.623046875,26
"313","bg41",2000,4882.06,"bg",12563.34,2026.13000488281,27
"314","bg41",2001,5049.95,"bg",14727.11,4254.5107421875,27
"315","bg41",2002,5040.09,"bg",17056.55,8641.6845703125,27
"316","bg41",2003,5083.65,"bg",18194.73,12688.5615234375,27
"317","bg41",2004,5172.9,"bg",20519.56,16847.70703125,27
"318","bg41",2005,5552.62,"bg",23639.64,22863.2421875,27
"319","bg41",2006,5976.68,"bg",28392.13,30352.78515625,27
"320","bg41",2007,6359.16,"bg",36150.14,38767.76953125,27
"321","bg41",2008,6663.63,"bg",41317.1,50995.484375,27
"322","bg41",2009,6697.95,"bg",43093.94,58347.83984375,27
"323","bg41",2010,6632.15,"bg",44874.94,62484.97265625,27
"324","bg41",2011,6559.44,"bg",49546.55,65611.4375,27
"325","bg41",2012,6373.31,"bg",49100.61,68105.890625,27
"326","bg42",2000,2887.13,"bg",5308.19,1392.09997558594,28
"327","bg42",2001,2711.04,"bg",5953.2,2543.7548828125,28
"328","bg42",2002,2720.65,"bg",6476.25,3308.5615234375,28
"329","bg42",2003,2890.1,"bg",7004.09,4073.02734375,28
"330","bg42",2004,2964.7,"bg",7777.58,4864.04296875,28
"331","bg42",2005,3040.47,"bg",8800.09,6269.546875,28
"332","bg42",2006,3082.35,"bg",9580.43,7623.3349609375,28
"333","bg42",2007,3206.81,"bg",11101.17,9746.4248046875,28
"334","bg42",2008,3263.92,"bg",12090.45,12027.4609375,28
"335","bg42",2009,3268.69,"bg",12748.36,13250.2421875,28
"336","bg42",2010,3102.71,"bg",12926.39,13823.10546875,28
"337","bg42",2011,3050.63,"bg",13990.8,14805.01953125,28
"338","bg42",2012,3016.71,"bg",14307.84,15774.576171875,28
"339","cz01",2000,4142,"cz",40199.75,13476.849609375,29
"340","cz01",2001,4092,"cz",46132.82,26177.5625,29
"341","cz01",2002,4111,"cz",54081.3,39421.0703125,29
"342","cz01",2003,4146,"cz",56380.72,48911.5078125,29
"343","cz01",2004,4137,"cz",60842.04,59909.90234375,29
"344","cz01",2005,4334,"cz",70559.74,72124.515625,29
"345","cz01",2006,4503,"cz",80474.09,86826.2578125,29
"346","cz01",2007,4490,"cz",91462.79,105646.3828125,29
"347","cz01",2008,4830,"cz",108449.05,126809.046875,29
"348","cz01",2009,4859,"cz",99401.55,139507.15625,29
"349","cz01",2010,4787,"cz",105795.72,150100.703125,29
"350","cz01",2011,4683,"cz",106951.36,159782.75,29
"351","cz01",2012,4745,"cz",104224.98,166957.84375,29
"352","cz02",2000,2535,"cz",19078.32,7519.14990234375,30
"353","cz02",2001,2588,"cz",21564.58,15120.59765625,30
"354","cz02",2002,2655,"cz",25143.18,21589.087890625,30
"355","cz02",2003,2555,"cz",24725.59,27771.0859375,30
"356","cz02",2004,2619,"cz",26822.31,34698.97265625,30
"357","cz02",2005,2625,"cz",29475.36,42457.78515625,30
"358","cz02",2006,2746,"cz",34804.15,49293.34765625,30
"359","cz02",2007,2893,"cz",39124.52,56595.57421875,30
"360","cz02",2008,2896,"cz",46027.55,63256.41796875,30
"361","cz02",2009,2904,"cz",41330.71,66737.65625,30
"362","cz02",2010,2856,"cz",43289.16,69974.640625,30
"363","cz02",2011,2862,"cz",46520.81,74811.53125,30
"364","cz02",2012,2883,"cz",46010.98,79072.5,30
"365","cz03",2000,2968,"cz",18497.79,6800.7001953125,31
"366","cz03",2001,2949,"cz",20795.73,12744.96484375,31
"367","cz03",2002,2954,"cz",23978.85,18281.990234375,31
"368","cz03",2003,2927,"cz",24232.97,23326.2421875,31
"369","cz03",2004,2950,"cz",26276.35,28441.716796875,31
"370","cz03",2005,3035,"cz",29619.4,33482.23046875,31
"371","cz03",2006,3040,"cz",33827.38,39948.03515625,31
"372","cz03",2007,3112,"cz",35999.11,45538.3203125,31
"373","cz03",2008,3155,"cz",40376.74,51095.7734375,31
"374","cz03",2009,3057,"cz",38358.31,54994.73828125,31
"375","cz03",2010,3023,"cz",40539.46,58597.98828125,31
"376","cz03",2011,3026,"cz",42051.11,61257.75,31
"377","cz03",2012,3013,"cz",40802.04,62835.046875,31
"378","cz04",2000,2617,"cz",15570.52,4174.39990234375,32
"379","cz04",2001,2635,"cz",17116.55,9114.650390625,32
"380","cz04",2002,2600,"cz",19942.15,13752.0126953125,32
"381","cz04",2003,2577,"cz",20453.92,18747.28125,32
"382","cz04",2004,2597,"cz",21516.38,22012.8984375,32
"383","cz04",2005,2625,"cz",24360.39,25270.744140625,32
"384","cz04",2006,2627,"cz",27251.11,28880.693359375,32
"385","cz04",2007,2624,"cz",29605.2,33886.46875,32
"386","cz04",2008,2729,"cz",34186.07,38829.7578125,32
"387","cz04",2009,2630,"cz",31911.33,42161.203125,32
"388","cz04",2010,2603,"cz",32780.91,46839.484375,32
"389","cz04",2011,2597,"cz",33694.26,50913.72265625,32
"390","cz04",2012,2521,"cz",32746.36,53622.67578125,32
"391","cz05",2000,3668,"cz",22630.48,6961.18017578125,33
"392","cz05",2001,3675,"cz",25290.65,12680.2333984375,33
"393","cz05",2002,3676,"cz",28795.84,19793.619140625,33
"394","cz05",2003,3589,"cz",28410.61,25611.556640625,33
"395","cz05",2004,3593,"cz",30241.22,31139.18359375,33
"396","cz05",2005,3708,"cz",34349.95,35916.95703125,33
"397","cz05",2006,3706,"cz",38799.87,40232.00390625,33
"398","cz05",2007,3757,"cz",42634.92,45687.2734375,33
"399","cz05",2008,3768,"cz",48779.56,52714.80078125,33
"400","cz05",2009,3620,"cz",44755.62,56183.30078125,33
"401","cz05",2010,3617,"cz",47785.3,60033.06640625,33
"402","cz05",2011,3600,"cz",50107.17,63213.515625,33
"403","cz05",2012,3594,"cz",48289.59,65399.078125,33
"404","cz06",2000,4025,"cz",24399.77,8438.509765625,34
"405","cz06",2001,3971,"cz",27863.91,15893.6533203125,34
"406","cz06",2002,3924,"cz",32110.31,23554.14453125,34
"407","cz06",2003,3887,"cz",32578.08,31617.7421875,34
"408","cz06",2004,3885,"cz",34577.62,37697.7890625,34
"409","cz06",2005,3970,"cz",39238.86,46535.140625,34
"410","cz06",2006,4010,"cz",44609.66,54477.66015625,34
"411","cz06",2007,4169,"cz",50141.04,64061.7890625,34
"412","cz06",2008,4251,"cz",58394.66,74244.953125,34
"413","cz06",2009,4125,"cz",53900.43,79755.953125,34
"414","cz06",2010,4079,"cz",56912.52,84975.609375,34
"415","cz06",2011,4087,"cz",60375.48,90119.7578125,34
"416","cz06",2012,4155,"cz",60324.82,93883.546875,34
"417","cz07",2000,2875,"cz",16909.65,5520.27978515625,35
"418","cz07",2001,2873,"cz",18975.57,11954.59765625,35
"419","cz07",2002,2912,"cz",21760.42,17827.798828125,35
"420","cz07",2003,2892,"cz",22111.4,22031.859375,35
"421","cz07",2004,2816,"cz",23420.28,26211.259765625,35
"422","cz07",2005,2859,"cz",26369.66,29945.2109375,35
"423","cz07",2006,2910,"cz",29971.05,34253.4609375,35
"424","cz07",2007,3039,"cz",32977.88,39076.37109375,35
"425","cz07",2008,3013,"cz",38962.42,44437.9140625,35
"426","cz07",2009,2900,"cz",35953.15,48624.6953125,35
"427","cz07",2010,2817,"cz",37903.14,52424.66015625,35
"428","cz07",2011,2851,"cz",40128.08,55581.9609375,35
"429","cz07",2012,2901,"cz",39153.13,57506.15625,35
"430","cz08",2000,2799,"cz",16468.27,5084.7900390625,36
"431","cz08",2001,2796,"cz",18552.51,10687.9111328125,36
"432","cz08",2002,2828,"cz",21282.76,15959.4248046875,36
"433","cz08",2003,2740,"cz",21479.8,19512.41015625,36
"434","cz08",2004,2721,"cz",24293.77,22753.30859375,36
"435","cz08",2005,2821,"cz",28611.19,27140.6015625,36
"436","cz08",2006,2817,"cz",31715.5,32298.701171875,36
"437","cz08",2007,2897,"cz",35276,38106.88671875,36
"438","cz08",2008,2986,"cz",41067.08,46910.4921875,36
"439","cz08",2009,2903,"cz",36496.47,50506.21875,36
"440","cz08",2010,2837,"cz",38833.14,53958.60546875,36
"441","cz08",2011,2849,"cz",41671.36,57953.953125,36
"442","cz08",2012,2889,"cz",40981.56,61035.66796875,36
"443","de11",2000,9309.65,"de",271907.53,65776.2421875,37
"444","de11",2001,9405.3,"de",288337.99,121686.046875,37
"445","de11",2002,9401.85,"de",287749.75,169209.375,37
"446","de11",2003,9306.13,"de",293081.3,207557.75,37
"447","de11",2004,9305.74,"de",294417.56,240731.453125,37
"448","de11",2005,9276.81,"de",291847.3,265356.71875,37
"449","de11",2006,9291.93,"de",316052.26,295884.03125,37
"450","de11",2007,9408.7,"de",336429.23,326796.6875,37
"451","de11",2008,9583.98,"de",329908.33,355663.375,37
"452","de11",2009,9472.21,"de",294690.58,376970.90625,37
"453","de11",2010,9417.83,"de",333838.46,399142.65625,37
"454","de11",2011,9576.53,"de",355645.56,425379.28125,37
"455","de11",2012,9760.78,"de",365777.83,454332.65625,37
"456","de12",2000,6043.33,"de",161721.48,37915.671875,38
"457","de12",2001,6085.17,"de",168193.3,70143.9921875,38
"458","de12",2002,6055.2,"de",171350.12,97538.0625,38
"459","de12",2003,5967.63,"de",171503.14,120016.1796875,38
"460","de12",2004,5974.44,"de",174454.71,140639.21875,38
"461","de12",2005,5982.95,"de",178356.66,156811.890625,38
"462","de12",2006,6004.16,"de",188096.57,173755.1875,38
