"","nuts2","year","emp","country","gva","k","regionid"
"845","deb3",2012,4031.72,"de",135974.26,157318.6875,67
"846","dec0",2000,2202.92,"de",51533.61,11518.33984375,68
"847","dec0",2001,2196.52,"de",53117.02,21308.9296875,68
"848","dec0",2002,2185.83,"de",52734.65,29630.9296875,68
"849","dec0",2003,2170.24,"de",53065.15,37230.37109375,68
"850","dec0",2004,2177.53,"de",55998.75,41800.5546875,68
"851","dec0",2005,2179.69,"de",58893.02,45645.05078125,68
"852","dec0",2006,2171.76,"de",61510.77,49786.0234375,68
"853","dec0",2007,2183.69,"de",64375.03,54713.96875,68
"854","dec0",2008,2203.01,"de",65104.86,58995.85546875,68
"855","dec0",2009,2181.72,"de",57015.42,60022.65625,68
"856","dec0",2010,2186.89,"de",61155.18,64192.1171875,68
"857","dec0",2011,2220.2,"de",65360.57,67364.0078125,68
"858","dec0",2012,2225.55,"de",66119.68,69894.1796875,68
"859","ded2",2000,3205.38,"de",58498.97,18457.2109375,69
"860","ded2",2001,3138.12,"de",61257.61,34145.83984375,69
"861","ded2",2002,3089.41,"de",64472.2,47481.17578125,69
"862","ded2",2003,3066.64,"de",66626.75,58466.48828125,69
"863","ded2",2004,3056.24,"de",69509.02,69406.3125,69
"864","ded2",2005,3033.52,"de",69189.64,77712.6328125,69
"865","ded2",2006,3058.28,"de",71494.59,85903.2890625,69
"866","ded2",2007,3119.76,"de",74715.82,96643.578125,69
"867","ded2",2008,3145.1,"de",74170.97,102087.6328125,69
"868","ded2",2009,3117.53,"de",71296.26,105747.7734375,69
"869","ded2",2010,3129.78,"de",74136.41,113266.546875,69
"870","ded2",2011,3163.72,"de",76681.32,122317.8515625,69
"871","ded2",2012,3194.49,"de",77727.2,127560.1015625,69
"872","ded4",2000,3131.42,"de",54521.12,14557.9501953125,70
"873","ded4",2001,3062.93,"de",55837.31,26932.20703125,70
"874","ded4",2002,3024.16,"de",57231.03,37450.328125,70
"875","ded4",2003,2985.55,"de",57966.82,47070.3671875,70
"876","ded4",2004,2973.07,"de",59775.22,55536.2421875,70
"877","ded4",2005,2920.03,"de",59869.91,61049.9453125,70
"878","ded4",2006,2932.95,"de",63521.51,66163.59375,70
"879","ded4",2007,2976.95,"de",66422.02,72588.6875,70
"880","ded4",2008,3002.04,"de",66815.7,79010.6953125,70
"881","ded4",2009,2967.83,"de",62797.55,81346.4921875,70
"882","ded4",2010,2978.44,"de",66713.61,84594.921875,70
"883","ded4",2011,2976.91,"de",69657.93,88823.5,70
"884","ded4",2012,2990.22,"de",70156.18,91983.0078125,70
"885","ded5",2000,1907.36,"de",35134.25,9305.25,71
"886","ded5",2001,1867.65,"de",36170.57,17214.712890625,71
"887","ded5",2002,1855.92,"de",37400,23937.755859375,71
"888","ded5",2003,1856.48,"de",37899.88,29763.873046875,71
"889","ded5",2004,1858.93,"de",38866.79,35681.7109375,71
"890","ded5",2005,1837.2,"de",39089.33,39519.99609375,71
"891","ded5",2006,1877.62,"de",41997.04,42877.0859375,71
"892","ded5",2007,1910.73,"de",43896.13,47177.421875,71
"893","ded5",2008,1932.66,"de",44836.62,50404.109375,71
"894","ded5",2009,1939.35,"de",43874.53,52610.65234375,71
"895","ded5",2010,1953.55,"de",46046.91,55363.46484375,71
"896","ded5",2011,1970.17,"de",49062.44,58677.4765625,71
"897","ded5",2012,2008.36,"de",51109.39,62693.81640625,71
"898","dee0",2000,4388.97,"de",82696.07,22743.310546875,72
"899","dee0",2001,4270.66,"de",84214.99,42075.125,72
"900","dee0",2002,4192.78,"de",87303.61,58507.16796875,72
"901","dee0",2003,4136.01,"de",87979.12,71621.5546875,72
"902","dee0",2004,4120.9,"de",90205.11,83599.3046875,72
"903","dee0",2005,4060.07,"de",90848.75,92308.1484375,72
"904","dee0",2006,4104.44,"de",95223.64,99147.9140625,72
"905","dee0",2007,4176.24,"de",99653.08,106932.578125,72
"906","dee0",2008,4224.77,"de",101135.06,114212.4609375,72
"907","dee0",2009,4220.18,"de",94905.5,120930.265625,72
"908","dee0",2010,4227.09,"de",101820.94,126328.8828125,72
"909","dee0",2011,4219.89,"de",102381.96,129214.8984375,72
"910","dee0",2012,4205.72,"de",106239.02,134373.203125,72
"911","def0",2000,5179.5,"de",125170.51,25969.91015625,73
"912","def0",2001,5181.56,"de",129110.48,48044.33203125,73
"913","def0",2002,5133.95,"de",127425.68,66807.59375,73
"914","def0",2003,5047.9,"de",129082.65,82661.5859375,73
"915","def0",2004,5037.27,"de",132376.57,95468.140625,73
"916","def0",2005,5014.45,"de",133006.7,106667.21875,73
"917","def0",2006,5049.6,"de",137485.01,120560.3046875,73
"918","def0",2007,5133.02,"de",140375.55,133568.5,73
"919","def0",2008,5203.69,"de",145079.82,145739.25,73
"920","def0",2009,5219.27,"de",139175.42,152855.8125,73
"921","def0",2010,5210.9,"de",142725.49,163809.71875,73
"922","def0",2011,5267.74,"de",148224.91,177149.015625,73
"923","def0",2012,5300.11,"de",154146.62,187391.609375,73
"924","deg0",2000,4488.09,"de",78426.58,24275.060546875,74
"925","deg0",2001,4405.53,"de",80725.29,44908.86328125,74
"926","deg0",2002,4315.07,"de",82087.46,62447.59375,74
"927","deg0",2003,4215.77,"de",83820.77,77511.8515625,74
"928","deg0",2004,4238.2,"de",86441.3,87541.6796875,74
"929","deg0",2005,4199.1,"de",86723.55,96619.3125,74
"930","deg0",2006,4228.33,"de",90479.62,105890.21875,74
"931","deg0",2007,4310.15,"de",94364.04,115678.609375,74
"932","deg0",2008,4352.28,"de",95248.15,126597.390625,74
"933","deg0",2009,4316.46,"de",89966.86,129994.609375,74
"934","deg0",2010,4340.9,"de",96487.33,132484.46875,74
"935","deg0",2011,4376.56,"de",101906.74,136790.015625,74
"936","deg0",2012,4388.27,"de",103257.85,140836.765625,74
"937","dk01",2000,5267,"dk",163547.99,42630.328125,75
"938","dk01",2001,5372,"dk",169340.46,81390.421875,75
"939","dk01",2002,5341,"dk",171618.87,113400.28125,75
"940","dk01",2003,5319,"dk",176336.02,141264.75,75
"941","dk01",2004,5307,"dk",186290.41,165366.75,75
"942","dk01",2005,5438,"dk",198502.91,189270.484375,75
"943","dk01",2006,5533,"dk",202720.44,218732.046875,75
"944","dk01",2007,5646,"dk",210454.32,245848.171875,75
"945","dk01",2008,5684,"dk",221813.99,270775.40625,75
"946","dk01",2009,5607,"dk",218037.67,282370.96875,75
"947","dk01",2010,5497,"dk",235999.77,291996.5625,75
"948","dk01",2011,5551,"dk",236157.77,297448.28125,75
"949","dk01",2012,5539,"dk",246118.59,308486.28125,75
"950","dk02",2000,1777,"dk",46386.3,11804.599609375,76
"951","dk02",2001,1800,"dk",48892.38,22151.83984375,76
"952","dk02",2002,1796,"dk",50991.44,30880.0546875,76
"953","dk02",2003,1781,"dk",51931.73,37543.7578125,76
"954","dk02",2004,1780,"dk",54019.27,46670.59375,76
"955","dk02",2005,1787,"dk",55689.11,54958.53515625,76
"956","dk02",2006,1842,"dk",58814.22,64786.375,76
"957","dk02",2007,1857,"dk",60144.82,71054.640625,76
"958","dk02",2008,1903,"dk",59806.07,77313.15625,76
"959","dk02",2009,1838,"dk",58646.7,79142.765625,76
"960","dk02",2010,1799,"dk",61335.37,79330.21875,76
"961","dk02",2011,1773,"dk",61537.34,81020.203125,76
"962","dk02",2012,1747,"dk",63200.71,81187.515625,76
"963","dk03",2000,3218,"dk",86857.06,21798.810546875,77
"964","dk03",2001,3223,"dk",89727.21,38469,77
"965","dk03",2002,3206,"dk",93136.14,55614.859375,77
"966","dk03",2003,3183,"dk",94935.05,71397,77
"967","dk03",2004,3163,"dk",97665.57,83910.0625,77
"968","dk03",2005,3198,"dk",98550.82,96761.3125,77
"969","dk03",2006,3245,"dk",106027.12,112863.5546875,77
"970","dk03",2007,3338,"dk",110677.53,127279.015625,77
"971","dk03",2008,3386,"dk",114970.76,139157.09375,77
"972","dk03",2009,3247,"dk",110410.41,143487.140625,77
"973","dk03",2010,3169,"dk",114534.13,145297.34375,77
"974","dk03",2011,3144,"dk",117069.25,148710.109375,77
"975","dk03",2012,3104,"dk",119135.79,152828.359375,77
"976","dk04",2000,3418,"dk",91542.99,23006.919921875,78
"977","dk04",2001,3425,"dk",95635.6,42765.203125,78
"978","dk04",2002,3478,"dk",99862.86,59612.53125,78
"979","dk04",2003,3431,"dk",100885.93,73038.9375,78
"980","dk04",2004,3423,"dk",103662.42,87987.0546875,78
"981","dk04",2005,3468,"dk",105079.44,102528.46875,78
"982","dk04",2006,3588,"dk",114187.1,118643.75,78
"983","dk04",2007,3655,"dk",118081.63,136076.953125,78
"984","dk04",2008,3699,"dk",123276.41,148037.59375,78
"985","dk04",2009,3560,"dk",121336.09,152952.765625,78
"986","dk04",2010,3480,"dk",121836.38,155828.0625,78
"987","dk04",2011,3479,"dk",126570.2,160292.9375,78
"988","dk04",2012,3458,"dk",128088.85,165638.40625,78
"989","dk05",2000,1533,"dk",41542.3,10530.0703125,79
"990","dk05",2001,1550,"dk",42896.1,20284.291015625,79
"991","dk05",2002,1547,"dk",45213.93,28057.20703125,79
"992","dk05",2003,1513,"dk",45939.27,34356.78515625,79
"993","dk05",2004,1504,"dk",46036.64,40406.90625,79
"994","dk05",2005,1498,"dk",46791.14,46038.08203125,79
"995","dk05",2006,1525,"dk",50236.11,52756.6796875,79
"996","dk05",2007,1578,"dk",52067.22,60323.2890625,79
"997","dk05",2008,1609,"dk",54251.6,67305.5078125,79
"998","dk05",2009,1553,"dk",52886.97,69367.421875,79
"999","dk05",2010,1523,"dk",53455.08,71686.109375,79
"1000","dk05",2011,1519,"dk",53756.6,73712.421875,79
"1001","dk05",2012,1516,"dk",55349.49,74567.25,79
"1002","el30",2000,8073.97,"el",168627.73,40985.51953125,81
"1003","el30",2001,8332.89,"el",178364.91,79755.78125,81
"1004","el30",2002,8752.15,"el",195275.72,114994.296875,81
"1005","el30",2003,8866.49,"el",213177.87,151148.328125,81
"1006","el30",2004,9302.98,"el",236225.45,179924.484375,81
"1007","el30",2005,9291.18,"el",245578.56,199315.15625,81
"1008","el30",2006,9463.88,"el",266704.88,227231.0625,81
"1009","el30",2007,9605.42,"el",287108.94,260046.296875,81
"1010","el30",2008,9813.36,"el",302261.67,287255.34375,81
"1011","el30",2009,9807.14,"el",303750.88,305039.375,81
"1012","el30",2010,9658.38,"el",286961.89,307253.5625,81
"1013","el30",2011,8921.31,"el",261682.06,298469.90625,81
"1014","el30",2012,8248.02,"el",241515.69,280787.1875,81
"1015","el41",2000,289.22,"el",4832.23,1277.7900390625,82
"1016","el41",2001,293.46,"el",5059.98,2427.71142578125,82
"1017","el41",2002,291.34,"el",5313.9,3468.8046875,82
"1018","el41",2003,308.08,"el",6215.2,4784.923828125,82
"1019","el41",2004,329.81,"el",6693.27,5943.6650390625,82
"1020","el41",2005,323.64,"el",7154.8,6665.84521484375,82
"1021","el41",2006,319.82,"el",7595.09,7505.318359375,82
"1022","el41",2007,336.61,"el",8335.69,8939.4404296875,82
"1023","el41",2008,343.13,"el",8981.68,10319.724609375,82
"1024","el41",2009,331.05,"el",8740.33,10275.6455078125,82
"1025","el41",2010,334.13,"el",8096.92,10317.2587890625,82
"1026","el41",2011,323.83,"el",7467.19,10256.7998046875,82
"1027","el41",2012,303.93,"el",6811.04,9947.849609375,82
"1028","el42",2000,577.09,"el",12319.77,2631.68994140625,83
"1029","el42",2001,563.75,"el",12785.05,5142.9365234375,83
"1030","el42",2002,579.93,"el",12991.9,7873.23583984375,83
"1031","el42",2003,597.67,"el",14666.6,10789.390625,83
"1032","el42",2004,594.71,"el",16057.06,12980.8017578125,83
"1033","el42",2005,603.87,"el",17089.82,14339.8212890625,83
"1034","el42",2006,608.92,"el",18056.13,16542.84765625,83
"1035","el42",2007,635.57,"el",19431.1,19233.740234375,83
"1036","el42",2008,668.96,"el",20948.03,22589.798828125,83
"1037","el42",2009,674.3,"el",19576.72,23610.9296875,83
"1038","el42",2010,660.25,"el",18406.96,23719.62109375,83
"1039","el42",2011,626.85,"el",16733.71,23363.95703125,83
"1040","el42",2012,629.64,"el",15410.91,22439.29296875,83
"1041","el43",2000,1143.77,"el",17350.19,4403.18994140625,84
"1042","el43",2001,1119.01,"el",18708.15,8153.38134765625,84
"1043","el43",2002,1116.24,"el",19958.08,11672.083984375,84
"1044","el43",2003,1144,"el",21852.26,16153.791015625,84
"1045","el43",2004,1180.87,"el",24235.55,20915.5625,84
"1046","el43",2005,1196.28,"el",24833.75,24099.66796875,84
"1047","el43",2006,1223.04,"el",26340.98,28371.4375,84
"1048","el43",2007,1262.15,"el",27760.37,35169.2421875,84
"1049","el43",2008,1257.38,"el",29690.23,40508.625,84
"1050","el43",2009,1258.25,"el",29179.87,42741.12109375,84
"1051","el43",2010,1222.48,"el",27340.19,43106.3515625,84
"1052","el43",2011,1172.36,"el",24461.46,41465.4296875,84
"1053","el43",2012,1086.65,"el",22348.02,38925.7265625,84
"1054","el51",2000,955.71,"el",14609.54,4532.89013671875,85
"1055","el51",2001,942.63,"el",15410.37,8649.20703125,85
"1056","el51",2002,966.12,"el",16572.03,12010.0263671875,85
"1057","el51",2003,974.05,"el",17859.87,15415.662109375,85
"1058","el51",2004,993.88,"el",19039.54,19137.392578125,85
"1059","el51",2005,988.23,"el",19714.4,21605.234375,85
"1060","el51",2006,1011.37,"el",20172.44,24845.75,85
"1061","el51",2007,1050.15,"el",22121.03,29202.146484375,85
"1062","el51",2008,1044.59,"el",23814.44,32649.875,85
"1063","el51",2009,1031.19,"el",23679.25,32715.564453125,85
"1064","el51",2010,1009.86,"el",23254.84,32467.8203125,85
"1065","el51",2011,933.38,"el",20546.53,31092.1875,85
"1066","el51",2012,903.89,"el",19141.96,29125.96875,85
"1067","el52",2000,3197.2,"el",50675.07,18321.380859375,86
"1068","el52",2001,3270.06,"el",54157.12,34274.01171875,86
"1069","el52",2002,3295.89,"el",57091.41,48201.1796875,86
"1070","el52",2003,3384.06,"el",62002.59,63803.29296875,86
"1071","el52",2004,3450.75,"el",67887.3,79782.3515625,86
"1072","el52",2005,3462.58,"el",68582.23,88654.4765625,86
"1073","el52",2006,3601.85,"el",73949.82,101198.09375,86
"1074","el52",2007,3650.27,"el",80082.44,118050.890625,86
"1075","el52",2008,3683.02,"el",84502.57,123673.15625,86
"1076","el52",2009,3639.8,"el",83404.66,123898.109375,86
"1077","el52",2010,3574.77,"el",77364.65,120786.234375,86
"1078","el52",2011,3295.95,"el",71481.18,114960.703125,86
"1079","el52",2012,3072.63,"el",65920.73,110822.78125,86
"1080","el53",2000,418.54,"el",7323.59,2818.88989257812,87
"1081","el53",2001,430.64,"el",7845.77,5496.04638671875,87
"1082","el53",2002,432.53,"el",8588.48,7472.26953125,87
"1083","el53",2003,418.85,"el",9562.91,9634.8486328125,87
"1084","el53",2004,422.89,"el",10221.94,11835.6416015625,87
"1085","el53",2005,412.31,"el",10557.74,13881.275390625,87
"1086","el53",2006,433.79,"el",10859.09,16095.9443359375,87
"1087","el53",2007,445.3,"el",11168.53,18466.732421875,87
"1088","el53",2008,453.98,"el",11039.64,21784.521484375,87
"1089","el53",2009,456.79,"el",11561.05,25864.09375,87
"1090","el53",2010,440.39,"el",11262.47,26249.98046875,87
"1091","el53",2011,421.99,"el",10818.66,27346.79296875,87
"1092","el53",2012,395.84,"el",10502.72,26062.443359375,87
"1093","el54",2000,543.07,"el",8430.56,2297.72998046875,88
"1094","el54",2001,528.85,"el",8888.66,4308.640625,88
"1095","el54",2002,560.26,"el",9728.52,6372.03466796875,88
"1096","el54",2003,559.36,"el",10555.8,8470.7490234375,88
"1097","el54",2004,584.33,"el",10944.52,10837.81640625,88
"1098","el54",2005,567.95,"el",11158.97,12659.1142578125,88
"1099","el54",2006,594.56,"el",11630.75,14730.4267578125,88
"1100","el54",2007,598.79,"el",12342.28,17047.302734375,88
"1101","el54",2008,609.85,"el",12869.42,19535.517578125,88
"1102","el54",2009,608.18,"el",12650.19,20693.2109375,88
"1103","el54",2010,572.14,"el",12359.88,20700.51953125,88
"1104","el54",2011,551.2,"el",11540.45,20096.412109375,88
"1105","el54",2012,528.71,"el",10492.27,18683.970703125,88
"1106","el61",2000,1140.88,"el",18572.77,6698.259765625,89
"1107","el61",2001,1162.4,"el",20000.86,12042.0908203125,89
"1108","el61",2002,1195.22,"el",21491.9,16571.91796875,89
"1109","el61",2003,1224.14,"el",24396.23,22044.580078125,89
"1110","el61",2004,1324.96,"el",25843.63,27207.013671875,89
"1111","el61",2005,1265.96,"el",25580.71,30179.662109375,89
"1112","el61",2006,1294.51,"el",27851.2,34355.44140625,89
"1113","el61",2007,1326.3,"el",29180.54,39326.6171875,89
"1114","el61",2008,1365.93,"el",30575.35,42658.953125,89
"1115","el61",2009,1351.3,"el",30013.64,44765.26171875,89
"1116","el61",2010,1314.03,"el",27300.11,43505.75390625,89
"1117","el61",2011,1235.58,"el",24987.26,41268.140625,89
"1118","el61",2012,1166.27,"el",23899.01,37853.078125,89
"1119","el62",2000,352.89,"el",6957.7,1665.64001464844,90
"1120","el62",2001,349.27,"el",7499.42,3342.6640625,90
"1121","el62",2002,352.99,"el",7597.28,4914.8447265625,90
"1122","el62",2003,378.12,"el",8673.7,6471.81787109375,90
"1123","el62",2004,374.51,"el",9239.64,8218.205078125,90
"1124","el62",2005,378.04,"el",9764.92,8992.2744140625,90
"1125","el62",2006,370.75,"el",10165,10434.0634765625,90
"1126","el62",2007,389.93,"el",10837.04,12349.6337890625,90
"1127","el62",2008,411.43,"el",11583.99,13637.5390625,90
"1128","el62",2009,409.83,"el",10809.79,13678.2578125,90
"1129","el62",2010,395.7,"el",10182.94,13763.96875,90
"1130","el62",2011,366.98,"el",8857.23,13444.25390625,90
"1131","el62",2012,366.61,"el",8336.67,12801.8759765625,90
"1132","el63",2000,1094.95,"el",17106.7,4292.2998046875,91
"1133","el63",2001,1079.17,"el",18078.89,8377.294921875,91
"1134","el63",2002,1107.26,"el",19851.63,12201.73046875,91
"1135","el63",2003,1124.51,"el",21624.37,16058.03125,91
"1136","el63",2004,1104.44,"el",23544.97,20187.076171875,91
"1137","el63",2005,1119.42,"el",24332.33,23050.14453125,91
"1138","el63",2006,1158.39,"el",26406.53,27093.392578125,91
"1139","el63",2007,1210.41,"el",27792.38,30913.734375,91
"1140","el63",2008,1211.81,"el",28462.08,35004.1640625,91
"1141","el63",2009,1182.04,"el",27560.7,39383.19921875,91
"1142","el63",2010,1175.22,"el",26651.98,39898.48828125,91
"1143","el63",2011,1112.65,"el",24012.7,38195.11328125,91
"1144","el63",2012,1011.73,"el",22441.85,35806.14453125,91
"1145","el64",2000,874.71,"el",19377.32,7554.009765625,92
"1146","el64",2001,850.98,"el",20459.69,14808.587890625,92
"1147","el64",2002,877.72,"el",21106.69,20122.259765625,92
"1148","el64",2003,921.4,"el",22644.27,26674.12109375,92
"1149","el64",2004,940.35,"el",23494.82,32384.58203125,92
"1150","el64",2005,956.55,"el",24387.64,35547.92578125,92
"1151","el64",2006,995.36,"el",24991.37,41575.78515625,92
"1152","el64",2007,987.25,"el",26236.68,46888.59765625,92
"1153","el64",2008,1003.83,"el",27384.3,49569.06640625,92
"1154","el64",2009,973.89,"el",26375.31,49212.67578125,92
"1155","el64",2010,964.64,"el",24842.65,49277.93359375,92
"1156","el64",2011,914.57,"el",23019.48,48113.34375,92
"1157","el64",2012,854.77,"el",21419.42,45204.01171875,92
"1158","el65",2000,876.77,"el",15990.91,5363.47998046875,93
"1159","el65",2001,875.98,"el",16937.38,9998.498046875,93
"1160","el65",2002,923.54,"el",17975.83,14348.5830078125,93
"1161","el65",2003,907.42,"el",19035.17,19272.78515625,93
"1162","el65",2004,899.47,"el",20142.35,24154.716796875,93
"1163","el65",2005,914.7,"el",20823.52,27440.349609375,93
"1164","el65",2006,962.93,"el",22326.42,31668.857421875,93
"1165","el65",2007,946.28,"el",24149.97,35601.20703125,93
"1166","el65",2008,964.65,"el",25233.09,38750.90625,93
"1167","el65",2009,970.33,"el",24979.2,39233.109375,93
"1168","el65",2010,970.58,"el",23487.68,40355.50390625,93
"1169","el65",2011,930.7,"el",21859.8,39990.66796875,93
"1170","el65",2012,883.81,"el",20491.01,37695.73828125,93
"1171","fi19",2000,2903.61,"fi",75774.92,20376.689453125,94
"1172","fi19",2001,2944.32,"fi",83095.48,37895.015625,94
"1173","fi19",2002,2975.9,"fi",84140.71,52761.76171875,94
"1174","fi19",2003,3032.94,"fi",86160.76,65626.765625,94
"1175","fi19",2004,3063.69,"fi",89225.81,77876.390625,94
"1176","fi19",2005,3129.45,"fi",93261.52,91380.3828125,94
"1177","fi19",2006,3178.06,"fi",96857.46,103276.2421875,94
"1178","fi19",2007,3262.71,"fi",106534.99,115621.125,94
"1179","fi19",2008,3333.27,"fi",111481.47,127417.515625,94
"1180","fi19",2009,3267.33,"fi",102450.48,134052.96875,94
"1181","fi19",2010,3221.61,"fi",106050.84,139670.25,94
"1182","fi19",2011,3314.32,"fi",112257.01,148018.703125,94
"1183","fi19",2012,3325.56,"fi",113149.01,156191.875,94
"1184","fi1b",2000,4232.13,"fi",128090.17,33640.1484375,95
"1185","fi1b",2001,4319.48,"fi",137981.24,63749.59375,95
"1186","fi1b",2002,4379.11,"fi",139384.88,89340.4453125,95
"1187","fi1b",2003,4317.67,"fi",139814.65,110912.1484375,95
"1188","fi1b",2004,4309.86,"fi",147215.92,131575.453125,95
"1189","fi1b",2005,4393.22,"fi",153127.97,151656.8125,95
"1190","fi1b",2006,4492.15,"fi",162613.87,172464.703125,95
"1191","fi1b",2007,4597.27,"fi",177809.93,198191.171875,95
"1192","fi1b",2008,4722.91,"fi",186444.64,220233.6875,95
"1193","fi1b",2009,4565.02,"fi",177654.08,234008.109375,95
"1194","fi1b",2010,4544.95,"fi",184043.04,246163.203125,95
"1195","fi1b",2011,4570.96,"fi",187239.54,254644.40625,95
"1196","fi1b",2012,4676.18,"fi",188166.55,263520,95
"1197","fi1c",2000,2557.98,"fi",69709.21,17588.25,96
"1198","fi1c",2001,2621.06,"fi",73091.66,35168.6640625,96
"1199","fi1c",2002,2658.4,"fi",75894.75,46935.17578125,96
"1200","fi1c",2003,2666.75,"fi",76760.18,59490.1875,96
"1201","fi1c",2004,2672.13,"fi",81065.12,70073.171875,96
"1202","fi1c",2005,2701.34,"fi",82658.37,80931.796875,96
"1203","fi1c",2006,2723.39,"fi",85314.03,90037.828125,96
"1204","fi1c",2007,2762.38,"fi",91701.34,100423.5,96
"1205","fi1c",2008,2820.13,"fi",94170.35,109919.609375,96
"1206","fi1c",2009,2752.87,"fi",85844.21,113783.4453125,96
"1207","fi1c",2010,2717.23,"fi",86317.99,116741.8515625,96
"1208","fi1c",2011,2734.37,"fi",92537,121444.7265625,96
"1209","fi1c",2012,2730.53,"fi",94376.97,125860.609375,96
"1210","fi1d",2000,2634.01,"fi",67461.5,19040.060546875,97
"1211","fi1d",2001,2670.92,"fi",69801.39,35708.703125,97
"1212","fi1d",2002,2710.86,"fi",73171.83,49860.859375,97
"1213","fi1d",2003,2726.96,"fi",75981.32,62474.390625,97
"1214","fi1d",2004,2771.16,"fi",79794.74,75666.9296875,97
"1215","fi1d",2005,2786.61,"fi",82024.41,86350.0234375,97
"1216","fi1d",2006,2829,"fi",85705.63,96606.3828125,97
"1217","fi1d",2007,2881.9,"fi",91580.07,108781.234375,97
"1218","fi1d",2008,2930.31,"fi",94891.8,121850.2421875,97
"1219","fi1d",2009,2853.58,"fi",85646.66,128408.2890625,97
"1220","fi1d",2010,2861.43,"fi",89778.38,133505.109375,97
"1221","fi1d",2011,2892.9,"fi",94380.19,141067.390625,97
"1222","fi1d",2012,2898.59,"fi",95825.5,146544.875,97
"1223","fi20",2000,85.22,"fi",2040.07,450.100006103516,98
"1224","fi20",2001,90.62,"fi",2438.17,875.14501953125,98
"1225","fi20",2002,88.95,"fi",2477.15,1245.26330566406,98
"1226","fi20",2003,92.41,"fi",2502.58,1415.8837890625,98
"1227","fi20",2004,90.7,"fi",2587.74,2162.27124023438,98
"1228","fi20",2005,95.83,"fi",2652.18,2917.48071289062,98
"1229","fi20",2006,101.8,"fi",2722.76,2907.1884765625,98
"1230","fi20",2007,98.3,"fi",2787.94,3156.42016601562,98
"1231","fi20",2008,98.16,"fi",2757.69,4047.6669921875,98
"1232","fi20",2009,96.07,"fi",2905.57,4199.5068359375,98
"1233","fi20",2010,94.33,"fi",2903.6,4239.41064453125,98
"1234","fi20",2011,96.29,"fi",2985.18,5314.619140625,98
"1235","fi20",2012,95.13,"fi",3244.55,5995.08642578125,98
"1236","fr10",2000,23770.98,"fr",1109745.68,264132,100
"1237","fr10",2001,23939.31,"fr",1150775.74,500758.28125,100
"1238","fr10",2002,23894.52,"fr",1193988.89,705032.875,100
"1239","fr10",2003,23652.9,"fr",1218386.62,885709.875,100
"1240","fr10",2004,23725.87,"fr",1258106.31,1052402.375,100
"1241","fr10",2005,23996.3,"fr",1311110.91,1213364.5,100
"1242","fr10",2006,24326.1,"fr",1354926.4,1372536.375,100
"1243","fr10",2007,24741.65,"fr",1456923.14,1540691.5,100
"1244","fr10",2008,24621.94,"fr",1571767.55,1716803.875,100
"1245","fr10",2009,24428.45,"fr",1520524.66,1823857.25,100
"1246","fr10",2010,24413.87,"fr",1611779.89,1945055.875,100
"1247","fr10",2011,24574.13,"fr",1621627.89,2059846.5,100
"1248","fr10",2012,24924.33,"fr",1658086.07,2165424,100
"1249","fr21",2000,2227.16,"fr",78958.1,18863.400390625,101
"1250","fr21",2001,2243.77,"fr",79615.19,34949.2890625,101
"1251","fr21",2002,2246.84,"fr",81182.08,48437.49609375,101
"1252","fr21",2003,2216.13,"fr",82172.61,60220.97265625,101
"1253","fr21",2004,2211.76,"fr",87206.11,71996.7265625,101
"1254","fr21",2005,2206.28,"fr",88118.53,82648.515625,101
"1255","fr21",2006,2213.58,"fr",90472.37,93184.8359375,101
"1256","fr21",2007,2226.78,"fr",94996.06,104232.7109375,101
"1257","fr21",2008,2196.84,"fr",93847.52,113953.203125,101
"1258","fr21",2009,2168.7,"fr",89369.62,119425.0234375,101
"1259","fr21",2010,2175.4,"fr",89882.92,123989.3671875,101
"1260","fr21",2011,2162.52,"fr",95285.74,129779.4609375,101
"1261","fr21",2012,2226.34,"fr",93480.35,134511.546875,101
"1262","fr22",2000,2788.11,"fr",97543.34,23199.900390625,102
"1263","fr22",2001,2817.49,"fr",100815.66,43613.21484375,102
"1264","fr22",2002,2833.33,"fr",103314.96,60878.53515625,102
"1265","fr22",2003,2813.27,"fr",106140.65,76292.7578125,102
"1266","fr22",2004,2802.74,"fr",108319.64,90517.046875,102
"1267","fr22",2005,2806.76,"fr",110929.96,103771.9921875,102
"1268","fr22",2006,2823.71,"fr",113389.67,116601.1953125,102
"1269","fr22",2007,2851.99,"fr",119217.6,129969.015625,102
"1270","fr22",2008,2835.16,"fr",118817.92,142194.765625,102
"1271","fr22",2009,2774.32,"fr",115210.8,149636.15625,102
"1272","fr22",2010,2766.39,"fr",116751.73,156140.03125,102
"1273","fr22",2011,2752.49,"fr",120020.09,162979.53125,102
"1274","fr22",2012,2843.89,"fr",121307.03,169317.296875,102
"1275","fr23",2000,2898.03,"fr",103553.8,24370.19921875,103
"1276","fr23",2001,2909.05,"fr",106478.67,45707.26953125,103
"1277","fr23",2002,2935.69,"fr",108904.79,63735.98046875,103
"1278","fr23",2003,2926.95,"fr",112048.59,79800.28125,103
"1279","fr23",2004,2918.79,"fr",116040.32,95048.3359375,103
"1280","fr23",2005,2930.98,"fr",118784.07,109275.1875,103
"1281","fr23",2006,2959.14,"fr",122617.86,123337.5078125,103
"1282","fr23",2007,3009.93,"fr",129950.07,138044.984375,103
"1283","fr23",2008,2989.74,"fr",128379.46,150552.734375,103
