"","year","sic4dig","id","go","m","l","k","sic3dig","sic2dig","minyear","maxyear","countyear","va","lnvaOl","lnk"
"1431",86,3117,11223,22987.232421875,12885.91015625,32,2793.21875,311,31,79,86,8,10101.322265625,5.75468587875366,7.93494987487793
"1432",83,3117,11223,7959.0048828125,4455.4208984375,17,3140.63916015625,311,31,79,86,8,3503.583984375,5.32832860946655,8.05218124389648
"1433",79,3551,11313,116495.7421875,56828.52734375,42,25958.443359375,355,35,79,86,8,59667.21484375,7.25886821746826,10.164252281189
"1434",84,3551,11313,90925.0546875,60422.94921875,36,29562.03125,355,35,79,86,8,30502.10546875,6.74203205108643,10.2942457199097
"1435",83,3551,11313,95686.4609375,58024.88671875,37,31218.38671875,355,35,79,86,8,37661.57421875,6.92547750473022,10.348762512207
"1436",82,3551,11313,51490.53515625,21104.60546875,30,34156.578125,355,35,79,86,8,30385.9296875,6.92053747177124,10.4387102127075
"1437",80,3551,11313,90630.8515625,31443,41,31755.96875,355,35,79,86,8,59187.8515625,7.27489948272705,10.3658361434937
"1438",86,3551,11313,119153.2265625,81045.90625,42,27584.18359375,355,35,79,86,8,38107.3203125,6.81049203872681,10.2249975204468
"1439",85,3551,11313,102958.515625,66567.0625,39,27569.291015625,355,35,79,86,8,36391.453125,6.83852767944336,10.2244577407837
"1440",81,3551,11313,75730.7890625,26799.392578125,41,34811.32421875,355,35,79,86,8,48931.3984375,7.08460235595703,10.4576978683472
"1441",80,3420,11349,27529.7265625,7921,21,5921.3759765625,342,34,79,86,8,19608.7265625,6.83920764923096,8.68632411956787
"1442",86,3420,11349,24891.08984375,14008.6796875,25,6976.76416015625,342,34,79,86,8,10882.41015625,6.07602739334106,8.85034084320068
"1443",84,3420,11349,19250.14453125,9333.69921875,20,7947.9326171875,342,34,79,86,8,9916.4453125,6.20621728897095,8.98066711425781
"1444",83,3420,11349,18297.982421875,8090.7294921875,17,4221.41748046875,342,34,79,86,8,10207.2529296875,6.39764070510864,8.34792613983154
"1445",82,3420,11349,17224.408203125,5172.8955078125,17,4722.00830078125,342,34,79,86,8,12051.5126953125,6.5637321472168,8.45998954772949
"1446",85,3420,11349,18812.53515625,10681.52734375,22,7109.81494140625,342,34,79,86,8,8131.0078125,5.91239786148071,8.86923122406006
"1447",81,3420,11349,26870.142578125,5781.84423828125,20,5285.70068359375,342,34,79,86,8,21088.298828125,6.96074151992798,8.57276058197021
"1448",79,3420,11349,28322.19921875,6948.005859375,30,6639.36962890625,342,34,79,86,8,21374.193359375,6.56874227523804,8.80077266693115
"1449",86,3117,11412,5751.91455078125,2156.19555664062,14,3850.5185546875,311,31,79,86,8,3595.71899414062,5.54844188690186,8.25596332550049
"1450",85,3117,11412,9676.4951171875,6753.333984375,10,4274.9541015625,311,31,79,86,8,2923.1611328125,5.6778359413147,8.36052894592285
"1451",83,3117,11412,11215.16015625,4880.6162109375,14,5279.12158203125,311,31,79,86,8,6334.5439453125,6.11471557617188,8.57151508331299
"1452",80,3117,11412,7984,4979,15,7194.55322265625,311,31,79,86,8,3005,5.29998254776001,8.88107967376709
"1453",82,3117,11412,9155.7646484375,4633.89794921875,12,5803.1943359375,311,31,79,86,8,4521.86669921875,5.93177366256714,8.66616344451904
"1454",81,3117,11412,11879.833984375,5395.36962890625,16,6459.3076171875,311,31,79,86,8,6484.46435546875,6.00457572937012,8.77327728271484
"1455",84,3117,11412,5391.27001953125,3586.34838867188,11,4749.1015625,311,31,79,86,8,1804.92163085938,5.10037708282471,8.46571063995361
"1456",79,3117,11412,15979.8779296875,12249.8125,21,8019.2802734375,311,31,79,86,8,3730.0654296875,5.17965841293335,8.98960399627686
"1457",80,3833,11439,79153.2421875,33311,51,8679.8974609375,383,38,79,86,8,45842.2421875,6.80113554000854,9.06876468658447
"1458",81,3833,11439,79868.6171875,40657.7734375,45,8654.75390625,383,38,79,86,8,39210.84375,6.77004623413086,9.06586360931396
"1459",84,3833,11439,34150.99609375,19014.404296875,17,7052.45068359375,383,38,79,86,8,15136.591796875,6.79165697097778,8.8611307144165
"1460",83,3833,11439,23821.509765625,12235.0302734375,20,7547.71484375,383,38,79,86,8,11586.4794921875,6.36186170578003,8.92899990081787
"1461",85,3833,11439,24523.73046875,13266.794921875,19,6555.2255859375,383,38,79,86,8,11256.935546875,6.38430070877075,8.78801822662354
"1462",82,3833,11439,46443.9140625,15306.2236328125,34,8195.5078125,383,38,79,86,8,31137.69140625,6.81981372833252,9.0113410949707
"1463",79,3833,11439,86669.453125,48190.2421875,61,7985.53759765625,383,38,79,86,8,38479.2109375,6.44699954986572,8.98538780212402
"1464",86,3833,11439,28246.5,18216.0625,17,4880.06201171875,383,38,79,86,8,10030.4375,6.38016605377197,8.49291324615479
"1465",79,3693,11511,12375.0791015625,3841.68310546875,15,8226.7705078125,369,36,79,86,8,8533.396484375,6.34369277954102,9.01514911651611
"1466",84,3693,11511,18625.064453125,8124.37158203125,18,6440.8759765625,369,36,79,86,8,10500.693359375,6.36882495880127,8.77042007446289
"1467",80,3693,11511,15715.0146484375,8095,18,7600.6552734375,369,36,79,86,8,7620.0146484375,6.04816198348999,8.93598937988281
"1468",81,3693,11511,24606.01171875,13084.0126953125,19,7483.92626953125,369,36,79,86,8,11521.9990234375,6.40757465362549,8.92051315307617
"1469",86,3693,11511,13115.60546875,5461.54736328125,16,6284.30908203125,369,36,79,86,8,7654.05810546875,6.17040252685547,8.74581146240234
"1470",83,3693,11511,12302.4560546875,6939.4892578125,15,7063.1767578125,369,36,79,86,8,5362.966796875,5.87922239303589,8.86264991760254
"1471",85,3693,11511,15522.3896484375,6370.9697265625,17,6285.279296875,369,36,79,86,8,9151.419921875,6.28845119476318,8.7459659576416
"1472",82,3693,11511,12017.3837890625,5499.53515625,16,6881.69482421875,369,36,79,86,8,6517.8486328125,6.00971078872681,8.83662033081055
"1473",82,3693,11529,21600.123046875,9060.0341796875,25,754.783569335938,369,36,79,86,8,12540.0888671875,6.21781015396118,6.62643098831177
"1474",85,3693,11529,22788.728515625,13938.203125,33,1375.27380371094,369,36,79,86,8,8850.525390625,5.59172439575195,7.22640800476074
"1475",81,3693,11529,41971.12109375,13865.890625,40,839.005493164062,369,36,79,86,8,28105.23046875,6.55483150482178,6.73221731185913
"1476",79,3693,11529,16933.6796875,5561.2001953125,23,144.89404296875,369,36,79,86,8,11372.4794921875,6.20345735549927,4.97600269317627
"1477",80,3693,11529,24654.37890625,8644,27,133.757583618164,369,36,79,86,8,16010.37890625,6.38515567779541,4.89602899551392
"1478",84,3693,11529,19813.734375,9608.462890625,14,607.237670898438,369,36,79,86,8,10205.271484375,6.59160232543945,6.40892028808594
"1479",83,3693,11529,17088.365234375,7797.1787109375,14,677.677734375,369,36,79,86,8,9291.1865234375,6.49776411056519,6.51867198944092
"1480",86,3693,11529,32278.54296875,22911.8203125,43,1816.35766601562,369,36,79,86,8,9366.72265625,5.38371849060059,7.50458860397339
"1481",86,3212,11565,35990.46875,19071.169921875,26,5452.57958984375,321,32,79,86,8,16919.298828125,6.47811365127563,8.60384368896484
"1482",82,3212,11565,11301.1240234375,5061.17236328125,17,6823.9599609375,321,32,79,86,8,6239.95166015625,5.90551424026489,8.82819557189941
"1483",84,3212,11565,19831.5234375,8604.1337890625,16,5756.48681640625,321,32,79,86,8,11227.3896484375,6.55352306365967,8.65808296203613
"1484",83,3212,11565,20061.03515625,5994.62255859375,15,6118.3837890625,321,32,79,86,8,14066.412109375,6.84349489212036,8.71905326843262
"1485",79,3212,11565,20585.095703125,4107.6376953125,20,8654.2861328125,321,32,79,86,8,16477.45703125,6.71401643753052,9.06581020355225
"1486",80,3212,11565,14092.6640625,2851,20,7959.1884765625,321,32,79,86,8,11241.6640625,6.33164978027344,8.98208236694336
"1487",81,3212,11565,34666.03515625,10147.6025390625,20,7353.63623046875,321,32,79,86,8,24518.43359375,7.11144828796387,8.90295028686523
"1488",85,3212,11565,29007.955078125,10655.38671875,19,5537.0185546875,321,32,79,86,8,18352.568359375,6.87308597564697,8.61921119689941
"1489",86,3521,11574,632808.75,614207.5625,116,177953.828125,352,35,79,86,8,18601.1875,5.07739067077637,12.0892791748047
"1490",81,3521,11574,694414.8125,461391.625,186,207373.34375,352,35,79,86,8,233023.1875,7.1331467628479,12.2422761917114
"1491",80,3551,11574,683670.25,504596,176,206227.515625,352,35,79,86,8,179074.25,6.92507171630859,12.2367353439331
"1492",79,3521,11574,638002.0625,368872.1875,179,175142.375,352,35,79,86,8,269129.875,7.31556367874146,12.0733547210693
"1493",85,3521,11574,614833.375,490468.5625,166,189073.671875,352,35,79,86,8,124364.8125,6.6189866065979,12.1498918533325
"1494",84,3521,11574,572746.5625,488738.96875,151,187110.578125,352,35,79,86,8,84007.59375,6.32138252258301,12.1394548416138
"1495",83,3521,11574,587863.0625,513113.71875,147,192888.0625,352,35,79,86,8,74749.34375,6.23146295547485,12.1698656082153
"1496",82,3521,11574,573782.6875,423649.03125,148,200804.390625,352,35,79,86,8,150133.65625,6.92206907272339,12.2100868225098
"1497",83,3514,11592,1708549.5,896315.75,240,518579.0625,351,35,79,86,8,812233.75,8.12690448760986,13.1588478088379
"1498",82,3514,11592,1089019.25,717544.5,240,389560.09375,351,35,79,86,8,371474.75,7.34459733963013,12.8727731704712
"1499",84,3514,11592,2317460,1476111.375,266,502830.0625,351,35,79,86,8,841348.625,8.05926513671875,13.1280078887939
"1500",86,3514,11592,3160370.25,1842514.5,313,561333,351,35,79,86,8,1317855.75,8.34531307220459,13.2380695343018
"1501",79,3514,11592,1082060.875,475067.59375,223,485940.125,351,35,79,86,8,606993.25,7.9091010093689,13.0938405990601
"1502",80,3514,11592,981302.4375,601734,270,460799.78125,351,35,79,86,8,379568.4375,7.24836826324463,13.0407190322876
"1503",81,3514,11592,1161492.5,978225.125,269,421703.25,351,35,79,86,8,183267.375,6.52399015426636,12.9520568847656
"1504",85,3514,11592,2138596.75,1419719.5,293,527080.375,351,35,79,86,8,718877.25,7.80527305603027,13.1751079559326
"1505",83,3117,11646,10309.82421875,7341.79296875,14,2193.30346679688,311,31,79,86,8,2968.03125,5.35659694671631,7.69316434860229
"1506",81,3117,11646,12876.703125,7785.61376953125,12,3013.529296875,311,31,79,86,8,5091.08935546875,6.05034065246582,8.01086711883545
"1507",85,3117,11646,17976.419921875,13109.4130859375,20,1746.43041992188,311,31,79,86,8,4867.0068359375,5.49450206756592,7.46532917022705
"1508",82,3117,11646,12233.548828125,8407.025390625,16,2581.7978515625,311,31,79,86,8,3826.5234375,5.47712326049805,7.85624122619629
"1509",86,3117,11646,15401.9384765625,11097.6767578125,20,1455.04553222656,311,31,79,86,8,4304.26171875,5.3716287612915,7.28279256820679
"1510",79,3117,11646,16005.4072265625,6737.1953125,11,3633.33935546875,311,31,79,86,8,9268.2119140625,6.73645067214966,8.19790744781494
"1511",80,3117,11646,11457,7198,15,3229.03051757812,311,31,79,86,8,4259,5.64873933792114,8.07993698120117
"1512",84,3117,11646,11904.478515625,8313.5869140625,16,2030.50024414062,311,31,79,86,8,3590.8916015625,5.41356706619263,7.61603736877441
"1513",85,3117,11664,7941.869140625,5481.638671875,15,758.759460449219,311,31,79,86,8,2460.23046875,5.09996032714844,6.63168478012085
"1514",84,3117,11664,8139.3115234375,5934.892578125,15,816.15625,311,31,79,86,8,2204.4189453125,4.99016904830933,6.70460605621338
"1515",83,3117,11664,8052.6103515625,5227.5546875,15,681.820678710938,311,31,79,86,8,2825.0556640625,5.23823308944702,6.52476692199707
"1516",82,3117,11664,2952.470703125,1684.44860839844,13,774.521545410156,311,31,79,86,8,1268.02209472656,4.5802640914917,6.65224552154541
"1517",80,3117,11664,9053,5472,16,770.058288574219,311,31,79,86,8,3581,5.41080856323242,6.64646625518799
"1518",79,3117,11664,8869.349609375,6163.21630859375,16,665.174743652344,311,31,79,86,8,2706.13330078125,5.13068723678589,6.50004959106445
"1519",86,3117,11664,8816.2197265625,6035.208984375,16,662.971130371094,311,31,79,86,8,2781.0107421875,5.15798091888428,6.49673128128052
"1520",81,3117,11664,8252.1787109375,4843.9970703125,15,879.898193359375,311,31,79,86,8,3408.181640625,5.42588376998901,6.77980613708496
"1521",81,3529,11682,301033.5625,140120.40625,74,37436.45703125,352,35,79,86,8,160913.15625,7.68455505371094,10.5304002761841
"1522",79,3529,11682,219435.25,111543.734375,68,40491.52734375,352,35,79,86,8,107891.515625,7.36937379837036,10.608847618103
"1523",84,3529,11682,223005.046875,142308.859375,80,22482.095703125,352,35,79,86,8,80696.1875,6.91641998291016,10.0204744338989
"1524",83,3529,11682,240692.59375,121345.0859375,76,22397.71875,352,35,79,86,8,119347.5078125,7.3590612411499,10.0167140960693
"1525",86,3529,11682,233435.421875,166978.1875,100,24278.03125,352,35,79,86,8,66457.234375,6.49914360046387,10.0973272323608
"1526",80,3529,11682,255501.609375,101350,69,38083.53125,352,35,79,86,8,154151.609375,7.711585521698,10.5475368499756
"1527",82,3529,11682,252635.84375,110679.765625,82,35929.09375,352,35,79,86,8,141956.078125,7.45655393600464,10.4893026351929
"1528",85,3529,11682,218457.90625,113529.671875,103,24738.482421875,352,35,79,86,8,104928.234375,6.92630290985107,10.1161155700684
"1529",83,3831,11709,228965.875,69728.296875,121,65251.515625,383,38,79,86,8,159237.578125,7.18236207962036,11.0860042572021
"1530",85,3831,11709,302411.15625,89244.1171875,147,64309.37109375,383,38,79,86,8,213167.03125,7.27939891815186,11.071460723877
"1531",80,3831,11709,331654.5,208050,180,67241.6640625,383,38,79,86,8,123604.5,6.53188514709473,11.1160478591919
"1532",86,3831,11709,433168.25,109652.5,179,61219.59765625,383,38,79,86,8,323515.75,7.49961709976196,11.0222225189209
"1533",82,3831,11709,238155.75,118969.421875,127,66078.3046875,383,38,79,86,8,119186.328125,6.84425640106201,11.0985956192017
"1534",81,3831,11709,331352.625,148162.359375,165,64225.98828125,383,38,79,86,8,183190.265625,7.01233530044556,11.0701627731323
"1535",79,3831,11709,361017.46875,153363.765625,167,68601.0078125,383,38,79,86,8,207653.703125,7.12563323974609,11.1360626220703
"1536",84,3831,11709,247288.15625,63071.8515625,117,67928.484375,383,38,79,86,8,184216.3125,7.36169195175171,11.1262111663818
"1537",83,3117,11754,9247.37109375,4596.283203125,13,2304.23706054688,311,31,79,86,8,4651.087890625,5.87990713119507,7.74250507354736
"1538",86,3117,11754,8495.53125,4181.56005859375,12,1859.17895507812,311,31,79,86,8,4313.97119140625,5.8847074508667,7.5278902053833
"1539",80,3117,11754,7656,4427,12,3149.39086914062,311,31,79,86,8,3229,5.59502124786377,8.05496406555176
"1540",84,3117,11754,8805.470703125,4537.71875,13,2040.10180664062,311,31,79,86,8,4267.751953125,5.79389333724976,7.62075519561768
"1541",82,3117,11754,9533.4755859375,5545.0791015625,13,2610.71215820312,311,31,79,86,8,3988.396484375,5.72619533538818,7.86737823486328
"1542",79,3117,11754,6376.90283203125,4946.70361328125,12,3480.0546875,311,31,79,86,8,1430.19921875,4.78066253662109,8.15480327606201
