"","year","sic4dig","id","go","m","l","k","sic3dig","sic2dig","minyear","maxyear","countyear","va","lnvaOl","lnk"
"6400",79,3117,52083,37417.61328125,22316.623046875,54,8893.9990234375,311,31,79,86,8,15100.990234375,5.63353157043457,9.09313201904297
"6401",80,3419,52128,17916.19140625,7324,27,54782.125,341,34,79,86,8,10592.19140625,5.97203540802002,10.9111194610596
"6402",85,3419,52128,19387.078125,7740.7412109375,28,32095.337890625,341,34,79,86,8,11646.3369140625,6.03054237365723,10.3764657974243
"6403",83,3419,52128,12312.5361328125,4909.78173828125,17,39288.75390625,341,34,79,86,8,7402.75439453125,6.07639408111572,10.5786933898926
"6404",81,3419,52128,16852.087890625,6936.44873046875,21,49401.37109375,341,34,79,86,8,9915.638671875,6.15734624862671,10.8077335357666
"6405",82,3419,52128,15567.4306640625,5139.52880859375,17,44059.9921875,341,34,79,86,8,10427.90234375,6.41902685165405,10.6933078765869
"6406",79,3419,52128,20038.091796875,6777.091796875,24,62095.328125,341,34,79,86,8,13261,6.31452894210815,11.0364255905151
"6407",84,3419,52128,13709.4599609375,7783.60791015625,28,35887.046875,341,34,79,86,8,5925.85205078125,5.35487508773804,10.4881315231323
"6408",86,3419,52128,20091.2421875,10325.490234375,34,28740.4140625,341,34,79,86,8,9765.751953125,5.66027641296387,10.2660598754883
"6409",84,3213,52164,7303.42919921875,5530.216796875,20,2853.53125,321,32,79,86,8,1773.21240234375,4.48481559753418,7.95631265640259
"6410",81,3213,52164,13553.91796875,7336.51708984375,26,2662.60034179688,321,32,79,86,8,6217.40087890625,5.47701072692871,7.88705825805664
"6411",82,3213,52164,6931.12158203125,3324.25415039062,16,2420.8623046875,321,32,79,86,8,3606.86743164062,5.4180064201355,7.79187917709351
"6412",83,3213,52164,9942.3857421875,7092.41845703125,10,3147.37646484375,321,32,79,86,8,2849.96728515625,5.65247774124146,8.05432415008545
"6413",80,3213,52164,15245.9033203125,8176,22,3035.93115234375,321,32,79,86,8,7069.9033203125,5.77255964279175,8.01827335357666
"6414",79,3213,52164,12239.5283203125,7265.59521484375,19,2268.1337890625,321,32,79,86,8,4973.93310546875,5.56752729415894,7.72671270370483
"6415",86,3213,52164,12807.783203125,6922.15625,24,7086.5986328125,321,32,79,86,8,5885.626953125,5.50221490859985,8.8659610748291
"6416",85,3213,52164,9495.6669921875,4995.04052734375,23,2587.53686523438,321,32,79,86,8,4500.62646484375,5.2764778137207,7.85846185684204
"6417",83,3220,52326,75004.5,23242.279296875,90,26612.42578125,322,32,79,86,8,51762.21875,6.35460615158081,10.189133644104
"6418",84,3220,52326,103870.2109375,35511.390625,107,25918.373046875,322,32,79,86,8,68358.8203125,6.45969724655151,10.1627073287964
"6419",79,3220,52326,78840.9296875,24255.115234375,90,2771.109375,322,32,79,86,8,54585.8125,6.40771961212158,7.92700290679932
"6420",81,3220,52326,108109.2890625,23018.734375,92,8531.1025390625,322,32,79,86,8,85090.5546875,6.82968282699585,9.05147361755371
"6421",80,3220,52326,88198.2890625,22480,97,6624.40771484375,322,32,79,86,8,65718.2890625,6.51842164993286,8.79851627349854
"6422",85,3220,52326,111757.8203125,35701.875,118,24889.087890625,322,32,79,86,8,76055.9453125,6.46853971481323,10.122184753418
"6423",82,3220,52326,70190.625,15074.9892578125,79,27905.357421875,322,32,79,86,8,55115.63671875,6.5477409362793,10.2365741729736
"6424",86,3220,52326,148628.9375,32303.1875,146,24508.46484375,322,32,79,86,8,116325.75,6.68054294586182,10.1067733764648
"6425",84,3117,52335,16661.271484375,9977.2734375,16,2028.15661621094,311,31,79,86,8,6683.998046875,6.03488302230835,7.61488246917725
"6426",82,3117,52335,17734.052734375,8604.859375,17,2608.83911132812,311,31,79,86,8,9129.193359375,6.28601932525635,7.86666059494019
"6427",80,3117,52335,11872.87890625,7546,19,3155.31005859375,311,31,79,86,8,4326.87890625,5.42816257476807,8.05684185028076
"6428",85,3117,52335,15539.1376953125,9048.939453125,19,1797.56018066406,311,31,79,86,8,6490.1982421875,5.83360958099365,7.49418544769287
"6429",86,3117,52335,17438.943359375,10519.3154296875,17,1638.37109375,311,31,79,86,8,6919.6279296875,6.00890398025513,7.40145778656006
"6430",81,3117,52335,12869.8828125,8919.1513671875,16,2768.37817382812,311,31,79,86,8,3950.7314453125,5.50906705856323,7.92601680755615
"6431",79,3117,52335,13228.109375,8972.62109375,17,3611.74877929688,311,31,79,86,8,4255.48828125,5.52275133132935,8.1919469833374
"6432",83,3117,52335,14766.1435546875,5543.1904296875,17,2293.27075195312,311,31,79,86,8,9222.953125,6.29623699188232,7.73773431777954
"6433",82,3233,52344,61116.671875,28761.21484375,55,8118.291015625,323,32,79,86,8,32355.45703125,6.37720489501953,9.00187492370605
"6434",80,3233,52344,44660.59375,18550,46,1620.47338867188,323,32,79,86,8,26110.59375,6.34145498275757,7.39047336578369
"6435",79,3233,52344,25571.10546875,15731.1796875,42,1212.96398925781,323,32,79,86,8,9839.92578125,5.45653390884399,7.10082244873047
"6436",86,3233,52344,42206.7265625,20756.103515625,77,8133.38623046875,323,32,79,86,8,21450.623046875,5.62970352172852,9.00373268127441
"6437",83,3233,52344,26190.205078125,13813.5126953125,55,7521.498046875,323,32,79,86,8,12376.6923828125,5.41623735427856,8.92552089691162
"6438",84,3233,52344,36797.765625,22339.0234375,71,7674.13232421875,323,32,79,86,8,14458.7421875,5.31637477874756,8.94561004638672
"6439",85,3233,52344,40699.2734375,21942.716796875,60,7946.62548828125,323,32,79,86,8,18756.556640625,5.74495410919189,8.98050308227539
"6440",81,3233,52344,73329.8828125,33246.33984375,60,8777.3623046875,323,32,79,86,8,40083.54296875,6.50437641143799,9.07993125915527
"6441",84,3213,52398,20109.546875,14010.51171875,24,6297.48828125,321,32,79,86,8,6099.03515625,5.53783226013184,8.74790573120117
"6442",79,3213,52398,7638.63330078125,6321.310546875,17,830.153198242188,321,32,79,86,8,1317.32275390625,4.35014343261719,6.7216100692749
"6443",82,3213,52398,14278.1767578125,5728.13525390625,18,4960.25732421875,321,32,79,86,8,8550.041015625,6.16331958770752,8.50921249389648
"6444",81,3213,52398,24317.77734375,5271.36181640625,19,1380.37890625,321,32,79,86,8,19046.416015625,6.91019535064697,7.23011350631714
"6445",86,3213,52398,20033.458984375,9510.025390625,23,8599.853515625,321,32,79,86,8,10523.43359375,6.12586545944214,9.0595006942749
"6446",83,3213,52398,18092.41015625,12532.4423828125,25,3958.34155273438,321,32,79,86,8,5559.9677734375,5.40447187423706,8.2835807800293
"6447",80,3213,52398,12457.4482421875,10912,17,910.620300292969,321,32,79,86,8,1545.4482421875,4.5098557472229,6.81412601470947
"6448",85,3213,52398,17370.541015625,7440.45654296875,22,9224.2568359375,321,32,79,86,8,9930.083984375,6.11228179931641,9.1295919418335
"6449",81,3117,52416,4787.31787109375,1872.55029296875,20,2971.03344726562,311,31,79,86,8,2914.767578125,4.98181295394897,7.99666500091553
"6450",80,3117,52416,5982.75927734375,2348,18,3237.97241210938,311,31,79,86,8,3634.75927734375,5.30792617797852,8.08270263671875
"6451",79,3117,52416,6008.955078125,2697.83544921875,17,3541.72583007812,311,31,79,86,8,3311.11962890625,5.27182817459106,8.1723690032959
"6452",84,3117,52416,3964.908203125,1891.97241210938,17,2340.61474609375,311,31,79,86,8,2072.93579101562,4.80350780487061,7.75816869735718
"6453",86,3117,52416,4690.234375,2121.28637695312,17,2025.50219726562,311,31,79,86,8,2568.94799804688,5.01803827285767,7.61357307434082
"6454",82,3117,52416,4715.43505859375,1493.27172851562,17,2735.40673828125,311,31,79,86,8,3222.16333007812,5.24459505081177,7.91403532028198
"6455",83,3117,52416,4251.4287109375,2033.37268066406,17,2526.53173828125,311,31,79,86,8,2218.05615234375,4.87117290496826,7.83460283279419
"6456",85,3117,52416,4634.486328125,2355.154296875,17,2174.4892578125,311,31,79,86,8,2279.33203125,4.89842414855957,7.68454885482788
"6457",83,3121,52479,83849.625,65919.6171875,18,39041.578125,312,31,79,86,8,17930.0078125,6.90385913848877,10.5723829269409
"6458",82,3121,52479,120358.984375,96977.0625,27,23574.392578125,312,31,79,86,8,23381.921875,6.76388168334961,10.0679159164429
"6459",86,3121,52479,128368.6796875,75541.0625,16,31144.66796875,312,31,79,86,8,52827.6171875,8.10220050811768,10.3463983535767
"6460",80,3121,52479,143420.71875,108317,40,23492.890625,312,31,79,86,8,35103.71875,6.77718305587769,10.064453125
"6461",79,3121,52479,212458.21875,108857.0546875,37,24061.697265625,312,31,79,86,8,103601.1640625,7.93738603591919,10.0883769989014
"6462",84,3121,52479,104208.09375,85812.3046875,20,36167.41796875,312,31,79,86,8,18395.7890625,6.82414484024048,10.4959135055542
"6463",81,3121,52479,137989.328125,96246.78125,36,23559.037109375,312,31,79,86,8,41742.546875,7.05575704574585,10.0672645568848
"6464",85,3121,52479,70076.2421875,67948.9765625,15,33543.8515625,312,31,79,86,8,2127.265625,4.95454263687134,10.4206085205078
"6465",85,3220,52533,39242.3203125,19208.10546875,46,2298.78833007812,322,32,79,86,8,20034.21484375,6.0765552520752,7.74013757705688
"6466",84,3220,52533,36433.109375,12184.5791015625,60,2518.18896484375,322,32,79,86,8,24248.53125,6.00176668167114,7.83129549026489
"6467",80,3220,52533,28467.64453125,18041,28,2523.62084960938,322,32,79,86,8,10426.64453125,5.91991519927979,7.83344984054565
"6468",82,3220,52533,29099.23046875,14060.09375,40,2944.359375,322,32,79,86,8,15039.13671875,5.92953157424927,7.98764657974243
"6469",83,3220,52533,28170.927734375,12973.5751953125,46,2762.76831054688,322,32,79,86,8,15197.3525390625,5.80023527145386,7.92398834228516
"6470",79,3220,52533,21580.591796875,14126.9326171875,29,2774.57421875,322,32,79,86,8,7453.6591796875,5.54916429519653,7.92825269699097
"6471",86,3220,52533,64999.01171875,18020.73046875,48,2101.90405273438,322,32,79,86,8,46978.28125,6.88623952865601,7.65059900283813
"6472",81,3220,52533,33811.26171875,16013.0322265625,48,2554.41918945312,322,32,79,86,8,17798.23046875,5.91565322875977,7.84558010101318
"6473",85,3319,52551,7694.9794921875,4347.78369140625,12,88.2221832275391,331,33,79,86,8,3347.19580078125,5.63097143173218,4.4798583984375
"6474",81,3319,52551,5403.51025390625,3420.0244140625,11,134.464538574219,331,33,79,86,8,1983.48583984375,5.19471597671509,4.90130043029785
"6475",83,3319,52551,4889.22900390625,1269.47790527344,13,108.91626739502,331,33,79,86,8,3619.7509765625,5.62921094894409,4.69057941436768
"6476",84,3319,52551,7164.68017578125,4714.376953125,10,98.0246429443359,331,33,79,86,8,2450.30322265625,5.50138187408447,4.58521890640259
"6477",80,3319,52551,5125.72021484375,2699,13,149.405029296875,331,33,79,86,8,2426.72021484375,5.22934675216675,5.00666093826294
"6478",82,3319,52551,4788.8828125,3056.85229492188,12,121.018081665039,331,33,79,86,8,1732.03051757812,4.97214317321777,4.79593992233276
"6479",86,3319,52551,7367.34130859375,4407.3173828125,17,79.3999633789062,331,33,79,86,8,2960.02392578125,5.15973949432373,4.37449789047241
"6480",79,3319,52551,4576.29052734375,2026.07067871094,12,166.005599975586,331,33,79,86,8,2550.2197265625,5.35902833938599,5.11202144622803
"6481",82,3420,52587,10557.1923828125,5811.92431640625,18,3327.51708984375,342,34,79,86,8,4745.26806640625,5.57453155517578,8.10998153686523
"6482",86,3420,52587,9000.04296875,4304.9345703125,17,2253.4208984375,342,34,79,86,8,4695.1083984375,5.62106323242188,7.72020483016968
"6483",80,3420,52587,14748,5132,20,4069.87280273438,342,34,79,86,8,9616,6.17545127868652,8.31136703491211
"6484",81,3420,52587,8454.3916015625,2981.71728515625,13,3677.86499023438,342,34,79,86,8,5472.67431640625,6.04257345199585,8.21008777618408
"6485",84,3420,52587,8686.380859375,3698.9755859375,17,2732.73754882812,342,34,79,86,8,4987.4052734375,5.68145751953125,7.91305923461914
"6486",83,3420,52587,6486.1259765625,4558.7265625,17,3013.8984375,342,34,79,86,8,1927.3994140625,4.73071336746216,8.01099014282227
"6487",79,3412,52587,19351.412109375,6234.14306640625,20,3609.36865234375,342,34,79,86,8,13117.26953125,6.48595285415649,8.19128799438477
"6488",85,3420,52587,6231.3486328125,2871.529296875,15,2480.3232421875,342,34,79,86,8,3359.8193359375,5.41159248352051,7.81614398956299
"6489",80,3240,52605,36128.55078125,22009,47,6331.95361328125,324,32,79,86,8,14119.55078125,5.7051682472229,8.75336456298828
"6490",86,3240,52605,34033.828125,11733.5859375,63,4225.25,324,32,79,86,8,22300.2421875,5.86921787261963,8.34883403778076
"6491",82,3240,52605,28613.986328125,8094.0517578125,52,5342.92236328125,324,32,79,86,8,20519.93359375,5.97790813446045,8.58352756500244
"6492",83,3240,52605,30604.27734375,16625.7109375,50,4796.2255859375,324,32,79,86,8,13978.56640625,5.6332573890686,8.47558498382568
"6493",85,3240,52605,26438.498046875,10728.3701171875,47,3862.29760742188,324,32,79,86,8,15710.1279296875,5.81191349029541,8.25901794433594
"6494",84,3240,52605,33063.51171875,9106.08203125,48,4304.6083984375,324,32,79,86,8,23957.4296875,6.21283292770386,8.36744117736816
"6495",79,3240,52605,28931.791015625,14922.390625,50,7053.400390625,324,32,79,86,8,14009.400390625,5.63546085357666,8.86126518249512
"6496",81,3240,52605,32823.8203125,14359.5400390625,61,5684.4091796875,324,32,79,86,8,18464.28125,5.71271944046021,8.64548206329346
"6497",80,3240,52722,163108.0625,67700,160,4323.71923828125,324,32,79,86,8,95408.0625,6.39074468612671,8.37187099456787
"6498",81,3240,52722,148333.640625,71839.171875,131,4776.69580078125,324,32,79,86,8,76494.46875,6.36977624893188,8.47150421142578
"6499",82,3240,52722,110210.3203125,31205.6328125,133,7437.13330078125,324,32,79,86,8,79004.6875,6.38691329956055,8.91424083709717
"6500",83,3240,52722,125786.0703125,49270.00390625,117,7580.03271484375,324,32,79,86,8,76516.0625,6.48308181762695,8.93327236175537
"6501",84,3240,52722,151669.265625,58106.58203125,127,6948.01123046875,324,32,79,86,8,93562.6875,6.60220003128052,8.84621047973633
"6502",86,3240,52722,228389.0625,104928.578125,180,9725.0947265625,324,32,79,86,8,123460.484375,6.53071975708008,9.18246459960938
"6503",85,3240,52722,175953.875,62302.2734375,152,7933.03173828125,324,32,79,86,8,113651.6015625,6.61701250076294,8.97879028320312
"6504",79,3240,52722,167603.890625,67496.1328125,124,4993.25,324,32,79,86,8,100107.7578125,6.69372081756592,8.51584243774414
"6505",84,3320,52785,11802.8134765625,8230.1982421875,14,1017.66949462891,332,33,79,86,8,3572.615234375,5.54199600219727,6.92527055740356
"6506",81,3320,52785,18311.66796875,16885.263671875,13,1241.94128417969,332,33,79,86,8,1426.404296875,4.69796276092529,7.12443113327026
"6507",83,3320,52785,9729.8671875,8542.109375,13,1086.771484375,332,33,79,86,8,1187.7578125,4.51487302780151,6.990966796875
"6508",80,3320,52785,15745.455078125,15128,13,962.386108398438,332,33,79,86,8,617.455078125,3.86065697669983,6.86941576004028
"6509",86,3320,52785,12643.029296875,8979.443359375,11,949.283813476562,332,33,79,86,8,3663.5859375,5.80830240249634,6.85570764541626
"6510",82,3320,52785,9682.0166015625,9002.9951171875,13,1161.36389160156,332,33,79,86,8,679.021484375,3.95570349693298,7.05735015869141
"6511",79,3320,52785,19287.87109375,12288.0478515625,10,1014.25708007812,332,33,79,86,8,6999.8232421875,6.55105495452881,6.92191171646118
"6512",85,3320,52785,13202.447265625,9506.5947265625,11,1014.84020996094,332,33,79,86,8,3695.8525390625,5.81707143783569,6.92248630523682
"6513",81,3240,52812,3046.2880859375,1961.748046875,16,534.339599609375,324,32,79,86,8,1084.5400390625,4.21632242202759,6.28103160858154
"6514",79,3240,52812,2066.33715820312,1605.70263671875,11,645.952087402344,324,32,79,86,8,460.634521484375,3.73470973968506,6.47072553634644
"6515",86,3240,52812,42058.55078125,6091.31787109375,14,339.485992431641,324,32,79,86,8,35967.234375,7.85130643844604,5.82743263244629
"6516",83,3240,52812,3183.45336914062,2501.82055664062,15,443.933532714844,324,32,79,86,8,681.6328125,3.81644082069397,6.09567499160767
"6517",84,3240,52812,7495.66943359375,4260.66015625,16,405.391998291016,324,32,79,86,8,3235.00927734375,5.3091983795166,6.00485467910767
"6518",80,3240,52812,2595.787109375,2394,12,587.208679199219,324,32,79,86,8,201.787109375,2.82230663299561,6.37538003921509
"6519",82,3240,52812,2177.30029296875,1617.06323242188,15,486.757476806641,324,32,79,86,8,560.237060546875,3.62030982971191,6.18776607513428
"6520",85,3240,52812,9826.2705078125,5497.39990234375,16,370.704620361328,324,32,79,86,8,4328.87060546875,5.60047340393066,5.91540575027466
"6521",83,3220,52857,8573.634765625,5554.826171875,11,151.580078125,322,32,79,86,8,3018.80859375,5.61472225189209,5.02111387252808
"6522",82,3220,52857,3500.59106445312,893.141174316406,11,168.422317504883,322,32,79,86,8,2607.44995117188,5.46823263168335,5.12647485733032
"6523",79,3220,52857,5713.115234375,2929.3486328125,10,231.031982421875,322,32,79,86,8,2783.7666015625,5.62897491455078,5.44255638122559
"6524",81,3220,52857,5693.28759765625,3867.98901367188,13,187.13591003418,322,32,79,86,8,1825.29858398438,4.94454956054688,5.23183536529541
"6525",86,3220,52857,11698.0625,5598.173828125,12,90.858039855957,322,32,79,86,8,6099.888671875,6.23111915588379,4.50929832458496
"6526",80,3220,52857,5759.73046875,2697,10,207.928787231445,322,32,79,86,8,3062.73046875,5.72447681427002,5.3371958732605
"6527",85,3220,52857,12486.5234375,4693.95703125,13,122.77986907959,322,32,79,86,8,7792.56640625,6.39597606658936,4.8103928565979
"6528",84,3220,52857,11592.4208984375,7621.56005859375,14,136.422073364258,322,32,79,86,8,3970.86083984375,5.64768075942993,4.91575336456299
"6529",86,3420,52875,13050.2236328125,9205.1337890625,20,1396.81030273438,342,34,79,86,8,3845.08984375,5.25882005691528,7.24194669723511
"6530",80,3420,52875,14005,6523,11,2233.08715820312,342,34,79,86,8,7482,6.52236032485962,7.71114015579224
"6531",82,3420,52875,17319.787109375,10150.0380859375,16,1895.392578125,342,34,79,86,8,7169.7490234375,6.10503721237183,7.54718112945557
"6532",84,3420,52875,11405.5869140625,8215.5654296875,10,1621.53820800781,342,34,79,86,8,3190.021484375,5.76519775390625,7.3911304473877
"6533",81,3420,52875,13769.845703125,7274.5185546875,10,2055.13989257812,342,34,79,86,8,6495.3271484375,6.47625303268433,7.62809896469116
"6534",79,3420,52875,14444.173828125,6337.19189453125,10,2431.99365234375,342,34,79,86,8,8106.98193359375,6.69789600372314,7.79646682739258
"6535",85,3420,52875,11300.451171875,7150.421875,12,1503.78076171875,342,34,79,86,8,4150.029296875,5.84596395492554,7.3157377243042
"6536",83,3420,52875,14783,8189.548828125,11,1751.51623535156,342,34,79,86,8,6593.451171875,6.39593696594238,7.46823692321777
"6537",82,3560,53037,29375.169921875,19048.095703125,24,6913.74853515625,356,35,79,86,8,10327.07421875,6.0644702911377,8.84126758575439
"6538",83,3560,53037,22816.341796875,21433.71484375,24,6603.42138671875,356,35,79,86,8,1382.626953125,4.05368661880493,8.79534339904785
"6539",81,3560,53037,30647.513671875,14805.0634765625,22,7381.05859375,356,35,79,86,8,15842.4501953125,6.57940578460693,8.90667247772217
"6540",85,3560,53037,30650.0390625,24979.544921875,25,14375.40234375,356,35,79,86,8,5670.494140625,5.42415571212769,9.57327365875244
"6541",79,3560,53037,20852.72265625,11217.03125,17,7974.8544921875,356,35,79,86,8,9635.69140625,6.34001588821411,8.98404884338379
"6542",80,3560,53037,29271.4375,15017,20,7609.0126953125,356,35,79,86,8,14254.4375,6.56909132003784,8.93708896636963
"6543",84,3560,53037,32573.5703125,24410.07421875,23,6156.21533203125,356,35,79,86,8,8163.49609375,5.8719334602356,8.72521781921387
"6544",86,3560,53037,35504.3984375,31574.423828125,26,10866.8466796875,356,35,79,86,8,3929.974609375,5.01829147338867,9.29347229003906
"6545",84,3311,53046,30537.798828125,17191.279296875,24,1402.9619140625,331,33,79,86,8,13346.51953125,6.32095718383789,7.24634075164795
"6546",81,3311,53046,33362.95703125,22320.298828125,28,1916.9306640625,331,33,79,86,8,11042.658203125,5.97731637954712,7.55848073959351
"6547",85,3311,53046,44435.28125,34708.30859375,24,1272.72546386719,331,33,79,86,8,9726.97265625,6.00460433959961,7.14891576766968
"6548",83,3311,53046,24762.458984375,13694.876953125,26,1551.44177246094,331,33,79,86,8,11067.58203125,6.0536789894104,7.34694004058838
"6549",82,3311,53046,25573.8359375,11434.4658203125,27,1721.44165039062,331,33,79,86,8,14139.3701171875,6.2608814239502,7.45091724395752
"6550",79,3311,53046,24388.408203125,14621.4765625,18,2114.12231445312,331,33,79,86,8,9766.931640625,6.29638576507568,7.65639495849609
"6551",86,3311,53046,40332.02734375,26053.607421875,27,1158.01928710938,331,33,79,86,8,14278.419921875,6.270667552948,7.05446624755859
"6552",80,3311,53046,28692,19312,18,2112.19775390625,331,33,79,86,8,9380,6.25596332550049,7.65548419952393
"6553",85,3420,53163,47106.734375,38358.00390625,26,21058.12109375,342,34,79,86,8,8748.73046875,5.81856727600098,9.95504188537598
"6554",80,3420,53163,44983.8203125,26827,34,8188.6484375,342,34,79,86,8,18156.8203125,6.28044080734253,9.0105037689209
"6555",79,3420,53163,37632.93359375,25217.126953125,41,8833.2626953125,342,34,79,86,8,12415.806640625,5.71315383911133,9.08627986907959
"6556",86,3420,53163,71374.25,51832.3203125,44,47024.03125,342,34,79,86,8,19541.9296875,6.09612798690796,10.7584142684937
"6557",82,3420,53163,49368.78515625,28719.076171875,32,10566.2763671875,342,34,79,86,8,20649.708984375,6.4697208404541,9.26542282104492
"6558",81,3420,53163,43787.3125,27595.412109375,29,7490.96826171875,342,34,79,86,8,16191.900390625,6.32497072219849,8.92145347595215
"6559",83,3420,53163,45486.0234375,25334.958984375,28,22126.796875,342,34,79,86,8,20151.064453125,6.57880783081055,10.0045442581177
"6560",84,3420,53163,53510.96875,41143.68359375,38,23293.638671875,342,34,79,86,8,12367.28515625,5.78522396087646,10.0559358596802
"6561",80,3812,53226,19022.27734375,7953,18,950.72021484375,321,32,79,86,8,11069.27734375,6.42155694961548,6.85721969604492
"6562",82,3812,53226,20108.806640625,6145.58203125,18,1199.7646484375,321,32,79,86,8,13963.224609375,6.65381050109863,7.08988046646118
"6563",79,3319,53226,8953.4716796875,4661.3134765625,16,1013.05114746094,321,32,79,86,8,4292.158203125,5.59195613861084,6.92072200775146
"6564",81,3212,53226,34031.34765625,12989.15234375,18,1013.57305908203,321,32,79,86,8,21042.1953125,7.06391334533691,6.92123699188232
"6565",85,3212,53226,10045.25,4526.099609375,11,955.014221191406,321,32,79,86,8,5519.150390625,6.21808385848999,6.8617262840271
"6566",86,3212,53226,30088.345703125,8552.703125,15,837.172424316406,321,32,79,86,8,21535.642578125,7.26941442489624,6.73003005981445
"6567",84,3212,53226,13998.26953125,4098.2060546875,12,1092.33325195312,321,32,79,86,8,9900.0634765625,6.71538972854614,6.99607133865356
"6568",83,3212,53226,18807.08203125,10057.8759765625,14,1252.88952636719,321,32,79,86,8,8749.2060546875,6.43766069412231,7.13320779800415
"6569",81,3811,53334,79694.015625,6966.9052734375,76,8659.3671875,381,38,79,86,8,72727.109375,6.86373615264893,9.06639671325684
"6570",79,3812,53334,43407.97265625,15649.712890625,91,10248.8046875,381,38,79,86,8,27758.259765625,5.72042942047119,9.23491668701172
"6571",86,3812,53334,70400.1953125,18911.55859375,103,6573.353515625,381,38,79,86,8,51488.63671875,6.2143874168396,8.79077911376953
"6572",85,3320,53334,49698.7421875,29292.56640625,81,6480.25390625,381,38,79,86,8,20406.17578125,5.52914381027222,8.77651500701904
"6573",83,3320,53334,33888.12109375,4511.89501953125,59,7590.84375,381,38,79,86,8,29376.2265625,6.21040344238281,8.9346981048584
"6574",80,3812,53334,49265.31640625,11054,83,9511.701171875,381,38,79,86,8,38211.31640625,6.13204622268677,9.1602783203125
"6575",84,3320,53334,18357.642578125,5756.75390625,72,6896.953125,381,38,79,86,8,12600.888671875,5.16485643386841,8.83883476257324
"6576",82,3812,53334,37003.16015625,5874.99462890625,65,7891.62548828125,381,38,79,86,8,31128.166015625,6.17148113250732,8.973557472229
"6577",82,3812,53406,12091.4736328125,10722.443359375,20,2124.76538085938,332,33,79,86,8,1369.0302734375,4.22612571716309,7.66141653060913
"6578",85,3320,53406,10171.759765625,6339.5283203125,19,1298.11462402344,332,33,79,86,8,3832.2314453125,5.30676364898682,7.16866827011108
"6579",81,3812,53406,47827.5390625,16724.998046875,21,2367.09716796875,332,33,79,86,8,31102.541015625,7.3005223274231,7.76941967010498
"6580",84,3812,53406,9462.029296875,5793.453125,17,1555.14440917969,332,33,79,86,8,3668.576171875,5.37434577941895,7.34932374954224
"6581",79,3813,53406,23729.912109375,9835.8349609375,21,3206.31274414062,332,33,79,86,8,13894.0771484375,6.49469566345215,8.07287693023682
"6582",80,3812,53406,19314.94921875,14124,24,2760.43432617188,332,33,79,86,8,5190.94921875,5.37661790847778,7.92314338684082
"6583",86,3320,53406,15056.8046875,9532.61328125,20,1424.56958007812,332,33,79,86,8,5524.19140625,5.62116003036499,7.26162481307983
"6584",83,3812,53406,6340.66357421875,2283.16235351562,15,1805.98645019531,332,33,79,86,8,4057.50122070312,5.6002721786499,7.49886226654053
"6585",86,3117,53415,10738.1201171875,6699.7421875,15,2617.95825195312,311,31,79,86,8,4038.3779296875,5.59554815292358,7.87015008926392
"6586",83,3117,53415,21032.2265625,16300.240234375,27,3817.25805664062,311,31,79,86,8,4731.986328125,5.16626358032227,8.24728775024414
"6587",80,3117,53415,11282.2080078125,7493,21,3812.00219726562,311,31,79,86,8,3789.2080078125,5.19538974761963,8.24590969085693
"6588",82,3117,53415,20092.458984375,14351.578125,27,4353.5517578125,311,31,79,86,8,5740.880859375,5.35953092575073,8.37874698638916
"6589",85,3117,53415,13322.013671875,9989.3232421875,27,2957.1484375,311,31,79,86,8,3332.6904296875,4.81569814682007,7.99198055267334
"6590",81,3117,53415,16492.75,8604.494140625,25,4511.666015625,311,31,79,86,8,7888.255859375,5.75425434112549,8.41442203521729
"6591",79,3117,53415,10934.6455078125,6999.31689453125,21,3856.50756835938,311,31,79,86,8,3935.32861328125,5.23322725296021,8.25751686096191
"6592",84,3117,53415,24031.162109375,18867.498046875,27,3360.04443359375,311,31,79,86,8,5163.6640625,5.25356483459473,8.11970901489258
"6593",85,3412,53541,8440.205078125,5690.4501953125,13,4923.26123046875,342,34,79,86,8,2749.7548828125,5.3543176651001,8.5017261505127
"6594",79,3412,53541,12805.06640625,5810.98193359375,16,3767.38110351562,342,34,79,86,8,6994.08447265625,6.08023118972778,8.23413562774658
"6595",84,3412,53541,10675.1220703125,4923.001953125,14,5437.44775390625,342,34,79,86,8,5752.1201171875,6.01826667785645,8.60106468200684
"6596",81,3412,53541,18717.244140625,8392.419921875,16,3384.79907226562,342,34,79,86,8,10324.82421875,6.46971750259399,8.12704944610596
"6597",82,3412,53541,12173.2529296875,5936.08642578125,15,6229.09228515625,342,34,79,86,8,6237.16650390625,6.03023099899292,8.73698616027832
"6598",86,3420,53541,949.153198242188,342.891235351562,14,4458.95703125,342,34,79,86,8,606.261962890625,3.76825475692749,8.40266990661621
"6599",80,3412,53541,17965,7387,16,3407.587890625,342,34,79,86,8,10578,6.49394273757935,8.13375949859619
"6600",83,3412,53541,11044.705078125,5898.5234375,13,6006.95703125,342,34,79,86,8,5146.181640625,5.98106098175049,8.70067405700684
"6601",80,3420,53739,8667,2015,10,1095.1552734375,342,34,79,86,8,6652,6.50008773803711,6.9986515045166
"6602",83,3420,53739,4741.89013671875,1392.16735839844,11,2767.318359375,342,34,79,86,8,3349.72265625,5.71873760223389,7.92563390731812
"6603",85,3420,53739,4882.59423828125,2623.26928710938,11,2243.36303710938,342,34,79,86,8,2259.32495117188,5.32492589950562,7.71573114395142
