"","X","sixh","country","tweets","igtweets","hoaxsh","date"
"1",1,"2020-01-01","other",27,0,0,"2020-01-01"
"2",2,"2020-01-01","US",4,0,0,"2020-01-01"
"3",3,"2020-01-02","other",41,0,0,"2020-01-02"
"4",4,"2020-01-02","UK",1,0,0,"2020-01-02"
"5",5,"2020-01-02","US",3,0,0,"2020-01-02"
"6",6,"2020-01-03","other",38,0,0,"2020-01-03"
"7",7,"2020-01-03","UK",1,0,0,"2020-01-03"
"8",8,"2020-01-03","US",5,0,0,"2020-01-03"
"9",9,"2020-01-04","other",106,0,0,"2020-01-04"
"10",10,"2020-01-04","US",5,0,0,"2020-01-04"
"11",11,"2020-01-05","other",83,0,0,"2020-01-05"
"12",12,"2020-01-05","UK",1,0,0,"2020-01-05"
"13",13,"2020-01-05","US",4,0,0,"2020-01-05"
"14",14,"2020-01-06","other",44,0,0,"2020-01-06"
"15",15,"2020-01-06","US",4,0,0,"2020-01-06"
"16",16,"2020-01-07","other",51,0,0,"2020-01-07"
"17",17,"2020-01-07","UK",2,0,0,"2020-01-07"
"18",18,"2020-01-07","US",6,0,0,"2020-01-07"
"19",19,"2020-01-08","other",66,0,0,"2020-01-08"
"20",20,"2020-01-08","US",6,0,0,"2020-01-08"
"21",21,"2020-01-09","other",71,0,0,"2020-01-09"
"22",22,"2020-01-09","UK",2,0,0,"2020-01-09"
"23",23,"2020-01-09","US",15,0,0,"2020-01-09"
"24",24,"2020-01-10","other",89,0,0,"2020-01-10"
"25",25,"2020-01-10","UK",1,0,0,"2020-01-10"
"26",26,"2020-01-10","US",6,0,0,"2020-01-10"
"27",27,"2020-01-11","other",63,0,0,"2020-01-11"
"28",28,"2020-01-11","UK",1,0,0,"2020-01-11"
"29",29,"2020-01-11","US",7,0,0,"2020-01-11"
"30",30,"2020-01-12","other",56,0,0,"2020-01-12"
"31",31,"2020-01-12","US",5,0,0,"2020-01-12"
"32",32,"2020-01-13","other",48,0,0,"2020-01-13"
"33",33,"2020-01-13","US",5,0,0,"2020-01-13"
"34",34,"2020-01-14","other",62,0,0,"2020-01-14"
"35",35,"2020-01-14","US",8,0,0,"2020-01-14"
"36",36,"2020-01-15","other",60,0,0,"2020-01-15"
"37",37,"2020-01-15","UK",3,0,0,"2020-01-15"
"38",38,"2020-01-15","US",10,0,0,"2020-01-15"
"39",39,"2020-01-16","other",83,0,0,"2020-01-16"
"40",40,"2020-01-16","US",10,0,0,"2020-01-16"
"41",41,"2020-01-17","other",76,0,0,"2020-01-17"
"42",42,"2020-01-17","UK",2,0,0,"2020-01-17"
"43",43,"2020-01-17","US",8,0,0,"2020-01-17"
"44",44,"2020-01-18","other",95,0,0,"2020-01-18"
"45",45,"2020-01-18","UK",1,0,0,"2020-01-18"
"46",46,"2020-01-18","US",8,0,0,"2020-01-18"
"47",47,"2020-01-19","other",75,0,0,"2020-01-19"
"48",48,"2020-01-19","UK",1,0,0,"2020-01-19"
"49",49,"2020-01-19","US",10,0,0,"2020-01-19"
"50",50,"2020-01-20","other",270,0,0,"2020-01-20"
"51",51,"2020-01-20","UK",7,0,0,"2020-01-20"
"52",52,"2020-01-20","US",25,0,0,"2020-01-20"
"53",53,"2020-01-21","other",712,0,0,"2020-01-21"
"54",54,"2020-01-21","UK",14,0,0,"2020-01-21"
"55",55,"2020-01-21","US",94,0,0,"2020-01-21"
"56",56,"2020-01-22","other",1645,1,0.060790273556231,"2020-01-22"
"57",57,"2020-01-22","UK",25,0,0,"2020-01-22"
"58",58,"2020-01-22","US",150,0,0,"2020-01-22"
"59",59,"2020-01-23","other",2623,0,0,"2020-01-23"
"60",60,"2020-01-23","UK",82,0,0,"2020-01-23"
"61",61,"2020-01-23","US",212,0,0,"2020-01-23"
"62",62,"2020-01-24","other",3466,0,0,"2020-01-24"
"63",63,"2020-01-24","UK",83,0,0,"2020-01-24"
"64",64,"2020-01-24","US",317,0,0,"2020-01-24"
"65",65,"2020-01-25","other",4954,3,0.060557125555107,"2020-01-25"
"66",66,"2020-01-25","UK",98,0,0,"2020-01-25"
"67",67,"2020-01-25","US",313,0,0,"2020-01-25"
"68",68,"2020-01-26","other",6717,1,0.0148875986303409,"2020-01-26"
"69",69,"2020-01-26","UK",80,0,0,"2020-01-26"
"70",70,"2020-01-26","US",414,0,0,"2020-01-26"
"71",71,"2020-01-27","other",5686,0,0,"2020-01-27"
"72",72,"2020-01-27","UK",123,0,0,"2020-01-27"
"73",73,"2020-01-27","US",403,0,0,"2020-01-27"
"74",74,"2020-01-28","other",5586,2,0.0358037952022914,"2020-01-28"
"75",75,"2020-01-28","UK",109,0,0,"2020-01-28"
"76",76,"2020-01-28","US",453,0,0,"2020-01-28"
"77",77,"2020-01-29","other",5861,1,0.017061934823409,"2020-01-29"
"78",78,"2020-01-29","UK",113,0,0,"2020-01-29"
"79",79,"2020-01-29","US",565,0,0,"2020-01-29"
"80",80,"2020-01-30","other",6775,0,0,"2020-01-30"
"81",81,"2020-01-30","UK",148,0,0,"2020-01-30"
"82",82,"2020-01-30","US",671,0,0,"2020-01-30"
"83",83,"2020-01-31","other",6820,1,0.0146627565982405,"2020-01-31"
"84",84,"2020-01-31","UK",215,0,0,"2020-01-31"
"85",85,"2020-01-31","US",627,0,0,"2020-01-31"
"86",86,"2020-02-01","other",3783,1,0.0264340470526038,"2020-02-01"
"87",87,"2020-02-01","UK",88,0,0,"2020-02-01"
"88",88,"2020-02-01","US",234,0,0,"2020-02-01"
"89",89,"2020-02-02","other",4181,0,0,"2020-02-02"
"90",90,"2020-02-02","UK",106,0,0,"2020-02-02"
"91",91,"2020-02-02","US",248,0,0,"2020-02-02"
"92",92,"2020-02-03","other",3500,3,0.0857142857142857,"2020-02-03"
"93",93,"2020-02-03","UK",87,0,0,"2020-02-03"
"94",94,"2020-02-03","US",314,1,0.318471337579618,"2020-02-03"
"95",95,"2020-02-04","other",3135,1,0.0318979266347687,"2020-02-04"
"96",96,"2020-02-04","UK",55,0,0,"2020-02-04"
"97",97,"2020-02-04","US",243,0,0,"2020-02-04"
"98",98,"2020-02-05","other",2721,0,0,"2020-02-05"
"99",99,"2020-02-05","UK",82,0,0,"2020-02-05"
"100",100,"2020-02-05","US",217,0,0,"2020-02-05"
"101",101,"2020-02-06","other",2690,1,0.0371747211895911,"2020-02-06"
"102",102,"2020-02-06","UK",79,0,0,"2020-02-06"
"103",103,"2020-02-06","US",211,0,0,"2020-02-06"
"104",104,"2020-02-07","other",2976,1,0.0336021505376344,"2020-02-07"
"105",105,"2020-02-07","UK",56,0,0,"2020-02-07"
"106",106,"2020-02-07","US",284,0,0,"2020-02-07"
"107",107,"2020-02-08","other",2535,1,0.0394477317554241,"2020-02-08"
"108",108,"2020-02-08","UK",56,0,0,"2020-02-08"
"109",109,"2020-02-08","US",186,0,0,"2020-02-08"
"110",110,"2020-02-09","other",2355,0,0,"2020-02-09"
"111",111,"2020-02-09","UK",77,0,0,"2020-02-09"
"112",112,"2020-02-09","US",140,0,0,"2020-02-09"
"113",113,"2020-02-10","other",2642,0,0,"2020-02-10"
"114",114,"2020-02-10","UK",91,0,0,"2020-02-10"
"115",115,"2020-02-10","US",228,0,0,"2020-02-10"
"116",116,"2020-02-11","other",2789,0,0,"2020-02-11"
"117",117,"2020-02-11","UK",84,0,0,"2020-02-11"
"118",118,"2020-02-11","US",249,0,0,"2020-02-11"
"119",119,"2020-02-12","other",2514,0,0,"2020-02-12"
"120",120,"2020-02-12","UK",96,0,0,"2020-02-12"
"121",121,"2020-02-12","US",217,0,0,"2020-02-12"
"122",122,"2020-02-13","other",2583,0,0,"2020-02-13"
"123",123,"2020-02-13","UK",82,0,0,"2020-02-13"
"124",124,"2020-02-13","US",220,0,0,"2020-02-13"
"125",125,"2020-02-14","other",2005,1,0.0498753117206982,"2020-02-14"
"126",126,"2020-02-14","UK",73,0,0,"2020-02-14"
"127",127,"2020-02-14","US",207,0,0,"2020-02-14"
"128",128,"2020-02-15","other",1846,0,0,"2020-02-15"
"129",129,"2020-02-15","UK",49,0,0,"2020-02-15"
"130",130,"2020-02-15","US",129,0,0,"2020-02-15"
"131",131,"2020-02-16","other",1950,0,0,"2020-02-16"
"132",132,"2020-02-16","UK",44,0,0,"2020-02-16"
"133",133,"2020-02-16","US",155,1,0.645161290322581,"2020-02-16"
"134",134,"2020-02-17","other",2012,0,0,"2020-02-17"
"135",135,"2020-02-17","UK",50,0,0,"2020-02-17"
"136",136,"2020-02-17","US",157,1,0.636942675159236,"2020-02-17"
"137",137,"2020-02-18","other",2227,0,0,"2020-02-18"
"138",138,"2020-02-18","UK",79,0,0,"2020-02-18"
"139",139,"2020-02-18","US",171,0,0,"2020-02-18"
"140",140,"2020-02-19","other",2123,0,0,"2020-02-19"
"141",141,"2020-02-19","UK",76,0,0,"2020-02-19"
"142",142,"2020-02-19","US",166,0,0,"2020-02-19"
"143",143,"2020-02-20","other",1720,0,0,"2020-02-20"
"144",144,"2020-02-20","UK",68,0,0,"2020-02-20"
"145",145,"2020-02-20","US",161,1,0.62111801242236,"2020-02-20"
"146",146,"2020-02-21","other",2428,0,0,"2020-02-21"
"147",147,"2020-02-21","UK",53,0,0,"2020-02-21"
"148",148,"2020-02-21","US",215,0,0,"2020-02-21"
"149",149,"2020-02-22","other",2752,0,0,"2020-02-22"
"150",150,"2020-02-22","UK",44,0,0,"2020-02-22"
"151",151,"2020-02-22","US",164,0,0,"2020-02-22"
"152",152,"2020-02-23","other",3606,0,0,"2020-02-23"
"153",153,"2020-02-23","UK",92,0,0,"2020-02-23"
"154",154,"2020-02-23","US",198,0,0,"2020-02-23"
"155",155,"2020-02-24","other",5147,2,0.0388575869438508,"2020-02-24"
"156",156,"2020-02-24","UK",106,0,0,"2020-02-24"
"157",157,"2020-02-24","US",369,0,0,"2020-02-24"
"158",158,"2020-02-25","other",7491,0,0,"2020-02-25"
"159",159,"2020-02-25","UK",160,0,0,"2020-02-25"
"160",160,"2020-02-25","US",623,0,0,"2020-02-25"
"161",161,"2020-02-26","other",10804,0,0,"2020-02-26"
"162",162,"2020-02-26","UK",157,0,0,"2020-02-26"
"163",163,"2020-02-26","US",872,0,0,"2020-02-26"
"164",164,"2020-02-27","other",11854,4,0.0337438839210393,"2020-02-27"
"165",165,"2020-02-27","UK",260,0,0,"2020-02-27"
"166",166,"2020-02-27","US",1323,0,0,"2020-02-27"
"167",167,"2020-02-28","other",16040,8,0.0498753117206982,"2020-02-28"
"168",168,"2020-02-28","UK",331,0,0,"2020-02-28"
"169",169,"2020-02-28","US",1473,0,0,"2020-02-28"
"170",170,"2020-02-29","other",12232,73,0.596795291039895,"2020-02-29"
"171",171,"2020-02-29","UK",292,0,0,"2020-02-29"
"172",172,"2020-02-29","US",1276,19,1.48902821316614,"2020-02-29"
"173",173,"2020-03-01","other",9926,23,0.231714688696353,"2020-03-01"
"174",174,"2020-03-01","UK",275,0,0,"2020-03-01"
"175",175,"2020-03-01","US",969,5,0.515995872033024,"2020-03-01"
"176",176,"2020-03-02","other",14411,4,0.0277565748386649,"2020-03-02"
"177",177,"2020-03-02","UK",423,1,0.236406619385343,"2020-03-02"
"178",178,"2020-03-02","US",1439,2,0.138985406532314,"2020-03-02"
"179",179,"2020-03-03","other",15447,5,0.032368744740079,"2020-03-03"
"180",180,"2020-03-03","UK",484,0,0,"2020-03-03"
"181",181,"2020-03-03","US",1618,0,0,"2020-03-03"
"182",182,"2020-03-04","other",14845,3,0.0202088245200404,"2020-03-04"
"183",183,"2020-03-04","UK",532,0,0,"2020-03-04"
"184",184,"2020-03-04","US",1610,0,0,"2020-03-04"
"185",185,"2020-03-05","other",14163,2,0.0141213019840429,"2020-03-05"
"186",186,"2020-03-05","UK",497,0,0,"2020-03-05"
"187",187,"2020-03-05","US",1841,1,0.0543183052688756,"2020-03-05"
"188",188,"2020-03-06","other",13937,1,0.00717514529669226,"2020-03-06"
"189",189,"2020-03-06","UK",463,0,0,"2020-03-06"
"190",190,"2020-03-06","US",1882,1,0.053134962805526,"2020-03-06"
"191",191,"2020-03-07","other",12982,3,0.0231089200431367,"2020-03-07"
"192",192,"2020-03-07","UK",459,0,0,"2020-03-07"
"193",193,"2020-03-07","US",1745,0,0,"2020-03-07"
"194",194,"2020-03-08","other",13058,3,0.0229744218103844,"2020-03-08"
"195",195,"2020-03-08","UK",448,0,0,"2020-03-08"
"196",196,"2020-03-08","US",1744,0,0,"2020-03-08"
"197",197,"2020-03-09","other",19259,8,0.0415390207175866,"2020-03-09"
"198",198,"2020-03-09","UK",673,0,0,"2020-03-09"
"199",199,"2020-03-09","US",2461,0,0,"2020-03-09"
"200",200,"2020-03-10","other",26185,5,0.0190949016612564,"2020-03-10"
"201",201,"2020-03-10","UK",947,0,0,"2020-03-10"
"202",202,"2020-03-10","US",3190,0,0,"2020-03-10"
"203",203,"2020-03-11","other",33159,11,0.0331734973913568,"2020-03-11"
"204",204,"2020-03-11","UK",1216,0,0,"2020-03-11"
